"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"GBU Financial Life                      ","B++","Select Term - 10 Year","82.00","82.00","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","82.00","82.00","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","84.00","84.00","P+"
"Genworth Life and Annuity Insurance Co  ","A-","Colony Term 10","85.00","85.00","P+"
"Genworth Life and Annuity Insurance Co  ","A-","Colony Term 10  (MS, PA, TX & VT)","85.00","85.00","P+"
"Genworth Life and Annuity Insurance Co  ","A-","Colony Term 10  (MD)","85.00","85.00","P+"
"Genworth Life and Annuity Insurance Co  ","A-","Colony Term 10  (OR)","85.00","85.00","P+"
"Genworth Life Insurance Company         ","A-","Colony Term 10","85.00","85.00","P+"
"Genworth Life Insurance Company         ","A-","Colony Term 10  (MS, PA, TX & VT)","85.00","85.00","P+"
"Genworth Life Insurance Company         ","A-","Colony Term 10  (MD)","85.00","85.00","P+"
"Genworth Life Insurance Company         ","A-","Colony Term 10  (OR)","85.00","85.00","P+"
"Protective Life Insurance Company       ","A+","Custom Choice UL - 10 Year No Lapse","85.09","85.09","P+"
"GBU Financial Life                      ","B++","Select Term - 10 Year","86.00","86.00","Rg"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","87.00","87.00","P+"
"AAA Life Insurance Company              ","A-","10 Year Level Term","90.00","90.00","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","90.00","90.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A-","Colony Term 10","93.00","93.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A-","Colony Term 10  (MS, PA, TX & VT)","93.00","93.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A-","Colony Term 10  (MD)","93.00","93.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A-","Colony Term 10  (OR)","93.00","93.00","Pf"
"Genworth Life Insurance Company         ","A-","Colony Term 10","93.00","93.00","Pf"
"Genworth Life Insurance Company         ","A-","Colony Term 10  (MS, PA, TX & VT)","93.00","93.00","Pf"
"Genworth Life Insurance Company         ","A-","Colony Term 10  (MD)","93.00","93.00","Pf"
"Genworth Life Insurance Company         ","A-","Colony Term 10  (OR)","93.00","93.00","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","93.00","93.00","Pf"
"Protective Life Insurance Company       ","A+","Custom Choice UL - 10 Year No Lapse","95.18","95.18","Pf"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","98.00","98.00","Pf"
"Midland National Life Insurance Company ","A+","Premier CS7 - 10 Year Term","100.00","100.00","P+"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","100.00","100.00","P+"
"North American Co for Life and Health   ","A+","ADDvantage 10","100.00","100.00","P+"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","100.50","100.50","P+"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","100.50","100.50","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","101.00","101.00","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","101.00","101.00","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","101.00","101.00","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","101.00","101.00","P+"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","101.00","101.00","P+"
"AAA Life Insurance Company              ","A-","10 Year Level Term","102.00","102.00","Pf"
"American United Life Insurance Company  ","A+","American Protector Plus - 10-Year Level","102.00","102.00","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term  "new rates"","102.00","102.00","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term  "new rates"","102.00","102.00","P+"
"EMC National Life Company               ","A-","Term Select - 10 Year","103.00","103.00","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","103.00","103.00","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","103.00","103.00","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","104.00","104.00","R+"
"Royal Neighbors of America              ","A-","Royal Advantage 10 - 10 Year Level Term","104.00","104.00","P+"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","105.00","105.00","P+"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","106.00","106.00","P+"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","106.00","106.00","P+"
"Motorists Life Insurance Company        ","A-","Your Term Life Plan - 10-Year","106.00","106.00","P+"
"New York Life Insurance Company         ","A++","10 Year Level Term (10LCT)","107.00","107.00","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","108.00","108.00","R+"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","109.00","109.00","P+"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","110.50","110.50","Pf"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","110.50","110.50","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","111.00","111.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","111.00","111.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","111.00","111.00","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","112.00","112.00","Pf"
"MetLife Insurance Company USA           ","A+","Guaranteed Level Term 10","112.00","112.00","Pf"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","112.00","112.00","Pf"
"Royal Neighbors of America              ","A-","Royal Advantage 10 - 10 Year Level Term","112.00","112.00","Pf"
"EMC National Life Company               ","A-","Term Select - 10 Year","113.00","113.00","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","113.00","113.00","Pf"
"American United Life Insurance Company  ","A+","American Protector Plus - 10-Year Level","114.00","114.00","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","114.00","114.00","Rg"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","114.00","114.00","R+"
"Symetra Life Insurance Company          ","A","10 Year Level Term","114.00","114.00","R+"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","114.00","114.00","R+"
"AAA Life Insurance Company              ","A-","10 Year Level Term","115.00","115.00","R+"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","116.00","116.00","P+"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","116.00","116.00","Pf"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","116.00","116.00","Pf"
"New York Life Insurance Company         ","A++","10 Year Level Term (10LCT)","116.00","116.00","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term","116.00","116.00","P+"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term  (OR)","116.00","116.00","P+"
"ReliaStar Life Insurance of NY          ","A","TermSmart 10 - 10 Year Term  (NY)","116.00","116.00","P+"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","116.00","116.00","Pf"
"United States Life Ins in the City of NY","A","Select-a-Term - 10 Year","116.00","116.00","P+"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","117.00","117.00","P+"
"Motorists Life Insurance Company        ","A-","Your Term Life Plan - 10-Year","118.00","118.00","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","118.00","118.00","Rg"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","118.00","118.00","P+"
"Midland National Life Insurance Company ","A+","Executive CS3 - 10 Year Term","119.00","119.00","P+"
"Sagicor Life Insurance Company          ","A-","SI - Sage Term 10  (Simplified Issue)","119.04","119.04","Pf"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","119.30","119.30","Pf"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","119.30","119.30","Pf"
"Fidelity Life Association               ","A-","Hybrid Term - 10 Year (with blood test)","120.00","120.00","Pf"
