"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","1,092.50","1,092.50","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","1,147.50","1,147.50","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","1,162.50","1,162.50","Pf"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","1,169.00","1,169.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","1,172.50","1,172.50","Pf"
"United States Life Ins in the City of NY","A","Select-a-Term - 10 Year","1,271.50","1,271.50","Pf"
"Midland National Life Insurance Company ","A+","Premier CS7 - 10 Year Term","1,272.50","1,272.50","Pf"
"North American Co for Life and Health   ","A+","ADDvantage 10","1,272.50","1,272.50","Pf"
"Pacific Life & Annuity Company          ","A+","Pacific PRIME Term 10 NY","1,272.50","1,272.50","Pf"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","1,272.50","1,272.50","Pf"
"Sagicor Life Insurance Company          ","A-","SI - Sage Term 10  (Simplified Issue)","1,272.50","1,272.50","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","1,285.00","1,285.00","Pf"
"American United Life Insurance Company  ","A+","American Protector Plus - 10-Year Level","1,290.00","1,290.00","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","1,295.00","1,295.00","Pf"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","1,295.00","1,295.00","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 10 Year","1,295.00","1,295.00","Pf"
"Woman's Life Insurance Society          ","","Ten Year Renewable and Convertible Term","1,307.50","1,307.50","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","1,315.00","1,315.00","Pf"
"Aurora National Life Assurance Company  ","","10-Year Term","1,317.50","1,317.50","Rg"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) GLT 10 Year Term","1,325.00","1,325.00","Pf"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) GLT 10 Year Term","1,325.00","1,325.00","Pf"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","1,337.50","1,337.50","Pf"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","1,337.50","1,337.50","Pf"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","1,337.50","1,337.50","Pf"
"Genworth Life and Annuity Insurance Co  ","A-","Colony Term 10","1,340.00","1,340.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A-","Colony Term 10  (MS, PA, TX & VT)","1,340.00","1,340.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A-","Colony Term 10  (MD)","1,340.00","1,340.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A-","Colony Term 10  (OR)","1,340.00","1,340.00","Pf"
"Genworth Life Insurance Company         ","A-","Colony Term 10","1,340.00","1,340.00","Pf"
"Genworth Life Insurance Company         ","A-","Colony Term 10  (MS, PA, TX & VT)","1,340.00","1,340.00","Pf"
"Genworth Life Insurance Company         ","A-","Colony Term 10  (MD)","1,340.00","1,340.00","Pf"
"Genworth Life Insurance Company         ","A-","Colony Term 10  (OR)","1,340.00","1,340.00","Pf"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","1,340.00","1,340.00","Pf"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term  "new rates"","1,352.50","1,352.50","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term  "new rates"","1,352.50","1,352.50","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","1,355.00","1,355.00","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term","1,355.00","1,355.00","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term  (OR)","1,355.00","1,355.00","Pf"
"ReliaStar Life Insurance of NY          ","A","TermSmart 10 - 10 Year Term  (NY)","1,355.00","1,355.00","Pf"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","1,355.00","1,355.00","Pf"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","1,365.00","1,365.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","1,375.00","1,375.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","1,375.00","1,375.00","Pf"
"EMC National Life Company               ","A-","Term Select - 10 Year","1,380.00","1,380.00","Pf"
