"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly/W",""
"10 Year Level Term Guaranteed","","","","",""
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","125.00","125.00","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","130.00","130.00","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","135.00","135.00","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","135.00","135.00","P+"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","135.00","135.00","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","135.00","135.00","P+"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","137.50","137.50","P+"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","139.00","139.00","P+"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","139.00","139.00","P+"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","140.00","140.00","P+"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","142.60","142.60","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","142.96","142.96","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","142.96","142.96","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","145.00","145.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","150.00","150.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","150.00","150.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","150.00","150.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","150.00","150.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10","150.00","150.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","150.00","150.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","150.00","150.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","150.00","150.00","P+"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","150.00","150.00","P+"
"AAA Life Insurance Company              ","A-","10 Year Level Term","152.18","152.18","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","152.50","152.50","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","152.50","152.50","P+"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","152.50","152.50","P+"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","152.50","152.50","P+"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","154.00","154.00","P+"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","154.00","154.00","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","155.00","155.00","Pf"
"Midland National Life Insurance Company ","A+","Premier CS6 - 10 Year Term","155.00","155.00","P+"
"North American Co for Life and Health   ","A+","ADDvantage 10","155.00","155.00","P+"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","157.50","157.50","P+"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","157.50","157.50","P+"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","157.50","157.50","Pf"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","157.50","157.50","Pf"
"EMC National Life Company               ","A-","Term Select - 10 Year","160.00","160.00","P+"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 10 Year","160.00","160.00","P+"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","161.50","161.50","Pf"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","161.50","161.50","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","162.50","162.50","P+"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","162.50","162.50","P+"
"Royal Neighbors of America              ","A-","Royal Advantage 10 - 10 Year Level Term","162.50","162.50","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","162.50","162.50","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","162.50","162.50","P+"
"Symetra Life Insurance Company          ","A","10 Year Level Term","162.50","162.50","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","162.50","162.50","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","163.05","163.05","Pf"
"Principal Life Insurance Company        ","A+","10-Year Term (2014)","165.00","165.00","P+"
