"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly/W",""
"10 Year Level Term Guaranteed","","","","",""
"Assurity Life Insurance Company         ","A-","SI - Non Med Term 350 - 10 Year Level","147.00","147.00","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","149.00","149.00","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","155.00","155.00","Pf"
"Assurity Life Insurance Company         ","A-","SI - Non Med Term 350 - 10 Year Level","163.00","163.00","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term","164.00","164.00","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","164.00","164.00","Pf"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","167.00","167.00","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","170.00","170.00","Rg"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","175.00","175.00","Rg"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","177.00","177.00","Pf"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","177.00","177.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","177.00","177.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","177.00","177.00","Pf"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","178.00","178.00","Pf"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","178.00","178.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","179.00","179.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","179.00","179.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","179.00","179.00","Pf"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","179.00","179.00","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","180.00","180.00","Pf"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","184.00","184.00","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","184.00","184.00","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","185.00","185.00","Pf"
"EMC National Life Company               ","A-","Term Select - 10 Year","186.00","186.00","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","188.05","188.05","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","189.00","189.00","Pf"
"New York Life Insurance Company         ","A++","10 Year Level Term (10LCT)","189.66","189.66","Pf"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","191.00","191.00","Pf"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","192.08","192.08","Rg"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","192.08","192.08","Rg"
"Sagicor Life Insurance Company          ","A-","SI - Sage Term 10  (Simplified Issue)","193.00","193.00","Pf"
"Assurity Life Insurance Company         ","A-","SI - Non Med Term 350 - 10 Year Level","194.00","194.00","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","196.00","196.00","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","196.00","196.00","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","196.00","196.00","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term","196.00","196.00","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","196.00","196.00","Rg"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","197.00","197.00","Rg"
"Baltimore Life Insurance Company        ","B++","Secure Solutions Protector - 10 Year","198.00","198.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","198.00","198.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","198.00","198.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","198.00","198.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","198.00","198.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10","198.00","198.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","198.00","198.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","198.00","198.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","198.00","198.00","Pf"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","199.00","199.00","Pf"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","199.00","199.00","Pf"
"Royal Neighbors of America              ","A-","Royal Advantage 10 - 10 Year Level Term","199.00","199.00","Rg"
"Motorists Life Insurance Company        ","A-","Your Term Life Plan - 10-Year","200.00","200.00","Pf"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","201.00","201.00","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term","201.00","201.00","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term  (OR)","201.00","201.00","Pf"
"ReliaStar Life Insurance of NY          ","A","TermSmart 10 - 10 Year Term  (NY)","201.00","201.00","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","202.00","202.00","Rg"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 10 Year","202.00","202.00","Rg"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 10","204.00","204.00","Pf"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","207.00","207.00","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (2005)","209.00","209.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","211.00","211.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","211.00","211.00","Rg"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","214.00","214.00","Rg"
"The Paul Revere Life Insurance Company  ","A","Selector 10 - 10 Year Term","214.00","214.00","Rg"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 10","215.00","215.00","Pf"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","215.05","215.05","Pf"
"EMC National Life Company               ","A-","Term Select - 10 Year","216.00","216.00","Rg"
"Illinois Mutual Life Insurance Company  ","B++","Protector Term Life 10-Year","216.00","216.00","Rg"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","216.00","216.00","Rg"
"Western-Southern Life Assurance Company ","A+","10-Year Guaranteed Level Term","217.00","217.00","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","217.40","217.40","Rg"
"Baltimore Life Insurance Company        ","B++","Secure Solutions Protector - 10 Year","218.00","218.00","Rg"
"Midland National Life Insurance Company ","A+","Premier CS6 - 10 Year Term","218.00","218.00","Pf"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) GLT 10 Year Term","218.00","218.00","Pf"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) GLT 10 Year Term","218.00","218.00","Pf"
"North American Co for Life and Health   ","A+","ADDvantage 10","218.00","218.00","Pf"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","219.00","219.00","Rg"
