"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly/W",""
"10 Year Level Term Guaranteed","","","","",""
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","195.00","195.00","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","202.00","202.00","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term","210.00","210.00","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","210.00","210.00","Pf"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","215.00","215.00","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","218.00","218.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","220.00","220.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","220.00","220.00","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","222.84","222.84","Pf"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","229.00","229.00","Pf"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","229.00","229.00","Pf"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","231.00","231.00","Pf"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","239.00","239.00","Pf"
"EMC National Life Company               ","A-","Term Select - 10 Year","240.00","240.00","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","240.00","240.00","Pf"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","242.00","242.00","Pf"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","243.00","243.00","Pf"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","243.00","243.00","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","244.00","244.00","Pf"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","248.00","248.00","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","248.00","248.00","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term","250.00","250.00","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term  (OR)","250.00","250.00","Pf"
"ReliaStar Life Insurance of NY          ","A","TermSmart 10 - 10 Year Term  (NY)","250.00","250.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","255.00","255.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","255.00","255.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","255.00","255.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","255.00","255.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10","255.00","255.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","255.00","255.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","255.00","255.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","255.00","255.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","258.00","258.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","258.00","258.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","258.00","258.00","Pf"
"New York Life Insurance Company         ","A++","10 Year Level Term (10LCT)","260.70","260.70","Pf"
"Sagicor Life Insurance Company          ","A-","SI - Sage Term 10  (Simplified Issue)","262.00","262.00","Pf"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","264.00","264.00","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term","264.00","264.00","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","264.00","264.00","Rg"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","265.43","265.43","Rg"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","265.43","265.43","Rg"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","266.00","266.00","Rg"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 10 Year","266.00","266.00","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (2005)","267.00","267.00","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","268.00","268.00","Rg"
"Midland National Life Insurance Company ","A+","Premier CS6 - 10 Year Term","268.00","268.00","Pf"
"North American Co for Life and Health   ","A+","ADDvantage 10","268.00","268.00","Pf"
"Motorists Life Insurance Company        ","A-","Your Term Life Plan - 10-Year","270.00","270.00","Pf"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","274.00","274.00","Pf"
"Assurity Life Insurance Company         ","A-","SI - Non Med Term 350 - 10 Year Level","277.00","277.00","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","279.00","279.00","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","279.00","279.00","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","279.00","279.00","Rg"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","281.00","281.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","283.00","283.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","283.00","283.00","Rg"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","286.00","286.00","Rg"
"Illinois Mutual Life Insurance Company  ","B++","Protector Term Life 10-Year","286.20","286.20","Rg"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 10","287.00","287.00","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","289.00","289.00","Pf"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","290.00","290.00","Rg"
"Columbian Life Insurance Company        ","A-","Term Line 10 - 10 Year R&C Term","290.00","290.00","Rg"
"Columbian Mutual Life Insurance Company ","A-","Term Line 10 - 10 Year R&C Term","290.00","290.00","Rg"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) GLT 10 Year Term","290.00","290.00","Pf"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) GLT 10 Year Term","290.00","290.00","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","290.00","290.00","Rg"
"Midland National Life Insurance Company ","A+","Executive CS3 - 10 Year Term","296.00","296.00","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","297.00","297.00","Rg"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","297.00","297.00","Rg"
"Western-Southern Life Assurance Company ","A+","10-Year Guaranteed Level Term","298.00","298.00","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","298.93","298.93","Rg"
"EMC National Life Company               ","A-","Term Select - 10 Year","299.00","299.00","Rg"
"MTL Insurance Company                   ","A-","SelecTerm-10","299.00","299.00","Pf"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","304.00","304.00","Rg"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","304.00","304.00","Rg"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 10","305.00","305.00","Pf"
"New York Life Insurance Company         ","A++","10 Year Level Term (10LCT)","306.90","306.90","Rg"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","308.00","308.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","310.00","310.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","310.00","310.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","310.00","310.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","310.00","310.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10","310.00","310.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","310.00","310.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","310.00","310.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","310.00","310.00","Rg"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","312.00","312.00","Rg"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","314.00","314.00","Rg"
"Midland National Life Insurance Company ","A+","Premier CS6 - 10 Year Term","315.00","315.00","Rg"
"Motorists Life Insurance Company        ","A-","Your Term Life Plan - 10-Year","315.00","315.00","Rg"
"North American Co for Life and Health   ","A+","ADDvantage 10","315.00","315.00","Rg"
"Pan-American Life Insurance Company     ","A","10-Year Level Term","315.00","315.00","Rg"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","316.00","316.00","Rg"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","316.00","316.00","Rg"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","316.00","316.00","Rg"
"Baltimore Life Insurance Company        ","B++","Secure Solutions Protector - 10 Year","320.00","320.00","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term","321.00","321.00","Rg"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term  (OR)","321.00","321.00","Rg"
"ReliaStar Life Insurance of NY          ","A","TermSmart 10 - 10 Year Term  (NY)","321.00","321.00","Rg"
"Assurity Life Insurance Company         ","A-","SI - Non Med Term 350 - 10 Year Level","323.00","323.00","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10","324.00","324.00","Rg"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","324.50","324.50","Pf"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","324.50","324.50","Pf"
"The Paul Revere Life Insurance Company  ","A","Selector 10 - 10 Year Term","326.00","326.00","Rg"
"Sagicor Life Insurance Company          ","A-","SI - Sage Term 10  (Simplified Issue)","329.00","329.00","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (2005)","330.00","330.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","332.00","332.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress / WA)","332.00","332.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (250K PruXpr / OR)","332.00","332.00","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 10 (NY/<250K PruXpress)","332.00","332.00","Pf"
"Pacific Guardian Life Insurance Co, Ltd.","A","Ten Year Term","343.00","343.00","Rg"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","345.00","345.00","Rg"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) GLT 10 Year Term","349.00","349.00","Rg"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) GLT 10 Year Term","349.00","349.00","Rg"
"Royal Neighbors of America              ","A-","Royal Advantage 10 - 10 Year Level Term","350.00","350.00","Rg"
