"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly/W",""
"10 Year Level Term Guaranteed","","","","",""
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","2,115.00","2,115.00","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","2,127.50","2,127.50","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term","2,157.50","2,157.50","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term  (OR)","2,157.50","2,157.50","Pf"
"ReliaStar Life Insurance of NY          ","A","TermSmart 10 - 10 Year Term  (NY)","2,157.50","2,157.50","Pf"
"National Benefit Life Insurance Company ","A+","Custom Advantage - 10 Year","2,167.50","2,167.50","Rg"
"Primerica Life Insurance Company        ","A+","Custom Advantage - 10 Year","2,167.50","2,167.50","Rg"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","2,182.50","2,182.50","Pf"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","2,202.50","2,202.50","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","2,252.50","2,252.50","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","2,271.12","2,271.12","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","2,275.00","2,275.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","2,275.00","2,275.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","2,275.00","2,275.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","2,275.00","2,275.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10","2,275.00","2,275.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","2,275.00","2,275.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","2,275.00","2,275.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","2,275.00","2,275.00","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 10 Year","2,277.50","2,277.50","Pf"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","2,291.50","2,291.50","Pf"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","2,291.50","2,291.50","Pf"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","2,329.96","2,329.96","Rg"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","2,329.96","2,329.96","Rg"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) GLT 10 Year Term","2,332.50","2,332.50","Pf"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) GLT 10 Year Term","2,332.50","2,332.50","Pf"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","2,342.50","2,342.50","Pf"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","2,342.50","2,342.50","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","2,365.00","2,365.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","2,365.00","2,365.00","Pf"
"Western-Southern Life Assurance Company ","A+","10-Year Guaranteed Level Term","2,365.00","2,365.00","Pf"
"Motorists Life Insurance Company        ","A-","Your Term Life Plan - 10-Year","2,387.00","2,387.00","Pf"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) - 10 Year Term II  (VI)","2,392.50","2,392.50","Pf"
"EMC National Life Company               ","A-","Term Select - 10 Year","2,400.00","2,400.00","Pf"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 10","2,402.00","2,402.00","Pf"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","2,425.00","2,425.00","Pf"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","2,425.00","2,425.00","Pf"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","2,427.50","2,427.50","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","2,455.00","2,455.00","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","2,487.50","2,487.50","Pf"
"New York Life Insurance Company         ","A++","10 Year Level Term (10LCT)","2,493.00","2,493.00","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10","2,497.50","2,497.50","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","2,505.00","2,505.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress / WA)","2,505.00","2,505.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (250K PruXpr / OR)","2,505.00","2,505.00","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 10 (NY/<250K PruXpress)","2,505.00","2,505.00","Pf"
"Midland National Life Insurance Company ","A+","Premier CS6 - 10 Year Term","2,515.00","2,515.00","Pf"
"North American Co for Life and Health   ","A+","ADDvantage 10","2,515.00","2,515.00","Pf"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","2,530.00","2,530.00","Pf"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","2,552.50","2,552.50","Pf"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","2,572.50","2,572.50","Pf"
"Sagicor Life Insurance Company          ","A-","SI - Sage Term 10  (Simplified Issue)","2,597.50","2,597.50","Pf"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","2,625.00","2,625.00","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","2,627.50","2,627.50","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term","2,632.50","2,632.50","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","2,632.50","2,632.50","Pf"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year","2,655.00","2,655.00","Pf"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year  (OR)","2,655.00","2,655.00","Pf"
"Allstate Life Insurance Co of New York  ","A+","TrueTerm (2012) - 10 Year","2,676.00","2,676.00","Pf"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","2,690.00","2,690.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY)","2,710.00","2,710.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY/WA)","2,710.00","2,710.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (250K PruXpress/OR","2,710.00","2,710.00","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Elite 10  (NY/<250K PruXpress ONLY)","2,710.00","2,710.00","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","2,712.50","2,712.50","Rg"
"Principal Life Insurance Company        ","A+","10-Year Term (2014)","2,712.50","2,712.50","Pf"
"Principal National Life Insurance Co    ","A+","10-Year Term (2014)","2,712.50","2,712.50","Pf"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","2,715.70","2,715.70","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","2,727.50","2,727.50","Pf"
"Assurity Life Insurance Company         ","A-","SI - Non Med Term 350 - 10 Year Level","2,742.50","2,742.50","P+"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","2,767.50","2,767.50","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","2,802.50","2,802.50","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","2,802.50","2,802.50","Pf"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 10","2,817.50","2,817.50","Pf"
"Baltimore Life Insurance Company        ","B++","Secure Solutions Protector - 10 Year","2,832.50","2,832.50","Pf"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","2,857.50","2,857.50","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","2,857.50","2,857.50","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","2,890.00","2,890.00","Rg"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term","2,890.00","2,890.00","Rg"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term  (OR)","2,890.00","2,890.00","Rg"
"ReliaStar Life Insurance of NY          ","A","TermSmart 10 - 10 Year Term  (NY)","2,890.00","2,890.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter Express 10  (250K+)","2,892.50","2,892.50","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 10 Year","2,915.00","2,915.00","Rg"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","2,932.50","2,932.50","Rg"
"Farmers New World Life Insurance Company","A","Value Term - 10 Year","2,943.50","2,943.50","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","2,947.50","2,947.50","Rg"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 10","2,951.00","2,951.00","Rg"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) GLT 10 Year Term","2,967.50","2,967.50","Rg"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) GLT 10 Year Term","2,967.50","2,967.50","Rg"
