"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly/W",""
"10 Year Level Term Guaranteed","","","","",""
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","791.02","791.02","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","791.02","791.02","P+"
"AAA Life Insurance Company              ","A-","10 Year Level Term","824.67","824.67","P+"
"Illinois Mutual Life Insurance Company  ","B++","Protector Term Life 10-Year","879.45","879.45","P+"
"Guardian Life Insurance Co of America   ","A++","Level Term Gold 10","880.00","880.00","P+"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","954.20","954.20","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","957.53","957.53","Pf"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","957.53","957.53","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","958.00","958.00","P+"
"Guardian Life Insurance Co of America   ","A++","Level Term Gold 10  (xtended conversion)","975.00","975.00","P+"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 10 Year","975.00","975.00","P+"
"Farmers New World Life Insurance Company","A","Value Term - 10 Year","976.00","976.00","P+"
"Allstate Life Insurance Co of New York  ","A+","TrueTerm (2012) - 10 Year","990.00","990.00","P+"
"Guardian Life Insurance Co of America   ","A++","Level Term Gold 10","1,000.00","1,000.00","P+"
"AAA Life Insurance Company              ","A-","10 Year Level Term","1,007.93","1,007.93","Pf"
"Independent Order of Foresters          ","A","Foresters Lifefirst - 10 Year","1,025.00","1,025.00","P+"
"AXA Equitable Life Insurance Company    ","A+","Equitable Term 10  (151X)","1,055.00","1,055.00","P+"
"Independent Order of Foresters          ","A","Foresters Lifefirst - 10 Year","1,075.00","1,075.00","Pf"
"Illinois Mutual Life Insurance Company  ","B++","Protector Term Life 10-Year","1,088.55","1,088.55","Pf"
"New York Life Insurance Company         ","A++","10 Year Level Term (10LCT)","1,100.75","1,100.75","P+"
"Assurity Life Insurance Company         ","A-","Term 350 Plus - 10-year Term","1,105.00","1,105.00","P+"
"Assurity Life Insurance Company         ","A-","Term 350 Plus - 10-year Term  (WA)","1,105.00","1,105.00","P+"
"Lincoln Life & Annuity Company of NY    ","A+","LifeElement (SM) Level Term - 10 Year","1,110.00","1,110.00","P+"
"Lincoln National Life Insurance Company ","A+","LifeElement (SM) Level Term - 10 Year","1,110.00","1,110.00","P+"
"Guardian Life Insurance Co of America   ","A++","Level Term Gold 10  (xtended conversion)","1,130.00","1,130.00","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","1,135.00","1,135.00","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","1,160.00","1,160.00","P+"
"AXA Equitable Life Insurance Company    ","A+","Equitable Term 10  (151X)","1,180.00","1,180.00","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","1,188.00","1,188.00","Pf"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","1,201.20","1,201.20","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 10 Year","1,205.00","1,205.00","Pf"
"Farmers New World Life Insurance Company","A","Value Term - 10 Year","1,206.00","1,206.00","Pf"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","1,209.00","1,209.00","P+"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","1,209.00","1,209.00","P+"
"National Benefit Life Insurance Company ","A+","Custom Advantage - 10 Year","1,210.00","1,210.00","P+"
"Primerica Life Insurance Company        ","A+","Custom Advantage - 10 Year","1,210.00","1,210.00","P+"
"Guardian Life Insurance Co of America   ","A++","Level Term Gold 10","1,225.00","1,225.00","Pf"
"Principal Life Insurance Company        ","A+","10-Year Term (2014)","1,240.00","1,240.00","P+"
"Principal National Life Insurance Co    ","A+","10-Year Term (2014)","1,240.00","1,240.00","P+"
"Allstate Life Insurance Co of New York  ","A+","TrueTerm (2012) - 10 Year","1,242.00","1,242.00","Pf"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 10","1,245.00","1,245.00","P+"
"Lincoln Life & Annuity Company of NY    ","A+","LifeElement (SM) Level Term - 10 Year","1,260.00","1,260.00","Pf"
"Lincoln National Life Insurance Company ","A+","LifeElement (SM) Level Term - 10 Year","1,260.00","1,260.00","Pf"
"Midland National Life Insurance Company ","A+","Premier CS6 - 10 Year Term","1,260.00","1,260.00","P+"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) GLT 10 Year Term","1,260.00","1,260.00","P+"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) GLT 10 Year Term","1,260.00","1,260.00","P+"
"North American Co for Life and Health   ","A+","ADDvantage 10","1,260.00","1,260.00","P+"
"New York Life Insurance Company         ","A++","10 Year Level Term (10LCT)","1,261.40","1,261.40","Pf"
"Assurity Life Insurance Company         ","A-","Term 350 Plus - 10-year Term","1,270.00","1,270.00","Pf"
"Assurity Life Insurance Company         ","A-","Term 350 Plus - 10-year Term  (WA)","1,270.00","1,270.00","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","1,285.00","1,285.00","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","1,290.00","1,290.00","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","1,310.00","1,310.00","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","1,310.00","1,310.00","P+"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","1,315.00","1,315.00","P+"
"AAA Life Insurance Company              ","A-","10 Year Level Term","1,335.18","1,335.18","R+"
"Provident Life and Accident Assurance   ","A","Level Term I - 10 Year","1,360.00","1,360.00","P+"
"Principal Life Insurance Company        ","A+","10-Year Term (2014)","1,365.00","1,365.00","Pf"
"Principal National Life Insurance Co    ","A+","10-Year Term (2014)","1,365.00","1,365.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","1,370.00","1,370.00","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","1,370.00","1,370.00","P+"
"Guardian Life Insurance Co of America   ","A++","Level Term Gold 10  (xtended conversion)","1,375.00","1,375.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","1,380.00","1,380.00","P+"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress / WA)","1,380.00","1,380.00","P+"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 10 (NY/<250K PruXpress)","1,380.00","1,380.00","P+"
"AXA Equitable Life Insurance Company    ","A+","Equitable Term 10  (151X)","1,385.00","1,385.00","R+"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","1,388.00","1,388.00","R+"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","1,389.00","1,389.00","P+"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","1,389.00","1,389.00","P+"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 10 Year","1,405.00","1,405.00","R+"
"National Benefit Life Insurance Company ","A+","Custom Advantage - 10 Year","1,410.00","1,410.00","Pf"
"Primerica Life Insurance Company        ","A+","Custom Advantage - 10 Year","1,410.00","1,410.00","Pf"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","1,415.80","1,415.80","Rg"
