"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly/W",""
"10 Year Level Term Guaranteed","","","","",""
"AAA Life Insurance Company              ","A-","10 Year Level Term","215.41","215.41","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","230.18","230.18","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","230.18","230.18","P+"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","240.00","240.00","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","240.00","240.00","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","245.00","245.00","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","252.50","252.50","P+"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","253.80","253.80","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","255.00","255.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","255.00","255.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","255.00","255.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","255.00","255.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10","255.00","255.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","255.00","255.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","255.00","255.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","255.00","255.00","P+"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","256.50","256.50","P+"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","256.50","256.50","P+"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","260.00","260.00","P+"
"AAA Life Insurance Company              ","A-","10 Year Level Term","262.97","262.97","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 10 Year","265.00","265.00","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","267.50","267.50","P+"
"Guardian Life Insurance Co of America   ","A++","Level Term Gold 10","272.50","272.50","P+"
"Midland National Life Insurance Company ","A+","Premier CS6 - 10 Year Term","272.50","272.50","P+"
"North American Co for Life and Health   ","A+","ADDvantage 10","272.50","272.50","P+"
"Royal Neighbors of America              ","A-","Royal Advantage 10 - 10 Year Level Term","272.50","272.50","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","277.42","277.42","Pf"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","277.42","277.42","Pf"
"EMC National Life Company               ","A-","Term Select - 10 Year","277.50","277.50","P+"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","280.00","280.00","P+"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","280.00","280.00","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","285.00","285.00","P+"
"Principal Life Insurance Company        ","A+","10-Year Term (2014)","285.00","285.00","P+"
"Principal National Life Insurance Co    ","A+","10-Year Term (2014)","285.00","285.00","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","285.00","285.00","P+"
"Farmers New World Life Insurance Company","A","Value Term - 10 Year","286.00","286.00","P+"
"Guardian Life Insurance Co of America   ","A++","Level Term Gold 10  (xtended conversion)","287.50","287.50","P+"
"National Benefit Life Insurance Company ","A+","Custom Advantage - 10 Year","287.50","287.50","P+"
"Primerica Life Insurance Company        ","A+","Custom Advantage - 10 Year","287.50","287.50","P+"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","289.00","289.00","P+"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","289.00","289.00","P+"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","290.00","290.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","290.00","290.00","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","290.00","290.00","P+"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","295.00","295.00","P+"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","295.00","295.00","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","295.00","295.00","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term","295.00","295.00","P+"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term  (OR)","295.00","295.00","P+"
"ReliaStar Life Insurance of NY          ","A","TermSmart 10 - 10 Year Term  (NY)","295.00","295.00","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","297.50","297.50","Pf"
"Motorists Life Insurance Company        ","A-","Your Term Life Plan - 10-Year","299.50","299.50","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","300.00","300.00","Pf"
