"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly/W",""
"10 Year Level Term Guaranteed","","","","",""
"AAA Life Insurance Company              ","A-","10 Year Level Term","570.68","570.68","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","580.00","580.00","Pf"
"AXA Equitable Life Insurance Company    ","A+","Equitable Term 10  (151X)","605.00","605.00","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","605.00","605.00","Pf"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","615.00","615.00","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term","620.00","620.00","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","620.00","620.00","Pf"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","635.00","635.00","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","635.00","635.00","Pf"
"Illinois Mutual Life Insurance Company  ","B++","Protector Term Life 10-Year","637.20","637.20","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","640.00","640.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","640.00","640.00","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","648.00","648.00","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","655.00","655.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","655.00","655.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","655.00","655.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","655.00","655.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","655.00","655.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10","655.00","655.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","655.00","655.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","655.00","655.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","655.00","655.00","Pf"
"Lincoln Life & Annuity Company of NY    ","A+","LifeElement (SM) Level Term - 10 Year","660.00","660.00","Pf"
"Lincoln National Life Insurance Company ","A+","LifeElement (SM) Level Term - 10 Year","660.00","660.00","Pf"
"Sagicor Life Insurance Company          ","A-","Sage Term 10","660.00","660.00","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 10 Year","665.00","665.00","Pf"
"Midland National Life Insurance Company ","A+","Premier CS6 - 10 Year Term","670.00","670.00","Pf"
"North American Co for Life and Health   ","A+","ADDvantage 10","670.00","670.00","Pf"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","675.00","675.00","Pf"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","675.00","675.00","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term","675.00","675.00","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term  (OR)","675.00","675.00","Pf"
"ReliaStar Life Insurance of NY          ","A","TermSmart 10 - 10 Year Term  (NY)","675.00","675.00","Pf"
"Assurity Life Insurance Company         ","A-","Term 350 Plus - 10-year Term","690.00","690.00","Pf"
"Assurity Life Insurance Company         ","A-","Term 350 Plus - 10-year Term  (WA)","690.00","690.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","690.00","690.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","690.00","690.00","Pf"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","695.00","695.00","Pf"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","695.00","695.00","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10","695.00","695.00","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","695.00","695.00","Pf"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","705.00","705.00","Pf"
"EMC National Life Company               ","A-","Term Select - 10 Year","715.00","715.00","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","720.00","720.00","Pf"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) GLT 10 Year Term","720.00","720.00","Pf"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) GLT 10 Year Term","720.00","720.00","Pf"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","724.96","724.96","Rg"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","724.96","724.96","Rg"
"Motorists Life Insurance Company        ","A-","Your Term Life Plan - 10-Year","727.00","727.00","Pf"
"John Hancock Life Insurance Company USA ","A+","10 Year Level Premium Term","735.00","735.00","Pf"
"John Hancock Life Insurance Company NY  ","A+","10 Year Level Premium Term","735.00","735.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","740.00","740.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress / WA)","740.00","740.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (250K PruXpr / OR)","740.00","740.00","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 10 (NY/<250K PruXpress)","740.00","740.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","745.00","745.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","745.00","745.00","Pf"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","749.00","749.00","Pf"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","749.00","749.00","Pf"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","750.00","750.00","Pf"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","750.00","750.00","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","766.34","766.34","Rg"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","770.00","770.00","Rg"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","772.80","772.80","Pf"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","775.00","775.00","Rg"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","777.50","777.50","Pf"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","777.50","777.50","Pf"
"Assurity Life Insurance Company         ","A-","Term 350 Plus - 10-year Term","785.00","785.00","Rg"
"Assurity Life Insurance Company         ","A-","Term 350 Plus - 10-year Term  (WA)","785.00","785.00","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","785.00","785.00","Rg"
"AXA Equitable Life Insurance Company    ","A+","Equitable Term 10  (151X)","790.00","790.00","Rg"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term","790.00","790.00","Rg"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term  (OR)","790.00","790.00","Rg"
"ReliaStar Life Insurance of NY          ","A","TermSmart 10 - 10 Year Term  (NY)","790.00","790.00","Rg"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","795.00","795.00","Rg"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year","795.00","795.00","Pf"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year  (OR)","795.00","795.00","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","795.00","795.00","Rg"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","800.00","800.00","Rg"
"Independent Order of Foresters          ","A","Foresters Lifefirst - 10 Year","800.00","800.00","Pf"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","800.00","800.00","Pf"
"New York Life Insurance Company         ","A++","10 Year Level Term (10LCT)","800.80","800.80","Pf"
"Farmers New World Life Insurance Company","A","Value Term - 10 Year","801.00","801.00","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","803.00","803.00","Rg"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 10","810.00","810.00","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (2005)","810.00","810.00","Pf"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 10","811.00","811.00","Pf"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","815.00","815.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY)","820.00","820.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY/WA)","820.00","820.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (250K PruXpress/OR","820.00","820.00","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Elite 10  (NY/<250K PruXpress ONLY)","820.00","820.00","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 10 Year","820.00","820.00","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term","820.00","820.00","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","820.00","820.00","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","830.00","830.00","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","830.00","830.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","835.00","835.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","835.00","835.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","835.00","835.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","835.00","835.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10","835.00","835.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","835.00","835.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","835.00","835.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","835.00","835.00","Rg"
"Principal Life Insurance Company        ","A+","10-Year Term (2014)","840.00","840.00","Pf"
"Principal National Life Insurance Co    ","A+","10-Year Term (2014)","840.00","840.00","Pf"
"Sagicor Life Insurance Company          ","A-","Sage Term 10","840.00","840.00","Rg"
"Midland National Life Insurance Company ","A+","Premier CS6 - 10 Year Term","845.00","845.00","Rg"
"North American Co for Life and Health   ","A+","ADDvantage 10","845.00","845.00","Rg"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","850.00","850.00","Rg"
"Allstate Life Insurance Co of New York  ","A+","TrueTerm (2012) - 10 Year","852.00","852.00","Pf"
"Illinois Mutual Life Insurance Company  ","B++","Protector Term Life 10-Year","858.60","858.60","Rg"
"Lincoln Life & Annuity Company of NY    ","A+","LifeElement (SM) Level Term - 10 Year","860.00","860.00","Rg"
"Lincoln National Life Insurance Company ","A+","LifeElement (SM) Level Term - 10 Year","860.00","860.00","Rg"
"National Benefit Life Insurance Company ","A+","Custom Advantage - 10 Year","865.00","865.00","Rg"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) - 10 Year Term II  (VI)","865.00","865.00","Pf"
"Primerica Life Insurance Company        ","A+","Custom Advantage - 10 Year","865.00","865.00","Rg"
"Guardian Life Insurance Co of America   ","A++","Level Term Gold 10","875.00","875.00","Rg"
"Midland National Life Insurance Company ","A+","Executive CS3 - 10 Year Term","875.00","875.00","Pf"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) GLT 10 Year Term","880.00","880.00","Rg"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) GLT 10 Year Term","880.00","880.00","Rg"
"EMC National Life Company               ","A-","Term Select - 10 Year","885.00","885.00","Rg"
"Guardian Life Insurance Co of America   ","A++","Level Term Gold 10  (xtended conversion)","890.00","890.00","Rg"
"Royal Neighbors of America              ","A-","Royal Advantage 10 - 10 Year Level Term","890.00","890.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","890.00","890.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","890.00","890.00","Rg"
"MTL Insurance Company                   ","A-","SelecTerm-10","895.00","895.00","Rg"
"Motorists Life Insurance Company        ","A-","Your Term Life Plan - 10-Year","897.00","897.00","Rg"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","899.00","899.00","Rg"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","899.00","899.00","Rg"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","917.50","917.50","Rg"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","917.50","917.50","Rg"
"Baltimore Life Insurance Company        ","B++","Secure Solutions Protector - 10 Year","930.00","930.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Express 10  (250K+)","935.00","935.00","Pf"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","945.00","945.00","Rg"
"Western-Southern Life Assurance Company ","A+","10-Year Guaranteed Level Term","945.00","945.00","Pf"
"Columbian Life Insurance Company        ","A-","Term Line 10 - 10 Year R&C Term","965.00","965.00","Rg"
"Columbian Mutual Life Insurance Company ","A-","Term Line 10 - 10 Year R&C Term","965.00","965.00","Rg"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year","965.00","965.00","Rg"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year  (OR)","965.00","965.00","Rg"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","970.00","970.00","Rg"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","975.00","975.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","975.00","975.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress / WA)","975.00","975.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (250K PruXpr / OR)","975.00","975.00","Rg"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 10 (NY/<250K PruXpress)","975.00","975.00","Rg"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 10","980.00","980.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter LB 10","980.00","980.00","Pf"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","985.00","985.00","Rg"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","995.00","995.00","Rg"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","995.00","995.00","Rg"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 10","1,000.00","1,000.00","Rg"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","1,000.80","1,000.80","Rg"
"John Hancock Life Insurance Company USA ","A+","10 Year Level Premium Term","1,005.00","1,005.00","Rg"
"John Hancock Life Insurance Company NY  ","A+","10 Year Level Premium Term","1,005.00","1,005.00","Rg"
"Farmers New World Life Insurance Company","A","Value Term - 10 Year","1,011.00","1,011.00","Rg"
"Independent Order of Foresters          ","A","Foresters Lifefirst - 10 Year","1,015.00","1,015.00","Rg"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","1,015.00","1,015.00","Rg"
"Pan-American Life Insurance Company     ","A","10-Year Level Term","1,020.00","1,020.00","Rg"
"Principal Life Insurance Company        ","A+","10-Year Term (2014)","1,030.00","1,030.00","Rg"
"Principal National Life Insurance Co    ","A+","10-Year Term (2014)","1,030.00","1,030.00","Rg"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","1,030.00","1,030.00","Rg"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) - 10 Year Term II  (VI)","1,040.00","1,040.00","Rg"
"Pacific Guardian Life Insurance Co, Ltd.","A","Ten Year Term","1,040.00","1,040.00","Rg"
"New York Life Insurance Company         ","A++","10 Year Level Term (10LCT)","1,047.20","1,047.20","Rg"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","1,050.00","1,050.00","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (2005)","1,050.00","1,050.00","Rg"
"Baltimore Life Insurance Company        ","B++","Secure Solutions Protector - 10 Year","1,080.00","1,080.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY)","1,080.00","1,080.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY/WA)","1,080.00","1,080.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (250K PruXpress/OR","1,080.00","1,080.00","Rg"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Elite 10  (NY/<250K PruXpress ONLY)","1,080.00","1,080.00","Rg"
"Provident Life and Accident Assurance   ","A","Level Term I - 10 Year","1,085.00","1,085.00","Rg"
"Provident Life and Accident Assurance   ","A","Level Term II - 10 Year","1,120.00","1,120.00","Rg"
"Midland National Life Insurance Company ","A+","Executive CS3 - 10 Year Term","1,130.00","1,130.00","Rg"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","1,130.00","1,130.00","Rg"
"Western-Southern Life Assurance Company ","A+","10-Year Guaranteed Level Term","1,135.00","1,135.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter Express 10  (250K+)","1,150.00","1,150.00","Rg"
"Allstate Life Insurance Co of New York  ","A+","TrueTerm (2012) - 10 Year","1,164.00","1,164.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter LB 10","1,205.00","1,205.00","Rg"
"The Paul Revere Life Insurance Company  ","A","Selector 10 - 10 Year Term","1,340.00","1,340.00","Rg"
"20 Year Level Term Guaranteed","","","","",""
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 20","879.00","879.00","Pf"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 20  (NY)","879.00","879.00","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 20 Year","900.00","900.00","Pf"
"Sunset Life Insurance Company of America","A-","Term 20 - 20 Year Term","930.00","930.00","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 20 Year Plus","935.00","935.00","Pf"
"Symetra Life Insurance Company          ","A","20 Year Level Term","945.00","945.00","Pf"
"Symetra Life Insurance Company          ","A","20 Year Level Term  (WA)","945.00","945.00","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 20","950.00","950.00","Pf"
"William Penn Life Insurance Co of NY    ","A+","OPTerm 20","970.00","970.00","Pf"
"AAA Life Insurance Company              ","A-","20 Year Level Term","972.87","972.87","Pf"
