"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly/W",""
"10 Year Level Term Guaranteed","","","","",""
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","1,665.00","1,665.00","Pf"
"Illinois Mutual Life Insurance Company  ","B++","Protector Term Life 10-Year","1,694.95","1,694.95","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","1,715.00","1,715.00","Pf"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","1,720.00","1,720.00","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term","1,725.00","1,725.00","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term  (OR)","1,725.00","1,725.00","Pf"
"ReliaStar Life Insurance of NY          ","A","TermSmart 10 - 10 Year Term  (NY)","1,725.00","1,725.00","Pf"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","1,762.50","1,762.50","Pf"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","1,762.50","1,762.50","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","1,765.00","1,765.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","1,780.00","1,780.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","1,780.00","1,780.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","1,780.00","1,780.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","1,780.00","1,780.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10","1,780.00","1,780.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","1,780.00","1,780.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","1,780.00","1,780.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","1,780.00","1,780.00","Pf"
"EMC National Life Company               ","A-","Term Select - 10 Year","1,800.00","1,800.00","Pf"
"AXA Equitable Life Insurance Company    ","A+","Equitable Term 10  (151X)","1,805.00","1,805.00","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","1,814.40","1,814.40","Pf"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 10","1,817.00","1,817.00","Pf"
"Lincoln Life & Annuity Company of NY    ","A+","LifeElement (SM) Level Term - 10 Year","1,840.00","1,840.00","Pf"
"Lincoln National Life Insurance Company ","A+","LifeElement (SM) Level Term - 10 Year","1,840.00","1,840.00","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","1,855.00","1,855.00","Pf"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","1,860.00","1,860.00","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","1,860.00","1,860.00","Pf"
"Sagicor Life Insurance Company          ","A-","Sage Term 10","1,885.00","1,885.00","Pf"
"Western-Southern Life Assurance Company ","A+","10-Year Guaranteed Level Term","1,890.00","1,890.00","Pf"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","1,897.80","1,897.80","Rg"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","1,897.80","1,897.80","Rg"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) GLT 10 Year Term","1,900.00","1,900.00","Pf"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) GLT 10 Year Term","1,900.00","1,900.00","Pf"
