"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly/W",""
"10 Year Level Term Guaranteed","","","","",""
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","1,485.00","1,485.00","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","1,505.35","1,505.35","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","1,540.00","1,540.00","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","1,585.00","1,585.00","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 10 Year","1,610.00","1,610.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","1,622.50","1,622.50","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","1,640.00","1,640.00","Pf"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","1,672.50","1,672.50","Pf"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","1,683.78","1,683.78","Rg"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","1,683.78","1,683.78","Rg"
"Assurity Life Insurance Company         ","A-","SI - Non Med Term 350 - 10 Year Level","1,690.00","1,690.00","P+"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","1,742.50","1,742.50","Pf"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","1,742.50","1,742.50","Pf"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) GLT 10 Year Term","1,745.00","1,745.00","Pf"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) GLT 10 Year Term","1,745.00","1,745.00","Pf"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) - 10 Year Term II  (VI)","1,760.00","1,760.00","Pf"
"Motorists Life Insurance Company        ","A-","Your Term Life Plan - 10-Year","1,782.00","1,782.00","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term","1,782.50","1,782.50","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term  (OR)","1,782.50","1,782.50","Pf"
"ReliaStar Life Insurance of NY          ","A","TermSmart 10 - 10 Year Term  (NY)","1,782.50","1,782.50","Pf"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","1,807.50","1,807.50","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","1,822.50","1,822.50","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","1,822.50","1,822.50","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","1,822.50","1,822.50","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","1,822.50","1,822.50","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10","1,822.50","1,822.50","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","1,822.50","1,822.50","Pf"
