"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly/W",""
"10 Year Level Term Guaranteed","","","","",""
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","89.00","89.00","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","91.00","91.00","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","93.00","93.00","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","93.00","93.00","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","94.00","94.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","95.00","95.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","95.00","95.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","95.00","95.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","95.00","95.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10","95.00","95.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","95.00","95.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","95.00","95.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","95.00","95.00","P+"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","95.00","95.00","P+"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","95.00","95.00","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","97.00","97.00","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","100.00","100.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","103.00","103.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","103.00","103.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","103.00","103.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","103.00","103.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10","103.00","103.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","103.00","103.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","103.00","103.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","103.00","103.00","Pf"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","106.00","106.00","Pf"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","106.99","106.99","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","106.99","106.99","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","110.00","110.00","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","110.00","110.00","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","110.00","110.00","P+"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","110.00","110.00","P+"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","110.00","110.00","P+"
"AAA Life Insurance Company              ","A-","10 Year Level Term","110.87","110.87","P+"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","111.00","111.00","P+"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","111.00","111.00","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","111.00","111.00","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","111.00","111.00","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","112.00","112.00","Pf"
"Midland National Life Insurance Company ","A+","Premier CS6 - 10 Year Term","112.00","112.00","P+"
"North American Co for Life and Health   ","A+","ADDvantage 10","112.00","112.00","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","112.00","112.00","R+"
"Royal Neighbors of America              ","A-","Royal Advantage 10 - 10 Year Level Term","112.00","112.00","P+"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","113.00","113.00","P+"
"EMC National Life Company               ","A-","Term Select - 10 Year","113.00","113.00","P+"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","113.00","113.00","P+"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","113.00","113.00","Pf"
"New York Life Insurance Company         ","A++","10 Year Level Term (10LCT)","115.56","115.56","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","116.00","116.00","R+"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","116.00","116.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","116.00","116.00","Pf"
"Motorists Life Insurance Company        ","A-","Your Term Life Plan - 10-Year","117.00","117.00","P+"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","118.00","118.00","P+"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","120.00","120.00","Pf"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","120.00","120.00","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","120.00","120.00","Pf"
"Royal Neighbors of America              ","A-","Royal Advantage 10 - 10 Year Level Term","120.00","120.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","120.00","120.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","120.00","120.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","120.00","120.00","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","120.66","120.66","Pf"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","122.00","122.00","Pf"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","122.00","122.00","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","122.00","122.00","Rg"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","122.00","122.00","R+"
"EMC National Life Company               ","A-","Term Select - 10 Year","123.00","123.00","Pf"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","123.92","123.92","Pf"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","123.92","123.92","Pf"
"Sagicor Life Insurance Company          ","A-","SI - Sage Term 10  (Simplified Issue)","125.00","125.00","Pf"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","125.00","125.00","Pf"
"New York Life Insurance Company         ","A++","10 Year Level Term (10LCT)","125.28","125.28","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","126.00","126.00","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","126.00","126.00","Rg"
"Midland National Life Insurance Company ","A+","Executive CS3 - 10 Year Term","128.00","128.00","P+"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","128.00","128.00","P+"
"Motorists Life Insurance Company        ","A-","Your Term Life Plan - 10-Year","129.00","129.00","P+"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term","129.00","129.00","P+"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term  (OR)","129.00","129.00","P+"
"ReliaStar Life Insurance of NY          ","A","TermSmart 10 - 10 Year Term  (NY)","129.00","129.00","P+"
"Assurity Life Insurance Company         ","A-","SI - Non Med Term 350 - 10 Year Level","130.00","130.00","P+"
"Illinois Mutual Life Insurance Company  ","B++","Protector Term Life 10-Year","130.68","130.68","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","131.00","131.00","R+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","131.00","131.00","R+"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","131.00","131.00","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","131.00","131.00","R+"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","132.00","132.00","R+"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","132.00","132.00","R+"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","132.00","132.00","R+"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","133.00","133.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","134.00","134.00","R+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","134.00","134.00","R+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","134.00","134.00","R+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","134.00","134.00","R+"
"Genworth Life Insurance Company         ","A","Colony Term 10","134.00","134.00","R+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","134.00","134.00","R+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","134.00","134.00","R+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","134.00","134.00","R+"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) GLT 10 Year Term","134.00","134.00","P+"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) GLT 10 Year Term","134.00","134.00","P+"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","134.00","134.00","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","135.00","135.00","Rg"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 10 Year","135.00","135.00","Rg"
"AAA Life Insurance Company              ","A-","10 Year Level Term","135.88","135.88","R+"
"Provident Life and Accident Assurance   ","A","Level Term I - 10 Year","136.00","136.00","P+"
"Royal Neighbors of America              ","A-","Royal Advantage 10 - 10 Year Level Term","136.00","136.00","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term","136.00","136.00","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","136.00","136.00","Rg"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","136.85","136.85","P+"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","137.00","137.00","R+"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","137.00","137.00","R+"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term","137.00","137.00","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term  (OR)","137.00","137.00","Pf"
"ReliaStar Life Insurance of NY          ","A","TermSmart 10 - 10 Year Term  (NY)","137.00","137.00","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","138.00","138.00","R+"
"New York Life Insurance Company         ","A++","10 Year Level Term (10LCT)","138.24","138.24","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","139.00","139.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","139.00","139.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","139.00","139.00","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","139.00","139.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10","139.00","139.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","139.00","139.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","139.00","139.00","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","139.00","139.00","Rg"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","139.50","139.50","P+"
