"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year","1,055.00","284.85","Pf"
"Fidelity Life Association               ","A-","Hybrid Term - 10 Year (with blood test)","1,100.00","308.00","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year Plus","1,105.00","298.35","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","1,110.00","288.60","Pf"
"Woman's Life Insurance Society          ","","Ten Year Renewable and Convertible Term","1,120.00","313.60","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","1,135.00","295.10","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term  (OR)","1,135.00","295.10","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","1,135.00","295.10","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","1,135.00","295.10","Pf"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","1,135.00","295.10","Pf"
"Lincoln Life & Annuity Company of NY    ","A+","LifeElement (SM) Level Term - 10 Year","1,145.00","299.99","Pf"
"Lincoln National Life Insurance Company ","A+","LifeElement (SM) Level Term - 10 Year","1,145.00","299.99","Pf"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","1,155.00","301.46","Pf"
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","1,175.00","311.38","Pf"
"Trustmark Insurance Company             ","A-","TermNet 10-Year Term","1,185.00","308.10","Pf"
"Hartford Life and Annuity Insurance Co  ","A","Hartford Bicentennial Term 10","1,190.00","309.40","Pf"
"Hartford Life Insurance Company         ","A","Hartford Bicentennial Term 10","1,190.00","309.40","Pf"
"American National Insurance Company     ","A","ANICO Signature Term 10","1,210.00","320.65","Pf"
"American National Life Ins Company of NY","A","ANICO Signature Term 10","1,210.00","320.65","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","1,210.00","320.65","Pf"
"Midland National Life Insurance Company ","A+","Premier CS4 - 10 Year Term","1,210.00","323.72","Pf"
"North American Co for Life and Health   ","A+","ADDvantage 10","1,210.00","344.85","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","1,220.00","329.40","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","1,220.00","323.30","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","1,220.00","329.40","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term","1,225.00","324.63","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term  (OR)","1,225.00","324.63","Pf"
"ReliaStar Life Insurance of NY    (ING) ","A","TermSmart 10 - 10 Year Term  (NY)","1,225.00","324.63","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Term Life - 10 Year","1,225.00","318.50","Pf"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","1,237.50","340.31","Pf"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","1,237.50","340.31","Pf"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) - 10 Year Term II","1,240.00","328.60","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","1,260.00","340.20","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Express 10  (250K+)","1,260.00","327.60","Pf"
"Illinois Mutual Life Insurance Company  ","B+","10-Year Term","1,275.00","337.88","Pf"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","1,275.00","331.50","Pf"
"Sagicor Life Insurance Company          ","A-","Platinum Series 10","1,295.00","343.18","Pf"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","1,300.00","338.00","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10","1,300.00","341.25","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","1,300.00","338.00","Pf"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","1,305.00","352.35","Pf"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 10","1,310.00","339.06","Pf"
"Assurity Life Insurance Company         ","A-","Term 350 Plus - 10-year Term","1,315.00","347.16","Pf"
"Assurity Life Insurance Company         ","A-","Term 350 Plus - 10-year Term  (WA)","1,315.00","347.16","Pf"
"Protective Life & Annuity Insurance Co  ","A+","Empire Term - 10 Year","1,315.00","348.48","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term","1,315.00","348.48","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","1,315.00","348.48","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","1,320.00","343.20","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term  (NY)","1,320.00","343.20","Pf"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","1,330.00","345.60","Pf"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","1,330.00","345.60","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter LB 10","1,330.00","345.80","Pf"
"Motorists Life Insurance Company        ","A-","Value Term Plus - 10-Year Plan","1,337.00","347.62","Pf"
"Allianz Life Insurance Company of NA    ","A","Term Life 2009 - 10 Year","1,341.50","362.21","Pf"
"Western-Southern Life Assurance Company ","A+","10-Year Guaranteed Level Term","1,345.00","376.60","Pf"
"EMC National Life Company               ","B++","Term Select - 10 Year","1,360.00","360.40","Pf"
"Gleaner Life Insurance Society          ","A-","Gleaner Term - 10-Year","1,360.00","353.60","Pf"
"New York Life Insurance Company         ","A++","10 Year Level Term (10LCT)","1,370.00","366.30","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","1,375.00","360.94","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term UL 10  (200K+)","1,397.20","353.56","Pf"
"Genworth Life Insurance Company         ","A","Colony Term UL 10  (200K+)","1,397.20","353.56","Pf"
"Genworth Life Insurance Company of NY   ","A","Colony Term UL 10  (200K+)","1,397.20","353.56","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","1,400.00","371.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress / WA)","1,400.00","371.00","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 10 (NY/<250K PruXpress)","1,400.00","371.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","1,400.00","371.00","Rg"
"Principal Life Insurance Company        ","A+","10-Year Term","1,410.00","370.13","Pf"
"Principal National Life Insurance Co    ","A+","10-Year Term","1,410.00","370.13","Pf"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 10","1,415.00","366.34","Pf"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","1,419.00","383.13","Pf"
"First MetLife Investors Insurance Co    ","A+","Guaranteed Level Term 10","1,419.00","383.13","Pf"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","1,419.00","383.13","Pf"
"","","","1,419.00","383.13","Pf"
"United States Life Ins in the City of NY","A","Select-a-Term - 10 Year","1,419.00","383.13","Pf"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","1,419.25","369.01","Rg"
