"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year","1,375.00","371.25","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","1,415.00","367.90","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term  (OR)","1,415.00","367.90","Pf"
"Fidelity Life Association               ","A-","Hybrid Term - 10 Year (with blood test)","1,415.00","396.20","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year Plus","1,415.00","382.05","Pf"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","1,415.00","367.90","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term","1,425.00","377.63","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term  (OR)","1,425.00","377.63","Pf"
"ReliaStar Life Insurance of NY    (ING) ","A","TermSmart 10 - 10 Year Term  (NY)","1,425.00","377.63","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","1,440.00","374.40","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","1,440.00","381.60","Pf"
"Lincoln Life & Annuity Company of NY    ","A+","LifeElement (SM) Level Term - 10 Year","1,470.00","385.14","Pf"
"Lincoln National Life Insurance Company ","A+","LifeElement (SM) Level Term - 10 Year","1,470.00","385.14","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","1,470.00","382.20","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","1,470.00","382.20","Pf"
"American National Insurance Company     ","A","ANICO Signature Term 10","1,485.00","393.53","Pf"
"American National Life Ins Company of NY","A","ANICO Signature Term 10","1,485.00","393.53","Pf"
"Midland National Life Insurance Company ","A+","Premier CS4 - 10 Year Term","1,485.00","397.14","Pf"
"North American Co for Life and Health   ","A+","ADDvantage 10","1,485.00","423.23","Pf"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","1,490.00","388.89","Pf"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 10","1,496.00","386.92","Pf"
"Illinois Mutual Life Insurance Company  ","B+","10-Year Term","1,525.00","404.13","Pf"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) - 10 Year Term II","1,530.00","405.45","Pf"
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","1,530.00","405.45","Pf"
"Trustmark Insurance Company             ","A-","TermNet 10-Year Term","1,555.00","404.30","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Express 10  (250K+)","1,570.00","408.20","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Term Life - 10 Year","1,580.00","410.80","Pf"
"First MetLife Investors Insurance Co    ","A+","Guaranteed Level Term 10","1,584.00","427.68","Pf"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","1,584.00","427.68","Pf"
"","","","1,584.00","427.68","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10","1,590.00","417.38","Pf"
"Western-Southern Life Assurance Company ","A+","10-Year Guaranteed Level Term","1,590.00","445.20","Pf"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","1,592.50","437.94","Pf"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","1,592.50","437.94","Pf"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","1,610.00","418.60","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","1,610.00","418.60","Pf"
