"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VII - 10 Year","1,375.00","371.25","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","1,415.00","367.90","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term  (OR)","1,415.00","367.90","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","1,415.00","374.98","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VII - 10 Year Plus","1,415.00","382.05","Pf"
"William Penn Life Insurance Co of NY    ","A+","Penn Term 10","1,415.00","367.90","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term","1,418.00","375.77","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term  (OR)","1,418.00","375.77","Pf"
"ReliaStar Life Insurance of NY    (ING) ","A","TermSmart 10 - 10 Year Term  (NY)","1,418.00","375.77","Pf"
"Genworth Life Insurance Company of NY   ","A","Colony Term UL 10  (200K+)","1,437.05","363.66","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","1,440.00","374.40","Pf"
"Lincoln Life & Annuity Company of NY    ","A+","LifeElement (SM) Level Term - 10 Year","1,470.00","385.14","Pf"
"Lincoln National Life Insurance Company ","A+","LifeElement (SM) Level Term - 10 Year","1,470.00","385.14","Pf"
"Transamerica Life Insurance Company     ","A+","TransTerm UL 10","1,470.00","372.84","Pf"
"Midland National Life Insurance Company ","A+","Premier CS4 - 10 Year Term","1,485.00","397.14","Pf"
"North American Co for Life and Health   ","A+","ADDvantage 10","1,485.00","423.23","Pf"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","1,490.00","388.89","Pf"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 10","1,496.00","386.92","Pf"
"Illinois Mutual Life Insurance Company  ","B+","10-Year Term","1,525.00","404.13","Pf"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) - 10 Year Term II","1,530.00","405.45","Pf"
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","1,530.00","405.45","Pf"
"Trustmark Insurance Company             ","A-","TermNet 10-Year Term","1,555.00","404.30","Pf"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year  (MS)","1,579.00","418.44","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Term Life - 10 Year","1,580.00","410.80","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Term Life - 10 Year","1,580.00","410.80","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term UL 10  (200K+)","1,582.27","400.43","Pf"
"Genworth Life Insurance Company         ","A","Colony Term UL 10  (200K+)","1,582.27","400.43","Pf"
"First MetLife Investors Insurance Co    ","A+","Guaranteed Level Term 10","1,584.00","427.68","Pf"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","1,584.00","427.68","Pf"
"","","","1,584.00","427.68","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10","1,590.00","417.38","Pf"
"Western-Southern Life Assurance Company ","A+","10-Year Guaranteed Level Term","1,590.00","445.20","Pf"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","1,592.50","437.94","Pf"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","1,592.50","437.94","Pf"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term Guaranteed 10","1,610.00","418.60","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed 10","1,610.00","418.60","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed (OR)","1,610.00","418.60","Pf"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","1,630.00","423.80","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","1,635.00","429.19","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term","1,650.00","437.25","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","1,650.00","437.25","Pf"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","1,659.00","439.64","Pf"
"United States Life Ins in the City of NY","A","Select-a-Term - 10 Year","1,659.00","439.64","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","1,660.00","431.60","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term  (NY)","1,660.00","431.60","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","1,660.00","439.90","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress / WA)","1,660.00","439.90","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 10 (NY/<250K PruXpress)","1,660.00","439.90","Pf"
"Sagicor Life Insurance Company          ","A-","Platinum Series 10","1,660.00","439.90","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","1,660.00","448.20","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","1,660.00","439.90","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","1,660.00","448.20","Pf"
"Gleaner Life Insurance Society          ","A-","Gleaner Term - 10-Year","1,665.00","432.90","Pf"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 10","1,675.00","433.66","Pf"
"Hartford Life and Annuity Insurance Co  ","A","Hartford Bicentennial Term 10","1,680.00","436.80","Pf"
"Hartford Life Insurance Company         ","A","Hartford Bicentennial Term 10","1,680.00","436.80","Pf"
"EMC National Life Company               ","B++","Term Select - 10 Year","1,705.00","451.83","Pf"
"Primerica Life Insurance Company        ","A+","Custom Advantage - 10 Year","1,705.00","451.83","Rg"
"Stonebridge Life Insurance Company      ","A+","Stonebridge Term - 10 Year","1,720.00","447.20","Pf"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","1,730.00","449.60","Pf"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","1,730.00","449.60","Pf"
"Union Central Life Insurance Company    ","A","Keystone Term 10  (WA)","1,730.00","449.60","Pf"
"Allianz Life Insurance Company of NA    ","A","Term Life 2009 - 10 Year","1,740.50","469.94","Pf"
"Household Life Insurance Company        ","A-","10 Year Term","1,750.00","472.50","Rg"
