"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","165.00","165.00","P+"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term  (NY)","165.00","165.00","P+"
"Royal Neighbors of America              ","A-","Royal Advantage 10 - 10 Year Level Term","175.00","175.00","P+"
"Midland National Life Insurance Company ","A+","Premier CS3 - 10 Year Term","180.00","180.00","P+"
"North American Co for Life and Health   ","A+","ADDvantage 10","180.00","180.00","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term Guaranteed 10","182.50","182.50","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed 10","182.50","182.50","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed (OR)","182.50","182.50","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term UL 10  (200K+)","184.39","184.39","P+"
"Genworth Life Insurance Company         ","A","Colony Term UL 10  (200K+)","184.39","184.39","P+"
"Genworth Life Insurance Company of NY   ","A","Colony Term UL 10  (200K+)","184.39","184.39","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","185.00","185.00","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term  (OR)","185.00","185.00","P+"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Term Life - 10 Year","185.00","185.00","P+"
"Securian Life Insurance Company         ","A+","Advantage Elite Term Life - 10 Year","185.00","185.00","P+"
"William Penn Life Insurance Co of NY    ","A+","Penn Term 10","185.00","185.00","P+"
"Ohio National Life Assurance Corporation","A+","Term 10","187.50","187.50","P+"
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","187.50","187.50","P+"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","192.50","192.50","P+"
"Ohio National Life Assurance Corporation","A+","Term 10 Plus","192.50","192.50","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","192.50","192.50","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year  (NY)","192.50","192.50","P+"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term","195.50","195.50","P+"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term  (OR)","195.50","195.50","P+"
"ReliaStar Life Insurance of NY    (ING) ","A","TermSmart 10 - 10 Year Term  (NY)","195.50","195.50","P+"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","196.50","196.50","P+"
"United States Life Ins in the City of NY","A","Select-a-Term - 10 Year","196.50","196.50","P+"
"AAA Life Insurance Company              ","A-","10 Year Level Term","197.50","197.50","P+"
"First Ameritas Life Insurance of NY     ","A","Keystone Term 10","200.00","200.00","P+"
"Union Central Life Insurance Company    ","A","Keystone Term 10","200.00","200.00","P+"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","205.00","205.00","P+"
"Transamerica Life Insurance Co  (TIIG)  ","A+","Trendsetter Super 10","205.00","205.00","P+"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","210.00","210.00","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term  (NY)","210.00","210.00","Pf"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","212.50","212.50","P+"
"Principal Life Insurance Company        ","A+","10-Year Term","212.50","212.50","P+"
"Principal National Life Insurance Co    ","A+","10-Year Term","212.50","212.50","P+"
"Transamerica Life Ins Co  (Family Mkt)  ","A+","Ultima Champion - 10 Year","212.50","212.50","P+"
"Western Reserve Life Assurance Co of OH ","A+","WRL TermPlus - 10 Year","212.50","212.50","P+"
"American United Life Insurance Company  ","A","Term Protector Series III - LTP 10/10","215.00","215.00","P+"
"Aviva Life and Annuity Company          ","A","10 Year Term 01-2010","215.00","215.00","P+"
"Aviva Life and Annuity of New York      ","A","Term 10 01-2010","215.00","215.00","P+"
"EMC National Life Company               ","B++","EMCNL Term - 10 Year","215.00","215.00","P+"
"First MetLife Investors Insurance Co    ","A+","Guaranteed Level Term 10","216.50","216.50","P+"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","216.50","216.50","P+"
"","","","216.50","216.50","P+"
"Protective Life & Annuity Insurance Co  ","A+","Empire Term - 10 Year","217.50","217.50","P+"
"Hartford Life and Annuity Insurance Co  ","A","Hartford Bicentennial Term 10","220.00","220.00","P+"
"Hartford Life Insurance Company         ","A","Hartford Bicentennial Term 10","220.00","220.00","P+"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) - 10 Year Term","222.50","222.50","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term Guaranteed 10","225.00","225.00","Pf"
"Illinois Mutual Life Insurance Company  ","B+","10-Year Term","225.00","225.00","P+"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Term Life - 10 Year","225.00","225.00","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed 10","225.00","225.00","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed (OR)","225.00","225.00","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Term Life - 10 Year","225.00","225.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term UL 10  (200K+)","226.97","226.97","Pf"
"Genworth Life Insurance Company         ","A","Colony Term UL 10  (200K+)","226.97","226.97","Pf"
"Genworth Life Insurance Company of NY   ","A","Colony Term UL 10  (200K+)","226.97","226.97","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","227.50","227.50","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term  (OR)","227.50","227.50","Pf"
"Midland National Life Insurance Company ","A+","Premier CS3 - 10 Year Term","227.50","227.50","Pf"
"North American Co for Life and Health   ","A+","ADDvantage 10","227.50","227.50","Pf"
"Protective Life Insurance Company       ","A+","Protective ValueChoice 10","227.50","227.50","P+"
