"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Government Personnel Mutual Life        ","A-","Mark X - 10 Year Level Term","142.00","142.00","Pf"
"Liberty Life Insurance Company          ","A-","RBC LevelTERM - 10 Year Term","146.00","146.00","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","164.00","164.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","168.00","168.00","Pf"
"Ohio National Life Assurance Corporation","A+","Term 10","170.00","170.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term UL 10  (50K-199K)","170.78","170.78","Pf"
"Genworth Life Insurance Company         ","A","Colony Term UL 10  (50K-199K)","170.78","170.78","Pf"
"Genworth Life Insurance Company of NY   ","A","Colony Term UL 10  (50K-199K)","170.78","170.78","Pf"
"Ohio National Life Assurance Corporation","A+","Term 10 Plus","175.00","175.00","Pf"
"Woman's Life Insurance Society          ","A-","Ten Year Renewable and Convertible Term","176.00","176.00","Pf"
"NYLIFE Insurance Company of Arizona     ","A++","Term to Age 90 - 10 Year Level Term","177.00","177.00","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term","178.00","178.00","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","178.00","178.00","Pf"
"Trustmark Insurance Company             ","A-","TermNet 10-Year Term","178.00","178.00","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","180.00","180.00","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term  (OR)","180.00","180.00","Pf"
"William Penn Life Insurance Co of NY    ","A+","Penn Term 10","180.00","180.00","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term","182.00","182.00","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term  (OR)","182.00","182.00","Pf"
"ReliaStar Life Insurance of NY    (ING) ","A","TermSmart 10 - 10 Year Term  (NY)","182.00","182.00","Pf"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","182.00","182.00","Pf"
"Transamerica Life Insurance Co  (TIIG)  ","A+","Trendsetter Super 10","182.00","182.00","Pf"
"Liberty Life Insurance Company          ","A-","RBC LevelTERM - 10 Year Term","183.00","183.00","R+"
"Gleaner Life Insurance Society          ","A-","Gleaner Term - 10-Year","184.00","184.00","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Term Life - 10 Year","184.00","184.00","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Term Life - 10 Year","184.00","184.00","Pf"
"Illinois Mutual Life Insurance Company  ","B+","10-Year Term","185.00","185.00","Pf"
"Sunset Life Insurance Company of America","A","Term 10 - 10 Year Term","185.00","185.00","Pf"
"Transamerica Life Ins Co  (Family Mkt)  ","A+","Ultima Champion - 10 Year","186.00","186.00","Pf"
"Western Reserve Life Assurance Co of OH ","A+","WRL TermPlus - 10 Year","186.00","186.00","Pf"
"EMC National Life Company               ","B++","EMCNL Term - 10 Year","188.00","188.00","Pf"
"First Ameritas Life Insurance of NY     ","A","Keystone Term 10","190.00","190.00","Pf"
"Union Central Life Insurance Company    ","A","Keystone Term 10","190.00","190.00","Pf"
"Government Personnel Mutual Life        ","A-","Mark X - 10 Year Level Term","191.00","191.00","Rg"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","191.00","191.00","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term  (NY)","191.00","191.00","Pf"
"Motorists Life Insurance Company        ","A-","Value Term Plus - 10-Year Plan","192.00","192.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","193.00","193.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year  (NY)","193.00","193.00","Pf"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term Guaranteed 10","194.00","194.00","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed 10","194.00","194.00","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed (OR)","194.00","194.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","195.00","195.00","Rg"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","197.00","197.00","Rg"
"Woman's Life Insurance Society          ","A-","Ten Year Renewable and Convertible Term","198.00","198.00","Rg"
"Protective Life & Annuity Insurance Co  ","A+","Empire Term - 10 Year","202.00","202.00","Pf"
"Baltimore Life Insurance Company        ","B++","Secure Solution Protector - 10 Year Term","203.00","203.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term UL 10  (50K-199K)","204.56","204.56","Rg"
"Genworth Life Insurance Company         ","A","Colony Term UL 10  (50K-199K)","204.56","204.56","Rg"
"Genworth Life Insurance Company of NY   ","A","Colony Term UL 10  (50K-199K)","204.56","204.56","Rg"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","206.00","206.00","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","208.00","208.00","Pf"
"Midland National Life Insurance Company ","A+","Premier CS3 - 10 Year Term","208.00","208.00","Pf"
"North American Co for Life and Health   ","A+","ADDvantage 10","208.00","208.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","209.00","209.00","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year  (NY)","209.00","209.00","Rg"
"American Community Mutual Insurance     ","E","Term 10 Level Term Life","210.00","210.00","Rg"
"Jackson National Life Insurance Company ","A+","Protector 10-Year Term","210.00","210.00","Pf"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) - 10 Year Term","210.00","210.00","Pf"
"Trustmark Insurance Company             ","A-","TermNet 10-Year Term","210.00","210.00","Rg"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","211.00","211.00","Rg"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term  (OR)","211.00","211.00","Rg"
"William Penn Life Insurance Co of NY    ","A+","Penn Term 10","211.00","211.00","Rg"
"Grange Life Insurance Company           ","A-","Select Choice 10 - 10 Year Level Term","215.00","215.00","Rg"
"Illinois Mutual Life Insurance Company  ","B+","10-Year Term","215.00","215.00","Rg"
"Protective Life & Annuity Insurance Co  ","A+","Empire Term - 10 Year","216.00","216.00","Rg"
"First MetLife Investors Insurance Co    ","A+","Guaranteed Level Term 10","218.00","218.00","Pf"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","218.00","218.00","Pf"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10  (Rapid eUW)","218.00","218.00","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Term Life - 10 Year","218.00","218.00","Rg"
