"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","570.00","570.00","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","590.00","590.00","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year  (NY)","590.00","590.00","P+"
"Ohio National Life Assurance Corporation","A+","Term 10","620.00","620.00","P+"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Term Life - 10 Year","630.00","630.00","P+"
"Securian Life Insurance Company         ","A+","Advantage Elite Term Life - 10 Year","630.00","630.00","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","635.00","635.00","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term  (OR)","635.00","635.00","P+"
"William Penn Life Insurance Co of NY    ","A+","Penn Term 10","635.00","635.00","P+"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term","638.00","638.00","P+"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term  (OR)","638.00","638.00","P+"
"ReliaStar Life Insurance of NY    (ING) ","A","TermSmart 10 - 10 Year Term  (NY)","638.00","638.00","P+"
"AAA Life Insurance Company              ","A-","10 Year Level Term","640.00","640.00","P+"
"Midland National Life Insurance Company ","A+","Premier CS3 - 10 Year Term","640.00","640.00","P+"
"North American Co for Life and Health   ","A+","ADDvantage 10","640.00","640.00","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term Guaranteed 10","645.00","645.00","P+"
"First Ameritas Life Insurance of NY     ","A","Keystone Term 10","645.00","645.00","P+"
"Ohio National Life Assurance Corporation","A+","Term 10 Plus","645.00","645.00","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed 10","645.00","645.00","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed (OR)","645.00","645.00","P+"
"Union Central Life Insurance Company    ","A","Keystone Term 10","645.00","645.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term UL 10  (200K+)","653.26","653.26","P+"
"Genworth Life Insurance Company         ","A","Colony Term UL 10  (200K+)","653.26","653.26","P+"
"Genworth Life Insurance Company of NY   ","A","Colony Term UL 10  (200K+)","653.26","653.26","P+"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","655.00","655.00","P+"
"Hartford Life and Annuity Insurance Co  ","A","Hartford Bicentennial Term 10","660.00","660.00","P+"
"Hartford Life Insurance Company         ","A","Hartford Bicentennial Term 10","660.00","660.00","P+"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","665.00","665.00","P+"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","669.00","669.00","P+"
"United States Life Ins in the City of NY","A","Select-a-Term - 10 Year","669.00","669.00","P+"
"Symetra Life Insurance Company          ","A","10 Year Level Term","670.00","670.00","P+"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","670.00","670.00","P+"
"Lincoln Life & Annuity Company of NY    ","A+","LifeElement (SM) Level Term - 10 Year","680.00","680.00","P+"
"Lincoln National Life Insurance Company ","A+","LifeElement (SM) Level Term - 10 Year","680.00","680.00","P+"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","685.00","685.00","P+"
"Transamerica Life Insurance Co  (TIIG)  ","A+","Trendsetter Super 10","685.00","685.00","P+"
"Illinois Mutual Life Insurance Company  ","B+","10-Year Term","700.00","700.00","P+"
"Principal Life Insurance Company        ","A+","10-Year Term","700.00","700.00","P+"
"Principal National Life Insurance Co    ","A+","10-Year Term","700.00","700.00","P+"
"Allianz Life Insurance Company of NA    ","A","Term Life 2009 - 10 Year","701.00","701.00","P+"
"Transamerica Life Ins Co  (Family Mkt)  ","A+","Ultima Champion - 10 Year","710.00","710.00","P+"
"Western Reserve Life Assurance Co of OH ","A+","WRL TermPlus - 10 Year","710.00","710.00","P+"
"Independent Order of Foresters          ","A","Foresters Lifefirst - 10 Year","712.50","712.50","P+"
"Guardian Life Insurance Co of America   ","A++","Level Term Gold 10","715.00","715.00","P+"
"Motorists Life Insurance Company        ","A-","Value Term Plus - 10-Year Plan","715.00","715.00","P+"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","715.00","715.00","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","715.00","715.00","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","715.00","715.00","P+"
"American United Life Insurance Company  ","A","Term Protector Series III - LTP 10/10","730.00","730.00","P+"
"Protective Life & Annuity Insurance Co  ","A+","Empire Term - 10 Year","735.00","735.00","P+"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","740.00","740.00","P+"
