"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year","432.50","116.78","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year Plus","450.00","121.50","P+"
"Protective Life Insurance Company       ","A+","Custom Choice UL - 10 Year No Lapse","457.77","117.62","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","460.00","119.60","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","460.00","119.60","P+"
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","460.00","121.90","P+"
"AAA Life Insurance Company              ","A-","10 Year Level Term","465.00","120.90","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","470.00","122.20","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term  (OR)","470.00","122.20","P+"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","470.00","122.20","P+"
"Securian Life Insurance Company         ","A+","Advantage Elite Term Life - 10 Year","475.00","123.50","P+"
"Primerica Life Insurance Company        ","A+","Custom Advantage - 10 Year","482.50","127.86","P+"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","485.00","128.52","P+"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","487.50","126.75","P+"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","487.50","126.75","P+"
"Midland National Life Insurance Company ","A+","Premier CS5 - 10 Year Term","490.00","131.48","P+"
"North American Co for Life and Health   ","A+","ADDvantage 10 Gen 6","490.00","139.65","P+"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term","495.00","131.17","P+"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term  (OR)","495.00","131.17","P+"
"ReliaStar Life Insurance of NY    (ING) ","A","TermSmart 10 - 10 Year Term  (NY)","495.00","131.17","P+"
"First MetLife Investors Insurance Co    ","A+","Guaranteed Level Term 10","496.50","134.06","P+"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","496.50","134.06","P+"
"Principal Life Insurance Company        ","A+","10-Year Term","505.00","132.56","P+"
"Principal National Life Insurance Co    ","A+","10-Year Term","505.00","132.56","P+"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","507.50","132.46","P+"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","510.00","137.70","P+"
"Hartford Life and Annuity Insurance Co  ","A-","Hartford Bicentennial Term 10","512.50","133.25","P+"
"Hartford Life Insurance Company         ","A-","Hartford Bicentennial Term 10","512.50","133.25","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","512.50","138.38","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","512.50","138.38","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","517.50","134.55","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","517.50","134.55","P+"
"Illinois Mutual Life Insurance Company  ","B++","10-Year Term","520.00","137.80","P+"
"Motorists Life Insurance Company        ","A-","Value Term Plus - 10-Year Plan","522.00","135.72","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","522.50","138.46","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","530.00","137.80","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","530.00","137.80","Pf"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","534.00","144.18","P+"
"United States Life Ins in the City of NY","A","Select-a-Term - 10 Year","534.00","144.18","P+"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","537.50","139.55","P+"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","537.50","139.55","P+"
"EMC National Life Company               ","B++","Term Select - 10 Year","537.50","142.44","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","537.50","139.75","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10","537.50","139.75","P+"
"Sagicor Life Insurance Company          ","A-","Platinum Series 10","540.00","143.10","P+"
