"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year","145.00","39.15","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year Plus","150.00","40.50","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","155.00","40.30","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","155.00","40.30","P+"
"Protective Life Insurance Company       ","A+","Custom Choice UL - 10 Year No Lapse","155.27","39.90","P+"
"Securian Life Insurance Company         ","A+","Advantage Elite Term Life - 10 Year","160.00","41.60","P+"
"AAA Life Insurance Company              ","A-","10 Year Level Term","165.00","42.90","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","165.00","42.90","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term  (OR)","165.00","42.90","P+"
"Symetra Life Insurance Company          ","A","10 Year Level Term","165.00","43.72","P+"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","165.00","43.72","P+"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","165.00","42.90","P+"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","169.00","45.63","P+"
"United States Life Ins in the City of NY","A","Select-a-Term - 10 Year","169.00","45.63","P+"
"American National Insurance Company     ","A","ANICO Signature Term 10","170.00","45.05","P+"
"American National Life Ins Company of NY","A","ANICO Signature Term 10","170.00","45.05","P+"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","170.00","44.37","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","170.00","45.90","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","170.00","45.05","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","170.00","45.90","P+"
"Sagicor Life Insurance Company          ","A-","Platinum Series 10","175.00","46.37","P+"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","179.00","48.33","P+"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","180.00","46.60","P+"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","180.00","46.60","P+"
"Midland National Life Insurance Company ","A+","Premier CS5 - 10 Year Term","180.00","48.71","P+"
"North American Co for Life and Health   ","A+","ADDvantage 10 Gen 6","180.00","51.30","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year","180.00","48.60","Pf"
"Royal Neighbors of America              ","A-","Royal Advantage 10 - 10 Year Level Term","180.00","47.70","P+"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","180.00","46.80","P+"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","180.00","46.80","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","180.50","46.93","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","180.50","46.93","P+"
"Aviva Life and Annuity Company          ","A-","10 Year Term 01-2010","185.00","48.10","P+"
"Aviva Life and Annuity of New York      ","A-","Term 10 01-2010","185.00","48.10","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","185.00","48.10","Pf"
"Protective Life & Annuity Insurance Co  ","A+","Empire Term - 10 Year","185.00","49.02","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","185.00","48.10","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","190.00","50.35","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year Plus","190.00","51.30","Pf"
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","190.00","50.35","P+"
"Protective Life Insurance Company       ","A+","Custom Choice UL - 10 Year No Lapse","190.28","48.89","Pf"
"AXA Equitable Life Insurance Company    ","A+","Equitable Term 10  (151X)","195.00","53.78","P+"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","195.00","52.65","P+"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (2005)","195.00","51.67","P+"
"AAA Life Insurance Company              ","A-","10 Year Level Term","200.00","52.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","200.00","52.00","P+"
