"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year","320.00","86.40","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year Plus","340.00","91.80","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","345.00","89.70","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","345.00","89.70","P+"
"Protective Life Insurance Company       ","A+","Custom Choice UL - 10 Year No Lapse","345.27","88.72","P+"
"AAA Life Insurance Company              ","A-","10 Year Level Term","350.00","91.00","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","355.00","92.30","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term  (OR)","355.00","92.30","P+"
"Lincoln Life & Annuity Company of NY    ","A+","LifeElement (SM) Level Term - 10 Year","355.00","93.01","P+"
"Lincoln National Life Insurance Company ","A+","LifeElement (SM) Level Term - 10 Year","355.00","93.01","P+"
"Midland National Life Insurance Company ","A+","Premier CS5 - 10 Year Term","355.00","95.43","P+"
"North American Co for Life and Health   ","A+","ADDvantage 10 Gen 6","355.00","101.17","P+"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","355.00","92.66","P+"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","355.00","92.30","P+"
"American National Insurance Company     ","A","ANICO Signature Term 10","360.00","95.40","P+"
"American National Life Ins Company of NY","A","ANICO Signature Term 10","360.00","95.40","P+"
"AXA Equitable Life Insurance Company    ","A+","Equitable Term 10  (151X)","360.00","96.10","P+"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","365.00","94.90","P+"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","365.00","94.90","P+"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","370.00","98.05","P+"
"Securian Life Insurance Company         ","A+","Advantage Elite Term Life - 10 Year","370.00","96.20","P+"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","375.00","97.30","P+"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","375.00","97.30","P+"
"Principal Life Insurance Company        ","A+","10-Year Term","375.00","98.44","P+"
"Principal National Life Insurance Co    ","A+","10-Year Term","375.00","98.44","P+"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term","375.00","99.37","P+"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term  (OR)","375.00","99.37","P+"
"ReliaStar Life Insurance of NY    (ING) ","A","TermSmart 10 - 10 Year Term  (NY)","375.00","99.37","P+"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","379.00","102.33","P+"
"First MetLife Investors Insurance Co    ","A+","Guaranteed Level Term 10","379.00","102.33","P+"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","379.00","102.33","P+"
"United States Life Ins in the City of NY","A","Select-a-Term - 10 Year","379.00","102.33","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","385.00","103.95","P+"
