"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","322.50","85.46","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","330.00","89.10","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","330.00","89.10","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","332.50","88.11","P+"
"Ohio National Life Assurance Corporation","A+","Term 10","337.50","91.13","P+"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Term Life - 10 Year","345.00","89.70","P+"
"Securian Life Insurance Company         ","A+","Advantage Elite Term Life - 10 Year","345.00","89.70","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","350.00","91.00","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term  (OR)","350.00","91.00","P+"
"William Penn Life Insurance Co of NY    ","A+","Penn Term 10","350.00","91.00","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term Guaranteed 10","352.50","91.65","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed 10","352.50","91.65","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed (OR)","352.50","91.65","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term UL 10  (200K+)","353.53","89.42","P+"
"Genworth Life Insurance Company         ","A","Colony Term UL 10  (200K+)","353.53","89.42","P+"
"AAA Life Insurance Company              ","A-","10 Year Level Term","355.00","92.30","P+"
"Ohio National Life Assurance Corporation","A+","Term 10 Plus","355.00","95.85","P+"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term","355.50","94.21","P+"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term  (OR)","355.50","94.21","P+"
"ReliaStar Life Insurance of NY    (ING) ","A","TermSmart 10 - 10 Year Term  (NY)","355.50","94.21","P+"
"Genworth Life Insurance Company of NY   ","A","Colony Term UL 10  (200K+)","356.81","90.26","P+"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","365.00","96.73","P+"
"Hartford Life and Annuity Insurance Co  ","A","Hartford Bicentennial Term 10","365.00","94.90","P+"
"Hartford Life Insurance Company         ","A","Hartford Bicentennial Term 10","365.00","94.90","P+"
"Transamerica Life Insurance Company     ","A+","TransTerm UL 10","372.50","94.52","P+"
"First MetLife Investors Insurance Co    ","A+","Guaranteed Level Term 10","374.00","100.98","P+"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","374.00","100.98","P+"
"","","","374.00","100.98","P+"
"Illinois Mutual Life Insurance Company  ","B+","10-Year Term","375.00","99.38","P+"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","376.50","99.77","P+"
"United States Life Ins in the City of NY","A","Select-a-Term - 10 Year","376.50","99.77","P+"
"First Ameritas Life Insurance of NY     ","A","Keystone Term 10","377.50","97.95","P+"
"Transamerica Life Ins Co  (Family Mkt)  ","A+","Champion Term II 10","377.50","98.15","P+"
"Union Central Life Insurance Company    ","A","Keystone Term 10","377.50","97.95","P+"
"Midland National Life Insurance Company ","A+","Premier CS4 - 10 Year Term","380.00","102.11","P+"
"North American Co for Life and Health   ","A+","ADDvantage 10","380.00","108.30","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","385.00","100.10","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","385.00","100.10","P+"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","387.50","101.14","P+"
"Principal Life Insurance Company        ","A+","10-Year Term","387.50","101.72","P+"
"Principal National Life Insurance Co    ","A+","10-Year Term","387.50","101.72","P+"
"Transamerica Life Ins Co  (Family Mkt)  ","A+","Ultima Champion - 10 Year  (NJ,RI&VA)","387.50","100.75","P+"
"Sagicor Life Insurance Company          ","A-","Platinum Series 10","397.50","105.34","P+"
"Allianz Life Insurance Company of NA    ","A","Term Life 2009 - 10 Year","399.13","107.76","P+"
"Independent Order of Foresters          ","A","Foresters Lifefirst - 10 Year","405.00","107.71","P+"
"Protective Life & Annuity Insurance Co  ","A+","Empire Term - 10 Year","405.00","107.33","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term Guaranteed 10","410.00","106.60","Pf"
"Ohio National Life Assurance Corporation","A+","Term 10","410.00","110.70","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed 10","410.00","106.60","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed (OR)","410.00","106.60","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Term Life - 10 Year","412.50","107.25","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","412.50","109.31","P+"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress / WA)","412.50","109.31","P+"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 10 (NY/<250K PruXpress)","412.50","109.31","P+"
"Securian Life Insurance Company         ","A+","Advantage Elite Term Life - 10 Year","412.50","107.25","Pf"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","412.50","107.25","P+"
"Motorists Life Insurance Company        ","A-","Value Term Plus - 10-Year Plan","414.50","107.77","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","415.00","107.90","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term  (OR)","415.00","107.90","Pf"
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","415.00","109.98","Pf"
"William Penn Life Insurance Co of NY    ","A+","Penn Term 10","415.00","107.90","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","417.50","112.73","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","417.50","112.73","Pf"
"Protective Life Insurance Company       ","A+","Secure-T - 10 Year No Lapse UL  (OR)","417.61","105.52","P+"
"West Coast Life Insurance Company       ","A+","Secure-T - 10 Year No Lapse UL  (OR)","417.61","105.52","P+"
"Aviva Life and Annuity Company          ","A","10 Year Term 01-2010","420.00","109.20","P+"
"Aviva Life and Annuity of New York      ","A","Term 10 01-2010","420.00","109.20","P+"
"Gleaner Life Insurance Society          ","A-","Gleaner Term - 10-Year","420.00","109.20","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term UL 10  (200K+)","423.48","107.13","Pf"
"Genworth Life Insurance Company         ","A","Colony Term UL 10  (200K+)","423.48","107.13","Pf"
"Genworth Life Insurance Company of NY   ","A","Colony Term UL 10  (200K+)","424.29","107.35","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","425.00","110.50","Pf"
"Fidelity Life Association               ","A-","Hybrid Term - 10 Year","425.00","119.00","P+"
"Fidelity Life Association               ","A-","Hybrid Term - 10 Year  (WA)","425.00","119.00","P+"
"Ohio National Life Assurance Corporation","A+","Term 10 Plus","425.00","114.75","Pf"
