"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Government Personnel Mutual Life        ","A-","Mark X - 10 Year Level Term","164.00","42.97","Pf"
"Ohio National Life Assurance Corporation","A+","Term 10","178.00","48.06","Pf"
"Ohio National Life Assurance Corporation","A+","Term 10 Plus","185.00","49.95","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","186.00","49.29","Pf"
"Gleaner Life Insurance Society          ","A-","Gleaner Term - 10-Year","195.00","50.70","Pf"
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","196.00","51.94","Pf"
"Genworth Life Insurance Company of NY   ","A","Colony Term UL 10  (50K-199K)","202.63","51.27","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term","203.00","53.80","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","203.00","53.80","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","205.00","53.30","Pf"
"Transamerica Life Insurance Company     ","A+","TransTerm UL 10","206.00","52.29","Pf"
"Transamerica Life Ins Co  (Family Mkt)  ","A+","Ultima Champion - 10 Year  (NJ,RI&VA)","207.00","53.82","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","210.00","54.60","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term  (OR)","210.00","54.60","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term","210.00","55.65","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term  (OR)","210.00","55.65","Pf"
"ReliaStar Life Insurance of NY    (ING) ","A","TermSmart 10 - 10 Year Term  (NY)","210.00","55.65","Pf"
"Transamerica Life Ins Co  (Family Mkt)  ","A+","Champion Term II 10","210.00","54.60","Pf"
"William Penn Life Insurance Co of NY    ","A+","Penn Term 10","210.00","54.60","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Term Life - 10 Year","212.00","55.12","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Term Life - 10 Year","212.00","55.12","Pf"
"Illinois Mutual Life Insurance Company  ","B+","10-Year Term","215.00","56.98","Pf"
"Trustmark Insurance Company             ","A-","TermNet 10-Year Term","216.00","56.16","Pf"
"EMC National Life Company               ","B++","EMCNL Term - 10 Year","218.00","57.77","Pf"
"First Ameritas Life Insurance of NY     ","A","Keystone Term 10","219.00","56.74","Pf"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","219.00","59.13","Pf"
"Union Central Life Insurance Company    ","A","Keystone Term 10","219.00","56.74","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","220.00","57.20","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term  (NY)","220.00","57.20","Pf"
