"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Ohio National Life Assurance Corporation","A+","Term 10","271.00","73.17","Pf"
"Woman's Life Insurance Society          ","","Ten Year Renewable and Convertible Term","276.00","77.28","Pf"
"Ohio National Life Assurance Corporation","A+","Term 10 Plus","281.00","75.87","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","282.00","74.73","Pf"
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","295.00","78.18","Pf"
"Transamerica Life Insurance Company     ","A+","TransTerm UL 10","305.01","77.40","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","309.00","80.34","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term  (OR)","309.00","80.34","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term","309.00","81.89","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term  (OR)","309.00","81.89","Pf"
"ReliaStar Life Insurance of NY    (ING) ","A","TermSmart 10 - 10 Year Term  (NY)","309.00","81.89","Pf"
"Trustmark Insurance Company             ","A-","TermNet 10-Year Term","309.00","80.34","Pf"
"William Penn Life Insurance Co of NY    ","A+","Penn Term 10","309.00","80.34","Pf"
"Genworth Life Insurance Company of NY   ","A","Colony Term UL 10  (50K-199K)","310.15","78.50","Pf"
"Transamerica Life Ins Co  (Family Mkt)  ","A+","Champion Term II 10","311.00","80.86","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","316.00","82.16","Pf"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","317.00","85.59","Pf"
"Transamerica Life Ins Co  (Family Mkt)  ","A+","Ultima Champion - 10 Year  (NJ,RI&VA)","317.00","82.42","Pf"
"Government Personnel Mutual Life        ","A-","Mark X - 10 Year Level Term","318.00","83.32","Pf"
"Gleaner Life Insurance Society          ","A-","Gleaner Term - 10-Year","320.00","83.20","Pf"
"First Ameritas Life Insurance of NY     ","A","Keystone Term 10","330.00","85.60","Pf"
"Illinois Mutual Life Insurance Company  ","B+","10-Year Term","330.00","87.45","Pf"
"Union Central Life Insurance Company    ","A","Keystone Term 10","330.00","85.60","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","334.00","86.84","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term  (NY)","334.00","86.84","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Term Life - 10 Year","335.00","87.10","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Term Life - 10 Year","335.00","87.10","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term","335.00","88.78","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","335.00","88.78","Pf"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","339.00","88.14","Pf"
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","340.00","90.10","Rg"
"New York Life Insurance Company         ","A++","10 Year Level Term (20LCT)","341.00","93.62","Pf"
"Household Life Insurance Company        ","A","10 Year Term","342.00","92.34","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","349.00","94.23","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","349.00","92.49","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","349.00","94.23","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","352.00","93.28","Rg"
"Sagicor Life Insurance Company          ","A-","Platinum Series 10","352.00","93.28","Pf"
"Motorists Life Insurance Company        ","A-","Value Term Plus - 10-Year Plan","358.00","93.08","Pf"
"Protective Life & Annuity Insurance Co  ","A+","Empire Term - 10 Year","367.00","97.26","Pf"
"EMC National Life Company               ","B++","EMCNL Term - 10 Year","369.00","97.79","Pf"
"Hartford Life and Annuity Insurance Co  ","A","Hartford Bicentennial Term 10","369.00","95.94","Pf"
"Hartford Life Insurance Company         ","A","Hartford Bicentennial Term 10","369.00","95.94","Pf"
"Midland National Life Insurance Company ","A+","Premier CS4 - 10 Year Term","369.00","99.17","Pf"
"North American Co for Life and Health   ","A+","ADDvantage 10","369.00","105.17","Pf"
"Woman's Life Insurance Society          ","","Ten Year Renewable and Convertible Term","370.00","103.60","Rg"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term Guaranteed 10","371.00","96.46","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed 10","371.00","96.46","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed (OR)","371.00","96.46","Pf"
"Western-Southern Life Assurance Company ","A+","10-Year Guaranteed Level Term","373.00","104.44","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term UL 10  (50K-199K)","374.81","94.85","Pf"
