"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","1,087.50","1,087.50","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term  (OR)","1,087.50","1,087.50","Pf"
"William Penn Life Insurance Co of NY    ","A+","Penn Term 10","1,087.50","1,087.50","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year","1,092.50","1,092.50","Pf"
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","1,130.00","1,130.00","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","1,140.00","1,140.00","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10  (til 08/31)","1,145.00","1,145.00","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year Plus","1,147.50","1,147.50","Pf"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","1,165.00","1,165.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","1,172.50","1,172.50","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","1,172.50","1,172.50","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","1,172.50","1,172.50","Pf"
"Sagicor Life Insurance Company          ","A-","Platinum Series 10","1,267.50","1,267.50","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Term Life - 10 Year","1,275.00","1,275.00","Pf"
"Protective Life & Annuity Insurance Co  ","A+","Empire Term - 10 Year","1,280.00","1,280.00","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","1,285.00","1,285.00","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term  (NY)","1,285.00","1,285.00","Pf"
"Hartford Life and Annuity Insurance Co  ","A","Hartford Bicentennial Term 10","1,302.50","1,302.50","Pf"
"Hartford Life Insurance Company         ","A","Hartford Bicentennial Term 10","1,302.50","1,302.50","Pf"
"Motorists Life Insurance Company        ","A-","Value Term Plus - 10-Year Plan","1,304.50","1,304.50","Pf"
"Woman's Life Insurance Society          ","","Ten Year Renewable and Convertible Term","1,307.50","1,307.50","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","1,310.00","1,310.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term UL 10  (200K+)","1,314.05","1,314.05","Pf"
"Genworth Life Insurance Company         ","A","Colony Term UL 10  (200K+)","1,314.05","1,314.05","Pf"
"Genworth Life Insurance Company of NY   ","A","Colony Term UL 10  (200K+)","1,314.05","1,314.05","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","1,315.00","1,315.00","Pf"
"Gleaner Life Insurance Society          ","A-","Gleaner Term - 10-Year","1,315.00","1,315.00","Pf"
"Aurora National Life Assurance Company  ","","10-Year Term","1,317.50","1,317.50","Rg"
"Western-Southern Life Assurance Company ","A+","10-Year Guaranteed Level Term","1,322.50","1,322.50","Pf"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","1,330.00","1,330.00","Pf"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","1,330.00","1,330.00","Pf"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","1,337.50","1,337.50","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","1,337.50","1,337.50","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","1,337.50","1,337.50","Pf"
"Transamerica Life Insurance Company     ","A+","TransTerm UL 10","1,337.50","1,337.50","Pf"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) - 10 Year Term II","1,340.00","1,340.00","Pf"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","1,340.00","1,340.00","Pf"
"Trustmark Insurance Company             ","A-","TermNet 10-Year Term","1,340.00","1,340.00","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term","1,348.00","1,348.00","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term  (OR)","1,348.00","1,348.00","Pf"
"ReliaStar Life Insurance of NY    (ING) ","A","TermSmart 10 - 10 Year Term  (NY)","1,348.00","1,348.00","Pf"
"EMC National Life Company               ","B++","Term Select - 10 Year","1,350.00","1,350.00","Pf"
"Illinois Mutual Life Insurance Company  ","B+","10-Year Term","1,350.00","1,350.00","Pf"
"Allianz Life Insurance Company of NA    ","A","Term Life 2009 - 10 Year","1,354.63","1,354.63","Pf"
"Independent Order of Foresters          ","A","Foresters Lifefirst - 10 Year","1,377.50","1,377.50","Pf"
"Midland National Life Insurance Company ","A+","Premier CS4 - 10 Year Term","1,390.00","1,390.00","Pf"
"North American Co for Life and Health   ","A+","ADDvantage 10","1,390.00","1,390.00","Pf"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","1,400.00","1,400.00","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","1,400.00","1,400.00","Pf"
"Protective Life & Annuity Insurance Co  ","A+","Empire Term - 10 Year","1,415.00","1,415.00","Rg"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","1,422.50","1,422.50","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10","1,432.50","1,432.50","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term","1,432.50","1,432.50","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","1,432.50","1,432.50","Pf"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","1,437.50","1,437.50","Pf"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","1,437.50","1,437.50","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","1,442.50","1,442.50","Rg"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term  (OR)","1,442.50","1,442.50","Rg"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10  (til 08/31)","1,442.50","1,442.50","Rg"
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","1,442.50","1,442.50","Rg"
"William Penn Life Insurance Co of NY    ","A+","Penn Term 10","1,442.50","1,442.50","Rg"
"First MetLife Investors Insurance Co    ","A+","Guaranteed Level Term 10","1,456.50","1,456.50","Pf"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","1,456.50","1,456.50","Pf"
"","","","1,456.50","1,456.50","Pf"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","1,468.75","1,468.75","Rg"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","1,468.75","1,468.75","Rg"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","1,482.50","1,482.50","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Express 10  (250K+)","1,490.00","1,490.00","Pf"
"Assurity Life Insurance Company         ","A-","Non Med Term 350 - 10 Year Level","1,495.00","1,495.00","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","1,497.50","1,497.50","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","1,497.50","1,497.50","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","1,497.50","1,497.50","Rg"
"Illinois Mutual Life Insurance Company  ","B+","10-Year Term","1,525.00","1,525.00","Rg"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","1,525.00","1,525.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress / WA)","1,525.00","1,525.00","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 10 (NY/<250K PruXpress)","1,525.00","1,525.00","Pf"
"New York Life Insurance Company         ","A++","10 Year Level Term (20LCT)","1,532.50","1,532.50","Pf"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","1,535.00","1,535.00","Rg"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","1,535.00","1,535.00","Rg"
"Pacific Life & Annuity Company          ","A+","Pacific-10-NY - 10 Year Renewable","1,562.50","1,562.50","Pf"
"Pacific Life Insurance Company          ","A+","Pacific-10 - 10 Year Renewable","1,562.50","1,562.50","Pf"
"Pacific Life Insurance Company          ","A+","Pacific-10 - 10 Year Renewable  (WA)","1,562.50","1,562.50","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","1,575.00","1,575.00","Rg"
"Aviva Life and Annuity Company          ","A","10 Year Term 01-2010","1,575.00","1,575.00","Pf"
"Aviva Life and Annuity of New York      ","A","Term 10 01-2010","1,575.00","1,575.00","Pf"
