"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year","145.00","145.00","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year Plus","150.00","150.00","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","155.00","155.00","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","155.00","155.00","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","160.00","160.00","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term  (OR)","160.00","160.00","P+"
"Securian Life Insurance Company         ","A+","Advantage Elite Term Life - 10 Year","160.00","160.00","P+"
"William Penn Life Insurance Co of NY    ","A+","Penn Term 10","160.00","160.00","P+"
"AAA Life Insurance Company              ","A-","10 Year Level Term","165.00","165.00","P+"
"Guardian Life Insurance Co of America   ","A++","Level Term Gold 10","165.00","165.00","P+"
"Symetra Life Insurance Company          ","A","10 Year Level Term","165.00","165.00","P+"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","165.00","165.00","P+"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","169.00","169.00","P+"
"United States Life Ins in the City of NY","A","Select-a-Term - 10 Year","169.00","169.00","P+"
"American National Insurance Company     ","A","ANICO Signature Term 10","170.00","170.00","P+"
"American National Life Ins Company of NY","A","ANICO Signature Term 10","170.00","170.00","P+"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","170.00","170.00","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","170.00","170.00","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","170.00","170.00","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","170.00","170.00","P+"
"Protective Life Insurance Company       ","A+","Secure-T - 10 Year No Lapse UL","172.20","172.20","P+"
"Guardian Life Insurance Co of America   ","A++","Level Term Gold 10  (xtended conversion)","175.00","175.00","P+"
"Sagicor Life Insurance Company          ","A-","Platinum Series 10","175.00","175.00","P+"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","179.00","179.00","P+"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","180.00","180.00","P+"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","180.00","180.00","P+"
"Midland National Life Insurance Company ","A+","Premier CS4 - 10 Year Term","180.00","180.00","P+"
"North American Co for Life and Health   ","A+","ADDvantage 10","180.00","180.00","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year","180.00","180.00","Pf"
"Royal Neighbors of America              ","A-","Royal Advantage 10 - 10 Year Level Term","180.00","180.00","P+"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","180.00","180.00","P+"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","180.00","180.00","P+"
"Transamerica Life Insurance Company     ","A+","TransTerm UL 10","180.00","180.00","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","180.50","180.50","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","180.50","180.50","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term UL 10  (200K+)","181.02","181.02","P+"
"Genworth Life Insurance Company         ","A","Colony Term UL 10  (200K+)","181.02","181.02","P+"
"Genworth Life Insurance Company of NY   ","A","Colony Term UL 10  (200K+)","181.02","181.02","P+"
"Aviva Life and Annuity Company          ","A","10 Year Term 01-2010","185.00","185.00","P+"
"Aviva Life and Annuity of New York      ","A","Term 10 01-2010","185.00","185.00","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","185.00","185.00","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10  (til 08/31)","185.00","185.00","P+"
"Protective Life & Annuity Insurance Co  ","A+","Empire Term - 10 Year","185.00","185.00","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","185.00","185.00","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","190.00","190.00","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year Plus","190.00","190.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","190.00","190.00","P+"
"Guardian Life Insurance Co of America   ","A++","Level Term Gold 10","195.00","195.00","P+"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","195.00","195.00","P+"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (2005)","195.00","195.00","P+"
"Allianz Life Insurance Company of NA    ","A","Term Life 2009 - 10 Year","197.00","197.00","P+"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term","198.00","198.00","P+"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term  (OR)","198.00","198.00","P+"
"ReliaStar Life Insurance of NY    (ING) ","A","TermSmart 10 - 10 Year Term  (NY)","198.00","198.00","P+"
"AAA Life Insurance Company              ","A-","10 Year Level Term","200.00","200.00","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","200.00","200.00","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term  (OR)","200.00","200.00","Pf"
"Hartford Life and Annuity Insurance Co  ","A","Hartford Bicentennial Term 10","200.00","200.00","P+"
"Hartford Life Insurance Company         ","A","Hartford Bicentennial Term 10","200.00","200.00","P+"
"Illinois Mutual Life Insurance Company  ","B+","10-Year Term","200.00","200.00","P+"
"Lincoln Benefit Life Company            ","A+","TrueTerm - 10 Year  (GU)","200.00","200.00","P+"
"Lincoln Benefit Life Company            ","A+","TrueTerm - 10 Year  (WA)","200.00","200.00","P+"
"Principal Life Insurance Company        ","A+","10-Year Term","200.00","200.00","P+"
"Principal National Life Insurance Co    ","A+","10-Year Term","200.00","200.00","P+"
"Symetra Life Insurance Company          ","A","10 Year Level Term","200.00","200.00","P+"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","200.00","200.00","P+"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","200.00","200.00","P+"
"William Penn Life Insurance Co of NY    ","A+","Penn Term 10","200.00","200.00","Pf"
"Guardian Life Insurance Co of America   ","A++","Level Term Gold 10  (xtended conversion)","205.00","205.00","P+"
"American National Insurance Company     ","A","ANICO Signature Term 10","210.00","210.00","Pf"
"American National Life Ins Company of NY","A","ANICO Signature Term 10","210.00","210.00","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10  (til 08/31)","210.00","210.00","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","210.00","210.00","P+"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","210.00","210.00","P+"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term  (NY)","210.00","210.00","P+"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","210.00","210.00","P+"
"Securian Life Insurance Company         ","A+","Advantage Elite Term Life - 10 Year","210.00","210.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","210.00","210.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","210.00","210.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","210.00","210.00","Pf"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","215.00","215.00","Pf"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","215.00","215.00","Pf"
"EMC National Life Company               ","B++","Term Select - 10 Year","215.00","215.00","P+"
"Royal Neighbors of America              ","A-","Royal Advantage 10 - 10 Year Level Term","215.00","215.00","Pf"
"Sagicor Life Insurance Company          ","A-","Platinum Series 10","215.00","215.00","Pf"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","217.50","217.50","P+"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","217.50","217.50","P+"
"Protective Life Insurance Company       ","A+","Secure-T - 10 Year No Lapse UL","219.92","219.92","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","220.00","220.00","Pf"
"Protective Life & Annuity Insurance Co  ","A+","Empire Term - 10 Year","220.00","220.00","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (2005)","220.00","220.00","P+"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","220.00","220.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","220.00","220.00","Pf"
"Transamerica Life Insurance Company     ","A+","TransTerm UL 10","220.00","220.00","Pf"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","222.50","222.50","Pf"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","222.50","222.50","Pf"
"Allianz Life Insurance Company of NA    ","A","Term Life 2009 - 10 Year","223.25","223.25","P+"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","224.00","224.00","Pf"
"United States Life Ins in the City of NY","A","Select-a-Term - 10 Year","224.00","224.00","Pf"
"Allstate Life Insurance Co of New York  ","A+","TrueTerm (2012) - 10 Year","225.00","225.00","P+"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year","225.00","225.00","P+"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year  (OR)","225.00","225.00","P+"
"Lincoln Benefit Life Company            ","A+","TrueTerm (2012) - 10 Year","225.00","225.00","P+"
"Lincoln Life & Annuity Company of NY    ","A+","LifeElement (SM) Level Term - 10 Year","225.00","225.00","P+"
"Lincoln National Life Insurance Company ","A+","LifeElement (SM) Level Term - 10 Year","225.00","225.00","P+"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 10","225.00","225.00","P+"
"Midland National Life Insurance Company ","A+","Premier CS4 - 10 Year Term","225.00","225.00","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10","225.00","225.00","Pf"
"","","","225.00","225.00","P+"
"North American Co for Life and Health   ","A+","ADDvantage 10","225.00","225.00","Pf"
"Stonebridge Life Insurance Company      ","A+","Stonebridge Term - 10 Year","225.00","225.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term UL 10  (200K+)","227.79","227.79","Pf"
"Genworth Life Insurance Company         ","A","Colony Term UL 10  (200K+)","227.79","227.79","Pf"
"Genworth Life Insurance Company of NY   ","A","Colony Term UL 10  (200K+)","227.79","227.79","Pf"
"Gleaner Life Insurance Society          ","A-","Gleaner Term - 10-Year","230.00","230.00","P+"
"Pacific Life & Annuity Company          ","A+","Pacific-10-NY - 10 Year Renewable","230.00","230.00","P+"
"Pacific Life Insurance Company          ","A+","Pacific-10 - 10 Year Renewable","230.00","230.00","P+"
"Pacific Life Insurance Company          ","A+","Pacific-10 - 10 Year Renewable  (WA)","230.00","230.00","P+"
"Motorists Life Insurance Company        ","A-","Value Term Plus - 10-Year Plan","232.00","232.00","P+"
"Aviva Life and Annuity Company          ","A","10 Year Term 01-2010","235.00","235.00","Pf"
"Aviva Life and Annuity of New York      ","A","Term 10 01-2010","235.00","235.00","Pf"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","235.00","235.00","R+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","235.00","235.00","R+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","235.00","235.00","Pf"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","235.00","235.00","Pf"
"First MetLife Investors Insurance Co    ","A+","Guaranteed Level Term 10  (Rapid eUW)","239.00","239.00","Pf"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","239.00","239.00","Pf"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10  (Rapid eUW)","239.00","239.00","Pf"
"Hartford Life and Annuity Insurance Co  ","A","Hartford Bicentennial Term 10","240.00","240.00","P+"
"Hartford Life Insurance Company         ","A","Hartford Bicentennial Term 10","240.00","240.00","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year","240.00","240.00","R+"
"Primerica Life Insurance Company        ","A+","Custom Advantage - 10 Year","240.00","240.00","P+"
"Provident Life and Accident Assurance   ","A","Level Term I - 10 Year","240.00","240.00","P+"
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","240.00","240.00","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term","243.00","243.00","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term  (OR)","243.00","243.00","Pf"
"ReliaStar Life Insurance of NY    (ING) ","A","TermSmart 10 - 10 Year Term  (NY)","243.00","243.00","Pf"
"Guardian Life Insurance Co of America   ","A++","Level Term Gold 10","245.00","245.00","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","245.00","245.00","Pf"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","245.00","245.00","P+"
"Principal Life Insurance Company        ","A+","10-Year Term","245.00","245.00","Pf"
"Principal National Life Insurance Co    ","A+","10-Year Term","245.00","245.00","Pf"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","245.00","245.00","Pf"
"Lincoln Benefit Life Company            ","A+","TrueTerm - 10 Year  (GU)","250.00","250.00","Pf"
"Lincoln Benefit Life Company            ","A+","TrueTerm - 10 Year  (WA)","250.00","250.00","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year Plus","250.00","250.00","R+"
"Symetra Life Insurance Company          ","A","10 Year Level Term","250.00","250.00","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","250.00","250.00","Pf"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year","255.00","255.00","P+"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year  (OR)","255.00","255.00","P+"
"Guardian Life Insurance Co of America   ","A++","Level Term Gold 10  (xtended conversion)","255.00","255.00","Pf"
"Illinois Mutual Life Insurance Company  ","B+","10-Year Term","255.00","255.00","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","260.00","260.00","R+"
"Allianz Life Insurance Company of NA    ","A","Term Life 2009 - 10 Year","260.00","260.00","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","260.00","260.00","R+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term  (OR)","260.00","260.00","R+"
"EMC National Life Company               ","B++","Term Select - 10 Year","260.00","260.00","Pf"
"Midland National Life Insurance Company ","A+","Executive CS3 - 10 Year Term","260.00","260.00","P+"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","260.00","260.00","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","260.00","260.00","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term  (NY)","260.00","260.00","Pf"
"New York Life Insurance Company         ","A++","10 Year Level Term (20LCT)","260.00","260.00","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","260.00","260.00","R+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","260.00","260.00","R+"
"William Penn Life Insurance Co of NY    ","A+","Penn Term 10","260.00","260.00","R+"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 10","265.00","265.00","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year","265.00","265.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter Express 10  (250K+)","265.00","265.00","P+"
"American National Insurance Company     ","A","ANICO Signature Term 10","270.00","270.00","R+"
"American National Life Ins Company of NY","A","ANICO Signature Term 10","270.00","270.00","R+"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","270.00","270.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","270.00","270.00","P+"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress / WA)","270.00","270.00","P+"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 10 (NY/<250K PruXpress)","270.00","270.00","P+"
"Securian Life Insurance Company         ","A+","Advantage Elite Term Life - 10 Year","270.00","270.00","R+"
"Motorists Life Insurance Company        ","A-","Value Term Plus - 10-Year Plan","272.00","272.00","P+"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10  (til 08/31)","275.00","275.00","R+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year Plus","275.00","275.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter Express 10  (250K+)","275.00","275.00","Pf"
"Allstate Life Insurance Co of New York  ","A+","TrueTerm (2012) - 10 Year","280.00","280.00","Pf"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","280.00","280.00","R+"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","280.00","280.00","R+"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","280.00","280.00","R+"
"Gleaner Life Insurance Society          ","A-","Gleaner Term - 10-Year","280.00","280.00","P+"
"Lincoln Benefit Life Company            ","A+","TrueTerm (2012) - 10 Year","280.00","280.00","Pf"
"Pacific Life & Annuity Company          ","A+","Pacific-10-NY - 10 Year Renewable","280.00","280.00","P+"
"Pacific Life Insurance Company          ","A+","Pacific-10 - 10 Year Renewable","280.00","280.00","P+"
"Pacific Life Insurance Company          ","A+","Pacific-10 - 10 Year Renewable  (WA)","280.00","280.00","P+"
"Principal Life Insurance Company        ","A+","10-Year Term","280.00","280.00","R+"
"Principal National Life Insurance Co    ","A+","10-Year Term","280.00","280.00","R+"
"Provident Life and Accident Assurance   ","A","Level Term I - 10 Year","280.00","280.00","Pf"
"Royal Neighbors of America              ","A-","Royal Advantage 10 - 10 Year Level Term","280.00","280.00","Rg"
"Stonebridge Life Insurance Company      ","A+","Stonebridge Term - 10 Year","280.00","280.00","P+"
"First MetLife Investors Insurance Co    ","A+","Guaranteed Level Term 10  (Rapid eUW)","284.00","284.00","R+"
