"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year","580.00","580.00","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","582.50","582.50","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term  (OR)","582.50","582.50","Pf"
"William Penn Life Insurance Co of NY    ","A+","Penn Term 10","582.50","582.50","Pf"
"Woman's Life Insurance Society          ","","Ten Year Renewable and Convertible Term","585.00","585.00","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10  (til 08/31)","592.50","592.50","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","595.00","595.00","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year Plus","605.00","605.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","625.00","625.00","Pf"
"Hartford Life and Annuity Insurance Co  ","A","Hartford Bicentennial Term 10","630.00","630.00","Pf"
"Hartford Life Insurance Company         ","A","Hartford Bicentennial Term 10","630.00","630.00","Pf"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","632.50","632.50","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","635.00","635.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","635.00","635.00","Pf"
"Transamerica Life Insurance Company     ","A+","TransTerm UL 10","635.00","635.00","Pf"
"Illinois Mutual Life Insurance Company  ","B+","10-Year Term","640.00","640.00","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Term Life - 10 Year","642.50","642.50","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","647.50","647.50","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","647.50","647.50","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","647.50","647.50","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term","648.00","648.00","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term  (OR)","648.00","648.00","Pf"
"ReliaStar Life Insurance of NY    (ING) ","A","TermSmart 10 - 10 Year Term  (NY)","648.00","648.00","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","650.00","650.00","Pf"
"Trustmark Insurance Company             ","A-","TermNet 10-Year Term","652.50","652.50","Pf"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) - 10 Year Term II","665.00","665.00","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","677.50","677.50","Pf"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","680.00","680.00","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","680.00","680.00","Pf"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","687.50","687.50","Pf"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","690.00","690.00","Pf"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","690.00","690.00","Pf"
"Protective Life & Annuity Insurance Co  ","A+","Empire Term - 10 Year","695.00","695.00","Pf"
"Sagicor Life Insurance Company          ","A-","Platinum Series 10","695.00","695.00","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","697.50","697.50","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term  (NY)","697.50","697.50","Pf"
"Western-Southern Life Assurance Company ","A+","10-Year Guaranteed Level Term","697.50","697.50","Pf"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","705.00","705.00","Pf"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","705.00","705.00","Pf"
"EMC National Life Company               ","B++","Term Select - 10 Year","705.00","705.00","Pf"
"Gleaner Life Insurance Society          ","A-","Gleaner Term - 10-Year","705.00","705.00","Pf"
"Midland National Life Insurance Company ","A+","Premier CS4 - 10 Year Term","705.00","705.00","Pf"
"North American Co for Life and Health   ","A+","ADDvantage 10","705.00","705.00","Pf"
"Allianz Life Insurance Company of NA    ","A","Term Life 2009 - 10 Year","706.25","706.25","Pf"
"New York Life Insurance Company         ","A++","10 Year Level Term (20LCT)","710.00","710.00","Pf"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","710.00","710.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term UL 10  (200K+)","710.99","710.99","Pf"
"Genworth Life Insurance Company         ","A","Colony Term UL 10  (200K+)","710.99","710.99","Pf"
"Genworth Life Insurance Company of NY   ","A","Colony Term UL 10  (200K+)","710.99","710.99","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Express 10  (250K+)","735.00","735.00","Pf"
"Motorists Life Insurance Company        ","A-","Value Term Plus - 10-Year Plan","737.00","737.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","737.50","737.50","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term","740.00","740.00","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","740.00","740.00","Pf"
"Principal Life Insurance Company        ","A+","10-Year Term","742.50","742.50","Pf"
"Principal National Life Insurance Co    ","A+","10-Year Term","742.50","742.50","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","742.50","742.50","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress / WA)","742.50","742.50","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 10 (NY/<250K PruXpress)","742.50","742.50","Pf"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","744.00","744.00","Pf"
"First MetLife Investors Insurance Co    ","A+","Guaranteed Level Term 10","744.00","744.00","Pf"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","744.00","744.00","Pf"
"","","","744.00","744.00","Pf"
"United States Life Ins in the City of NY","A","Select-a-Term - 10 Year","744.00","744.00","Pf"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 10","755.00","755.00","Pf"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","757.50","757.50","Pf"
"Pacific Life & Annuity Company          ","A+","Pacific-10-NY - 10 Year Renewable","762.50","762.50","Pf"
"Pacific Life Insurance Company          ","A+","Pacific-10 - 10 Year Renewable","762.50","762.50","Pf"
"Pacific Life Insurance Company          ","A+","Pacific-10 - 10 Year Renewable  (WA)","762.50","762.50","Pf"
"Protective Life & Annuity Insurance Co  ","A+","Empire Term - 10 Year","765.00","765.00","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","765.00","765.00","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","765.00","765.00","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","765.00","765.00","Rg"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","765.25","765.25","Rg"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","765.25","765.25","Rg"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10  (til 08/31)","767.50","767.50","Rg"
"Illinois Mutual Life Insurance Company  ","B+","10-Year Term","770.00","770.00","Rg"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 10","770.00","770.00","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","780.00","780.00","Rg"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term  (OR)","780.00","780.00","Rg"
"William Penn Life Insurance Co of NY    ","A+","Penn Term 10","780.00","780.00","Rg"
"Baltimore Life Insurance Company        ","B++","Secure Solution Protector - 10 Year Term","790.00","790.00","Pf"
"Aurora National Life Assurance Company  ","","10-Year Term","795.00","795.00","Rg"
"Aviva Life and Annuity Company          ","A","10 Year Term 01-2010","802.50","802.50","Pf"
"Aviva Life and Annuity of New York      ","A","Term 10 01-2010","802.50","802.50","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Term Life - 10 Year","802.50","802.50","Rg"
"Woman's Life Insurance Society          ","","Ten Year Renewable and Convertible Term","802.50","802.50","Rg"
"Stonebridge Life Insurance Company      ","A+","Stonebridge Term - 10 Year","807.50","807.50","Pf"
"Jackson National Life Insurance Company ","A+","Protector 10-Year Term","815.00","815.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY)","817.50","817.50","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY/WA)","817.50","817.50","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Elite 10  (NY/<250K PruXpress ONLY)","817.50","817.50","Pf"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year","822.50","822.50","Pf"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year  (OR)","822.50","822.50","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","825.00","825.00","Rg"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","825.00","825.00","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10","835.00","835.00","Pf"
"Trustmark Insurance Company             ","A-","TermNet 10-Year Term","835.00","835.00","Rg"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","837.50","837.50","Rg"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","837.50","837.50","Rg"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","837.50","837.50","Rg"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","845.00","845.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","845.00","845.00","Rg"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","845.00","845.00","Rg"
"Transamerica Life Insurance Company     ","A+","TransTerm UL 10","845.00","845.00","Rg"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","852.50","852.50","Rg"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","860.00","860.00","Rg"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","860.00","860.00","Rg"
