"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year","545.00","545.00","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year Plus","585.00","585.00","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10  (til 08/31)","590.00","590.00","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","595.00","595.00","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","595.00","595.00","Pf"
"Primerica Life Insurance Company        ","A+","Custom Advantage - 10 Year","595.00","595.00","Rg"
"Woman's Life Insurance Society          ","","Ten Year Renewable and Convertible Term","595.00","595.00","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","605.00","605.00","Pf"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","610.00","610.00","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","610.00","610.00","Pf"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","614.00","614.00","Pf"
"United States Life Ins in the City of NY","A","Select-a-Term - 10 Year","614.00","614.00","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","615.00","615.00","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term  (OR)","615.00","615.00","Pf"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","615.00","615.00","Pf"
"William Penn Life Insurance Co of NY    ","A+","Penn Term 10","615.00","615.00","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term","618.00","618.00","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term  (OR)","618.00","618.00","Pf"
"ReliaStar Life Insurance of NY    (ING) ","A","TermSmart 10 - 10 Year Term  (NY)","618.00","618.00","Pf"
"American National Insurance Company     ","A","ANICO Signature Term 10","620.00","620.00","Pf"
"American National Life Ins Company of NY","A","ANICO Signature Term 10","620.00","620.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","620.00","620.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","620.00","620.00","Pf"
"Transamerica Life Insurance Company     ","A+","TransTerm UL 10","620.00","620.00","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term","630.00","630.00","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","630.00","630.00","Pf"
"First MetLife Investors Insurance Co    ","A+","Guaranteed Level Term 10  (Rapid eUW)","639.00","639.00","Pf"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","639.00","639.00","Pf"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10  (Rapid eUW)","639.00","639.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","640.00","640.00","Pf"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","640.00","640.00","Pf"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year","645.00","645.00","Pf"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year  (OR)","645.00","645.00","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Term Life - 10 Year","645.00","645.00","Pf"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 10","659.00","659.00","Pf"
"Hartford Life and Annuity Insurance Co  ","A","Hartford Bicentennial Term 10","660.00","660.00","Pf"
"Hartford Life Insurance Company         ","A","Hartford Bicentennial Term 10","660.00","660.00","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","660.00","660.00","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term  (NY)","660.00","660.00","Pf"
"Protective Life & Annuity Insurance Co  ","A+","Empire Term - 10 Year","660.00","660.00","Pf"
"Sagicor Life Insurance Company          ","A-","Platinum Series 10","660.00","660.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term UL 10  (200K+)","662.73","662.73","Pf"
"Genworth Life Insurance Company         ","A","Colony Term UL 10  (200K+)","662.73","662.73","Pf"
"Genworth Life Insurance Company of NY   ","A","Colony Term UL 10  (200K+)","662.73","662.73","Pf"
"Gleaner Life Insurance Society          ","A-","Gleaner Term - 10-Year","665.00","665.00","Pf"
"Lincoln Life & Annuity Company of NY    ","A+","LifeElement (SM) Level Term - 10 Year","665.00","665.00","Pf"
"Lincoln National Life Insurance Company ","A+","LifeElement (SM) Level Term - 10 Year","665.00","665.00","Pf"
"Baltimore Life Insurance Company        ","B++","Secure Solution Protector - 10 Year Term","670.00","670.00","Pf"
"Illinois Mutual Life Insurance Company  ","B+","10-Year Term","670.00","670.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Express 10  (250K+)","670.00","670.00","Pf"
"Assurity Life Insurance Company         ","A-","Term 350 Plus - 10-year Term","675.00","675.00","Pf"
"Assurity Life Insurance Company         ","A-","Term 350 Plus - 10-year Term  (WA)","675.00","675.00","Pf"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","680.00","680.00","Pf"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","680.00","680.00","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","680.00","680.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","685.00","685.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","685.00","685.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","685.00","685.00","Pf"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","685.00","685.00","Pf"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","700.00","700.00","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10","705.00","705.00","Pf"
"Stonebridge Life Insurance Company      ","A+","Stonebridge Term - 10 Year","705.00","705.00","Pf"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 10","715.00","715.00","Pf"
