"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Liberty Life Insurance Company          ","A-","RBC LevelTERM - 10 Year Term","547.50","N/A","Pf"
"NYLIFE Insurance Company of Arizona     ","A++","Term to Age 90 - 10 Year Level Term","572.50","154.96","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term UL 10  (200K+)","581.85","147.23","Pf"
"Genworth Life Insurance Company         ","A","Colony Term UL 10  (200K+)","581.85","147.23","Pf"
"Genworth Life Insurance Company of NY   ","A","Colony Term UL 10  (200K+)","581.85","147.23","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","582.50","151.45","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term  (OR)","582.50","151.45","Pf"
"William Penn Life Insurance Co of NY    ","A+","Penn Term 10","582.50","151.45","Pf"
"Woman's Life Insurance Society          ","A-","Ten Year Renewable and Convertible Term","585.00","163.80","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","592.50","157.01","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term","593.00","157.15","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term  (OR)","593.00","157.15","Pf"
"ReliaStar Life Insurance of NY    (ING) ","A","TermSmart 10 - 10 Year Term  (NY)","593.00","157.15","Pf"
"Ohio National Life Assurance Corporation","A+","Term 10","600.00","162.00","Pf"
"Ohio National Life Assurance Corporation","A+","Term 10 Plus","625.00","168.75","Pf"
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","625.00","165.63","Pf"
"Hartford Life and Annuity Insurance Co  ","A","Hartford Bicentennial Term 10","630.00","163.80","Pf"
"Hartford Life Insurance Company         ","A","Hartford Bicentennial Term 10","630.00","163.80","Pf"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","632.50","165.08","Pf"
"Transamerica Life Insurance Company     ","A+","TransTerm UL 10","635.00","161.12","Pf"
"Illinois Mutual Life Insurance Company  ","B+","10-Year Term","640.00","169.60","Pf"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","640.00","166.40","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Term Life - 10 Year","642.50","167.05","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Term Life - 10 Year","642.50","167.05","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","647.50","171.59","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year  (NY)","647.50","171.59","Pf"
"Transamerica Life Insurance Co  (TIIG)  ","A+","Trendsetter Super 10","647.50","168.35","Pf"
"Transamerica Life Insurance Co  (TIIG)  ","A+","Trendsetter Super 10  (MD)","647.50","168.35","Pf"
"Transamerica Life Ins Co  (Family Mkt)  ","A+","Champion Term II 10","647.50","168.35","Pf"
"Western Reserve Life Assurance Co of OH ","A+","WRL TermPlus II 10","647.50","168.35","Pf"
"Trustmark Insurance Company             ","A-","TermNet 10-Year Term","652.50","169.65","Pf"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) - 10 Year Term","657.50","174.24","Pf"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) - 10 Year Term II","665.00","176.23","Pf"
"Liberty Life Insurance Company          ","A-","RBC LevelTERM - 10 Year Term","672.50","N/A","R+"
"Transamerica Life Ins Co  (Family Mkt)  ","A+","Ultima Champion - 10 Year  (NJ,RI&VA)","677.50","176.15","Pf"
"Western Reserve Life Assurance Co of OH ","A+","WRL TermPlus - 10 Year  (MN & VA)","677.50","176.15","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","680.00","176.80","Pf"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term Guaranteed 10","680.00","176.80","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed 10","680.00","176.80","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed (OR)","680.00","176.80","Pf"
"Sunset Life Insurance Company of America","A","Term 10 - 10 Year Term","687.50","185.63","Pf"
"Protective Life & Annuity Insurance Co  ","A+","Empire Term - 10 Year","695.00","184.18","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","697.50","181.35","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term  (NY)","697.50","181.35","Pf"
"Western-Southern Life Assurance Company ","A+","10-Year Guaranteed Level Term","697.50","195.30","Pf"
"First Ameritas Life Insurance of NY     ","A","Keystone Term 10","705.00","183.10","Pf"
"Gleaner Life Insurance Society          ","A-","Gleaner Term - 10-Year","705.00","183.30","Pf"
"Household Life Insurance Company        ","A","10 Year Term","705.00","190.35","Rg"
"Midland National Life Insurance Company ","A+","Premier CS4 - 10 Year Term","705.00","188.88","Pf"
"North American Co for Life and Health   ","A+","ADDvantage 10","705.00","200.93","Pf"
"Union Central Life Insurance Company    ","A","Keystone Term 10","705.00","183.10","Pf"
"Allianz Life Insurance Company of NA    ","A","Term Life 2009 - 10 Year","706.25","190.69","Pf"
"Government Personnel Mutual Life        ","A-","Mark X - 10 Year Level Term","720.00","188.64","Pf"
"Motorists Life Insurance Company        ","A-","Value Term Plus - 10-Year Plan","737.00","191.62","Pf"
