"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Ohio National Life Assurance Corporation","A+","Term 10","165.00","44.55","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term Guaranteed 10","170.00","44.20","P+"
"Ohio National Life Assurance Corporation","A+","Term 10 Plus","170.00","45.90","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed 10","170.00","44.20","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed (OR)","170.00","44.20","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","180.00","46.80","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term  (OR)","180.00","46.80","P+"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Term Life - 10 Year","180.00","46.80","P+"
"Securian Life Insurance Company         ","A+","Advantage Elite Term Life - 10 Year","180.00","46.80","P+"
"William Penn Life Insurance Co of NY    ","A+","Penn Term 10","180.00","46.80","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term UL 10  (200K+)","180.87","45.76","P+"
"Genworth Life Insurance Company         ","A","Colony Term UL 10  (200K+)","180.87","45.76","P+"
"Genworth Life Insurance Company of NY   ","A","Colony Term UL 10  (200K+)","180.87","45.76","P+"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","185.00","48.29","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","185.00","49.03","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year  (NY)","185.00","49.03","P+"
"Symetra Life Insurance Company          ","A","10 Year Level Term","185.00","49.03","P+"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","185.00","49.03","P+"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","189.00","50.09","P+"
"United States Life Ins in the City of NY","A","Select-a-Term - 10 Year","189.00","50.09","P+"
"First Ameritas Life Insurance of NY     ","A","Keystone Term 10","190.00","49.20","P+"
"Midland National Life Insurance Company ","A+","Premier CS4 - 10 Year Term","190.00","51.38","P+"
"North American Co for Life and Health   ","A+","ADDvantage 10","190.00","54.15","P+"
"Union Central Life Insurance Company    ","A","Keystone Term 10","190.00","49.20","P+"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term","193.00","51.15","P+"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term  (OR)","193.00","51.15","P+"
"ReliaStar Life Insurance of NY    (ING) ","A","TermSmart 10 - 10 Year Term  (NY)","193.00","51.15","P+"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year  (2009)","194.00","51.41","P+"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","195.00","51.68","P+"
"MTL Insurance Company                   ","A-","SelecTerm-10","200.00","52.50","P+"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) - 10 Year Term","200.00","53.00","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","200.50","52.13","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","200.50","52.13","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term Guaranteed 10","205.00","53.30","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed 10","205.00","53.30","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed (OR)","205.00","53.30","Pf"
"Transamerica Life Insurance Company     ","A+","TransTerm UL 10","205.00","52.14","P+"
"American United Life Insurance Company  ","A","Term Protector Series III - LTP 10/10","210.00","N/A","P+"
"Protective Life & Annuity Insurance Co  ","A+","Empire Term - 10 Year","210.00","55.65","P+"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","210.00","54.60","P+"
"Transamerica Life Insurance Co  (TIIG)  ","A+","Trendsetter Super 10","210.00","54.60","P+"
"Transamerica Life Insurance Co  (TIIG)  ","A+","Trendsetter Super 10  (MD)","210.00","54.60","P+"
"Transamerica Life Ins Co  (Family Mkt)  ","A+","Champion Term II 10","210.00","54.60","P+"
"Western Reserve Life Assurance Co of OH ","A+","WRL TermPlus II 10","210.00","54.60","P+"
"AAA Life Insurance Company              ","A-","10 Year Level Term","215.00","55.90","P+"
"Aviva Life and Annuity Company          ","A","10 Year Term 01-2010","215.00","55.90","P+"
"Aviva Life and Annuity of New York      ","A","Term 10 01-2010","215.00","55.90","P+"
"Ohio National Life Assurance Corporation","A+","Term 10","215.00","58.05","Pf"
"Principal Life Insurance Company        ","A+","10-Year Term","215.00","56.44","P+"
"Principal National Life Insurance Co    ","A+","10-Year Term","215.00","56.44","P+"
"Transamerica Life Ins Co  (Family Mkt)  ","A+","Ultima Champion - 10 Year  (NJ,RI&VA)","215.00","55.90","P+"
"Western Reserve Life Assurance Co of OH ","A+","WRL TermPlus - 10 Year  (MN & VA)","215.00","55.90","P+"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","219.00","59.13","P+"
"Allianz Life Insurance Company of NA    ","A","Term Life 2009 - 10 Year","223.25","60.28","P+"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year","225.00","58.50","P+"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year  (OR)","225.00","58.50","P+"
"Illinois Mutual Life Insurance Company  ","B+","10-Year Term","225.00","59.63","P+"
"Ohio National Life Assurance Corporation","A+","Term 10 Plus","225.00","60.75","Pf"
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","225.00","59.63","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","230.00","59.80","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term  (OR)","230.00","59.80","Pf"
"First Ameritas Life Insurance of NY     ","A","Keystone Term 10","230.00","59.60","Pf"
"Hartford Life and Annuity Insurance Co  ","A","Hartford Bicentennial Term 10","230.00","59.80","P+"
"Hartford Life Insurance Company         ","A","Hartford Bicentennial Term 10","230.00","59.80","P+"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","230.00","60.03","P+"
"Symetra Life Insurance Company          ","A","10 Year Level Term","230.00","60.95","P+"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (2005)","230.00","60.95","P+"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","230.00","60.95","P+"
"Union Central Life Insurance Company    ","A","Keystone Term 10","230.00","59.60","Pf"
"William Penn Life Insurance Co of NY    ","A+","Penn Term 10","230.00","59.80","Pf"
"Protective Life Insurance Company       ","A+","Secure-T - 10 Year No Lapse UL  (OR)","230.16","58.15","P+"
"West Coast Life Insurance Company       ","A+","Secure-T - 10 Year No Lapse UL  (OR)","230.16","58.15","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term UL 10  (200K+)","230.87","58.39","Pf"
"Genworth Life Insurance Company         ","A","Colony Term UL 10  (200K+)","230.87","58.39","Pf"
"Genworth Life Insurance Company of NY   ","A","Colony Term UL 10  (200K+)","230.87","58.39","Pf"
"EMC National Life Company               ","B++","EMCNL Term - 10 Year","235.00","62.28","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","235.00","62.28","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year  (NY)","235.00","62.28","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term","238.00","63.07","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term  (OR)","238.00","63.07","Pf"
