"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Liberty Life Insurance Company          ","A-","RBC LevelTERM - 10 Year Term","535.00","N/A","Pf"
"Ohio National Life Assurance Corporation","A+","Term 10","560.00","151.20","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","590.00","153.40","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","590.00","156.35","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","595.00","156.19","Pf"
"Ohio National Life Assurance Corporation","A+","Term 10 Plus","595.00","160.65","Pf"
"Primerica Life Insurance Company        ","A+","Custom Advantage - 10 Year","595.00","157.68","Rg"
"Woman's Life Insurance Society          ","A-","Ten Year Renewable and Convertible Term","595.00","166.60","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term UL 10  (200K+)","597.08","151.03","Pf"
"Genworth Life Insurance Company         ","A","Colony Term UL 10  (200K+)","597.08","151.03","Pf"
"Genworth Life Insurance Company of NY   ","A","Colony Term UL 10  (200K+)","597.08","151.03","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term","603.00","159.80","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term  (OR)","603.00","159.80","Pf"
"ReliaStar Life Insurance of NY    (ING) ","A","TermSmart 10 - 10 Year Term  (NY)","603.00","159.80","Pf"
"First MetLife Investors Insurance Co    ","A+","Guaranteed Level Term 10  (Rapid eUW)","604.00","163.08","Pf"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","604.00","163.08","Pf"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10  (Rapid eUW)","604.00","163.08","Pf"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term Guaranteed 10","610.00","158.60","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed 10","610.00","158.60","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed (OR)","610.00","158.60","Pf"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","614.00","162.71","Pf"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year  (2009)","614.00","162.71","Pf"
"United States Life Ins in the City of NY","A","Select-a-Term - 10 Year","614.00","162.71","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","615.00","159.90","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term  (OR)","615.00","159.90","Pf"
"Government Personnel Mutual Life        ","A-","Mark X - 10 Year Level Term","615.00","161.13","Pf"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","615.00","160.52","Pf"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","615.00","159.90","Pf"
"William Penn Life Insurance Co of NY    ","A+","Penn Term 10","615.00","159.90","Pf"
"Transamerica Life Insurance Company     ","A+","TransTerm UL 10","620.00","157.29","Pf"
"Transamerica Life Ins Co  (Family Mkt)  ","A+","Ultima Champion - 10 Year  (NJ,RI&VA)","620.00","161.20","Pf"
"Western Reserve Life Assurance Co of OH ","A+","WRL TermPlus - 10 Year  (MN & VA)","620.00","161.20","Pf"
"Transamerica Life Insurance Co  (TIIG)  ","A+","Trendsetter Super 10","625.00","162.50","Pf"
"Transamerica Life Insurance Co  (TIIG)  ","A+","Trendsetter Super 10  (MD)","625.00","162.50","Pf"
"Transamerica Life Ins Co  (Family Mkt)  ","A+","Champion Term II 10","625.00","162.50","Pf"
"Western Reserve Life Assurance Co of OH ","A+","WRL TermPlus II 10","625.00","162.50","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term","630.00","166.95","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","630.00","166.95","Pf"
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","640.00","169.60","Pf"
"Sunset Life Insurance Company of America","A","Term 10 - 10 Year Term","640.00","172.80","Pf"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year","645.00","167.70","Pf"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year  (OR)","645.00","167.70","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Term Life - 10 Year","645.00","167.70","Pf"
"NYLIFE Insurance Company of Arizona     ","A++","Term to Age 90 - 10 Year Level Term","645.00","174.18","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Term Life - 10 Year","645.00","167.70","Pf"
"Independent Order of Foresters          ","A","Foresters Lifefirst - 10 Year","647.50","174.34","Pf"
"Liberty Life Insurance Company          ","A-","RBC LevelTERM - 10 Year Term","655.00","N/A","R+"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 10","659.00","171.56","Pf"
"Hartford Life and Annuity Insurance Co  ","A","Hartford Bicentennial Term 10","660.00","171.60","Pf"
"Hartford Life Insurance Company         ","A","Hartford Bicentennial Term 10","660.00","171.60","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","660.00","171.60","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term  (NY)","660.00","171.60","Pf"
"Protective Life & Annuity Insurance Co  ","A+","Empire Term - 10 Year","660.00","174.90","Pf"
"Gleaner Life Insurance Society          ","A-","Gleaner Term - 10-Year","665.00","172.90","Pf"
"Baltimore Life Insurance Company        ","B++","Secure Solution Protector - 10 Year Term","670.00","180.90","Pf"
"Illinois Mutual Life Insurance Company  ","B+","10-Year Term","670.00","177.55","Pf"
"Assurity Life Insurance Company         ","A-","Term 350 Plus - 10-year Term","675.00","178.20","Pf"
"Assurity Life Insurance Company         ","A-","Term 350 Plus - 10-year Term  (WA)","675.00","178.20","Pf"
"First Ameritas Life Insurance of NY     ","A","Keystone Term 10","680.00","176.60","Pf"
"Union Central Life Insurance Company    ","A","Keystone Term 10","680.00","176.60","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","685.00","181.53","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year  (NY)","685.00","181.53","Pf"
"Lincoln Life & Annuity Company of NY    ","A+","LifeElement (SM) Level Term - 10 Year","700.00","183.40","Pf"
"Lincoln National Life Insurance Company ","A+","LifeElement (SM) Level Term - 10 Year","700.00","183.40","Pf"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","700.00","182.00","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10","705.00","185.06","Pf"
"Stonebridge Life Insurance Company      ","A+","Stonebridge Term - 10 Year","705.00","183.30","Pf"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 10","715.00","185.11","Pf"
"Allianz Life Insurance Company of NA    ","A","Term Life 2009 - 10 Year","716.75","193.52","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","720.00","189.00","Rg"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) - 10 Year Term","720.00","190.80","Pf"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","721.25","187.53","Rg"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","721.25","187.53","Rg"
"Midland National Life Insurance Company ","A+","Premier CS4 - 10 Year Term","725.00","194.22","Pf"
"North American Co for Life and Health   ","A+","ADDvantage 10","725.00","206.63","Pf"
"Pacific Life Insurance Company          ","A+","Pacific-10 - 10 Year Renewable","725.00","192.13","Pf"
"Trustmark Insurance Company             ","A-","TermNet 10-Year Term","725.00","188.50","Pf"
"Protective Life & Annuity Insurance Co  ","A+","Empire Term - 10 Year","730.00","193.45","Rg"
"Motorists Life Insurance Company        ","A-","Value Term Plus - 10-Year Plan","737.00","191.62","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (2005)","740.00","196.10","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","745.00","197.43","Rg"
"Assurity Life Insurance Company         ","A-","Term 350 Plus - 10-year Term","750.00","198.00","Rg"
"Assurity Life Insurance Company         ","A-","Term 350 Plus - 10-year Term  (WA)","750.00","198.00","Rg"
"Aviva Life and Annuity Company          ","A","10 Year Term 01-2010","750.00","195.00","Pf"
"Aviva Life and Annuity of New York      ","A","Term 10 01-2010","750.00","195.00","Pf"
"EMC National Life Company               ","B++","EMCNL Term - 10 Year","750.00","198.75","Pf"
"The Paul Revere Life Insurance Company  ","A","Selector 10 - 10 Year Term","750.00","203.50","Rg"
"Western-Southern Life Assurance Company ","A+","10-Year Guaranteed Level Term","755.00","211.40","Pf"
"Aurora National Life Assurance Company  ","","10-Year Term","760.00","201.40","Rg"
"Woman's Life Insurance Society          ","A-","Ten Year Renewable and Convertible Term","770.00","215.60","Rg"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term Guaranteed 10","775.00","201.50","Rg"
"Principal Life Insurance Company        ","A+","10-Year Term","775.00","203.44","Pf"
"Principal National Life Insurance Co    ","A+","10-Year Term","775.00","203.44","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed 10","775.00","201.50","Rg"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed (OR)","775.00","201.50","Rg"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) - 10 Year Term II","780.00","206.70","Pf"
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","780.00","206.70","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term UL 10  (200K+)","784.66","198.48","Rg"
"Genworth Life Insurance Company         ","A","Colony Term UL 10  (200K+)","784.66","198.48","Rg"
"Genworth Life Insurance Company of NY   ","A","Colony Term UL 10  (200K+)","784.66","198.48","Rg"
"Provident Life and Accident Assurance   ","A","Level Term I - 10 Year","790.00","205.40","Rg"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","790.00","209.35","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress / WA)","790.00","209.35","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 10 (NY/<250K PruXpress)","790.00","209.35","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","795.00","206.70","Rg"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term  (OR)","795.00","206.70","Rg"
"Jackson National Life Insurance Company ","A+","Protector 10-Year Term","795.00","214.65","Pf"
"William Penn Life Insurance Co of NY    ","A+","Penn Term 10","795.00","206.70","Rg"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year  (2009)","799.00","211.74","Rg"
"AAA Life Insurance Company              ","A-","10 Year Level Term","800.00","208.00","Rg"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Term Life - 10 Year","800.00","208.00","Rg"
"Securian Life Insurance Company         ","A+","Advantage Elite Term Life - 10 Year","800.00","208.00","Rg"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","804.00","213.06","Rg"
"United States Life Ins in the City of NY","A","Select-a-Term - 10 Year","804.00","213.06","Rg"
"American National Insurance Company     ","A","ANICO Select 10","805.00","213.33","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10","805.00","211.31","Rg"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","805.00","210.11","Rg"
"Baltimore Life Insurance Company        ","B++","Secure Solution Protector - 10 Year Term","810.00","218.70","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","815.00","215.98","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year  (NY)","815.00","215.98","Rg"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term","828.00","219.42","Rg"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term  (OR)","828.00","219.42","Rg"
"ReliaStar Life Insurance of NY    (ING) ","A","TermSmart 10 - 10 Year Term  (NY)","828.00","219.42","Rg"
"American United Life Insurance Company  ","A","Term Protector Series III - LTP 10/10","830.00","N/A","Rg"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","830.00","215.80","Rg"
"Transamerica Life Insurance Company     ","A+","TransTerm UL 10","830.00","210.57","Rg"
"Transamerica Life Insurance Co  (TIIG)  ","A+","Trendsetter Super 10","835.00","217.10","Rg"
"Transamerica Life Insurance Co  (TIIG)  ","A+","Trendsetter Super 10  (MD)","835.00","217.10","Rg"
"Transamerica Life Ins Co  (Family Mkt)  ","A+","Champion Term II 10","835.00","217.10","Rg"
"Transamerica Life Ins Co  (Family Mkt)  ","A+","Ultima Champion - 10 Year  (NJ,RI&VA)","835.00","217.10","Rg"
"Western Reserve Life Assurance Co of OH ","A+","WRL TermPlus II 10","835.00","217.10","Rg"
"Western Reserve Life Assurance Co of OH ","A+","WRL TermPlus - 10 Year  (MN & VA)","835.00","217.10","Rg"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 10","837.00","217.36","Rg"
"First MetLife Investors Insurance Co    ","A+","Guaranteed Level Term 10  (Rapid eUW)","844.00","227.88","Rg"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","844.00","227.88","Rg"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10  (Rapid eUW)","844.00","227.88","Rg"
"Provident Life and Accident Assurance   ","A","Level Term II - 10 Year","845.00","219.70","Rg"
"Illinois Mutual Life Insurance Company  ","B+","10-Year Term","850.00","225.25","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term","850.00","225.25","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","850.00","225.25","Rg"
"Protective Life Insurance Company       ","A+","Secure-T - 10 Year No Lapse UL  (OR)","860.20","217.35","Rg"
"West Coast Life Insurance Company       ","A+","Secure-T - 10 Year No Lapse UL  (OR)","860.20","217.35","Rg"
"Guardian Life Insurance Co of America   ","A++","Level Term Gold 10","865.00","227.19","Rg"
"Guardian Life Insurance Co of America   ","A++","Level Term Gold 10  (xtended conversion)","880.00","231.13","Rg"
"Liberty Life Insurance Company          ","A-","RBC LevelTERM - 10 Year Term","880.00","N/A","Rg"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY)","880.00","233.20","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY/WA)","880.00","233.20","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Elite 10  (NY/<250K PruXpress ONLY)","880.00","233.20","Pf"
"Allstate Life Insurance Co of New York  ","A+","TrueTerm - 10 Year","885.00","238.95","Pf"
"Lincoln Benefit Life Company            ","A+","TrueTerm - 10 Year","885.00","238.95","Pf"
"Lincoln Benefit Life Company            ","A+","TrueTerm - 10 Year  (WA)","885.00","238.95","Pf"
"Allianz Life Insurance Company of NA    ","A","Term Life 2009 - 10 Year","890.00","240.30","Rg"
"Midland National Life Insurance Company ","A+","Executive CS3 - 10 Year Term","900.00","242.28","Pf"
"Independent Order of Foresters          ","A","Foresters Lifefirst - 10 Year","902.50","242.16","Rg"
"Gleaner Life Insurance Society          ","A-","Gleaner Term - 10-Year","905.00","235.30","Rg"
"Government Personnel Mutual Life        ","A-","Mark X - 10 Year Level Term","905.00","237.11","Rg"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) - 10 Year Term","905.00","239.83","Rg"
"Protective Life Insurance Company       ","A+","Secure-T - 10 Year No Lapse UL","906.54","240.54","Rg"
"West Coast Life Insurance Company       ","A+","Secure-T - 10 Year No Lapse UL","906.54","240.54","Rg"
"Trustmark Insurance Company             ","A-","TermNet 10-Year Term","925.00","240.50","Rg"
"Ohio National Life Assurance Corporation","A+","Term 10","930.00","251.10","Rg"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year","940.00","244.40","Rg"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year  (OR)","940.00","244.40","Rg"
"Pan-American Life Insurance Company     ","A","10-Year Level Term","940.00","244.40","Rg"
"Royal Neighbors of America              ","A-","Royal Advantage 10 - 10 Year Level Term","940.00","249.10","Rg"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 10","945.00","244.66","Rg"
"Jackson National Life Insurance Company ","A+","Protector 10-Year Term","950.00","256.50","Rg"
"Lincoln Life & Annuity Company of NY    ","A+","LifeElement (SM) Level Term - 10 Year","950.00","248.90","Rg"
"Lincoln National Life Insurance Company ","A+","LifeElement (SM) Level Term - 10 Year","950.00","248.90","Rg"
"Midland National Life Insurance Company ","A+","Premier CS4 - 10 Year Term","955.00","255.63","Rg"
"North American Co for Life and Health   ","A+","ADDvantage 10","955.00","272.18","Rg"
"NYLIFE Insurance Company of Arizona     ","A++","Term to Age 90 - 10 Year Level Term","960.00","257.65","Rg"
"Western-Southern Life Assurance Company ","A+","10-Year Guaranteed Level Term","960.00","268.80","Rg"
"American National Insurance Company     ","A","ANICO Select 10","965.00","255.73","Rg"
"Aviva Life and Annuity Company          ","A","10 Year Term 01-2010","965.00","250.90","Rg"
"Aviva Life and Annuity of New York      ","A","Term 10 01-2010","965.00","250.90","Rg"
"Hartford Life and Annuity Insurance Co  ","A","Hartford Bicentennial Term 10","970.00","252.20","Rg"
"Hartford Life Insurance Company         ","A","Hartford Bicentennial Term 10","970.00","252.20","Rg"
"Principal Life Insurance Company        ","A+","10-Year Term","970.00","254.63","Rg"
"Principal National Life Insurance Co    ","A+","10-Year Term","970.00","254.63","Rg"
"Ohio National Life Assurance Corporation","A+","Term 10 Plus","975.00","263.25","Rg"
