"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","229.00","60.69","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term Guaranteed 10","230.00","59.80","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed 10","230.00","59.80","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed (OR)","230.00","59.80","P+"
"Ohio National Life Assurance Corporation","A+","Term 10","232.00","62.64","P+"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","239.00","63.34","P+"
"Ohio National Life Assurance Corporation","A+","Term 10 Plus","239.00","64.53","P+"
"First Ameritas Life Insurance of NY     ","A","Keystone Term 10","263.00","68.18","P+"
"Union Central Life Insurance Company    ","A","Keystone Term 10","263.00","68.18","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term UL 10  (50K-199K)","263.67","66.73","P+"
"Genworth Life Insurance Company         ","A","Colony Term UL 10  (50K-199K)","263.67","66.73","P+"
"Genworth Life Insurance Company of NY   ","A","Colony Term UL 10  (50K-199K)","263.67","66.73","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term Guaranteed 10","264.00","68.64","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed 10","264.00","68.64","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed (OR)","264.00","68.64","Pf"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","264.45","68.76","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","264.45","68.76","P+"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Term Life - 10 Year","267.00","69.42","P+"
"Securian Life Insurance Company         ","A+","Advantage Elite Term Life - 10 Year","267.00","69.42","P+"
"Hartford Life and Annuity Insurance Co  ","A","Hartford Bicentennial Term 10","268.00","69.68","P+"
"Hartford Life Insurance Company         ","A","Hartford Bicentennial Term 10","268.00","69.68","P+"
"Midland National Life Insurance Company ","A+","Premier CS4 - 10 Year Term","268.00","72.21","P+"
"North American Co for Life and Health   ","A+","ADDvantage 10","268.00","76.38","P+"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","270.00","70.20","P+"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","276.00","73.14","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","276.00","73.14","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year  (NY)","276.00","73.14","P+"
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","276.00","73.14","Pf"
"United States Life Ins in the City of NY","A","Select-a-Term - 10 Year","276.00","73.14","P+"
"Transamerica Life Insurance Company     ","A+","TransTerm UL 10","277.00","70.29","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","279.00","72.54","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term  (OR)","279.00","72.54","P+"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","279.00","73.94","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term","279.00","73.94","P+"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term  (OR)","279.00","73.94","P+"
"ReliaStar Life Insurance of NY    (ING) ","A","TermSmart 10 - 10 Year Term  (NY)","279.00","73.94","P+"
"William Penn Life Insurance Co of NY    ","A+","Penn Term 10","279.00","72.54","P+"
"AAA Life Insurance Company              ","A-","10 Year Level Term","280.00","72.80","P+"
"Ohio National Life Assurance Corporation","A+","Term 10","281.00","75.87","Pf"
"Transamerica Life Insurance Co  (TIIG)  ","A+","Trendsetter Super 10","282.00","73.32","P+"
"Transamerica Life Insurance Co  (TIIG)  ","A+","Trendsetter Super 10  (MD)","282.00","73.32","P+"
"Transamerica Life Ins Co  (Family Mkt)  ","A+","Champion Term II 10","282.00","73.32","P+"
"Transamerica Life Ins Co  (Family Mkt)  ","A+","Ultima Champion - 10 Year  (NJ,RI&VA)","282.00","73.32","P+"
"Western Reserve Life Assurance Co of OH ","A+","WRL TermPlus II 10","282.00","73.32","P+"
"Western Reserve Life Assurance Co of OH ","A+","WRL TermPlus - 10 Year  (MN & VA)","282.00","73.32","P+"
"Illinois Mutual Life Insurance Company  ","B+","10-Year Term","285.00","75.53","P+"
"Jackson National Life Insurance Company ","A+","Protector 10-Year Term","286.00","77.22","P+"
"Ohio National Life Assurance Corporation","A+","Term 10 Plus","292.00","78.84","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","294.00","76.44","P+"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term  (NY)","294.00","76.44","P+"
"American United Life Insurance Company  ","A","Term Protector Series III - LTP 10/10","296.00","N/A","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term Guaranteed 10","297.00","77.22","R+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed 10","297.00","77.22","R+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed (OR)","297.00","77.22","R+"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year  (2009)","300.00","79.50","P+"
"Gleaner Life Insurance Society          ","A-","Gleaner Term - 10-Year","305.00","79.30","P+"
"Government Personnel Mutual Life        ","A-","Mark X - 10 Year Level Term","305.00","79.91","P+"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","309.00","80.34","P+"
"Protective Life & Annuity Insurance Co  ","A+","Empire Term - 10 Year","309.00","81.89","P+"
"Midland National Life Insurance Company ","A+","Executive CS3 - 10 Year Term","310.00","84.75","P+"
"Protective Life Insurance Company       ","A+","Secure-T - 10 Year No Lapse UL  (OR)","310.03","78.34","P+"
"West Coast Life Insurance Company       ","A+","Secure-T - 10 Year No Lapse UL  (OR)","310.03","78.34","P+"
"First Ameritas Life Insurance of NY     ","A","Keystone Term 10","311.00","80.66","Pf"
"Sunset Life Insurance Company of America","A","Term 10 - 10 Year Term","311.00","83.97","P+"
"Union Central Life Insurance Company    ","A","Keystone Term 10","311.00","80.66","Pf"
"Motorists Life Insurance Company        ","A-","Value Term Plus - 10-Year Plan","315.00","81.90","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term UL 10  (50K-199K)","317.50","80.36","Pf"
"Genworth Life Insurance Company         ","A","Colony Term UL 10  (50K-199K)","317.50","80.36","Pf"
"Genworth Life Insurance Company of NY   ","A","Colony Term UL 10  (50K-199K)","317.50","80.36","Pf"
"EMC National Life Company               ","B++","EMCNL Term - 10 Year","320.00","84.80","P+"
"American National Insurance Company     ","A","ANICO Select 10","322.00","85.33","P+"
"Aviva Life and Annuity Company          ","A","10 Year Term 01-2010","324.00","84.24","P+"
"Aviva Life and Annuity of New York      ","A","Term 10 01-2010","324.00","84.24","P+"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","325.00","85.31","P+"
"Protective Life Insurance Company       ","A+","Secure-T - 10 Year No Lapse UL","325.43","86.35","P+"
"West Coast Life Insurance Company       ","A+","Secure-T - 10 Year No Lapse UL","325.43","86.35","P+"
"Liberty Life Insurance Company          ","A-","RBC LevelTERM - 10 Year Term","327.00","N/A","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","328.00","86.92","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year  (NY)","328.00","86.92","Pf"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","329.00","87.19","Pf"
"United States Life Ins in the City of NY","A","Select-a-Term - 10 Year","329.00","87.19","Pf"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year  (2009)","330.00","87.45","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term","330.00","87.45","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term  (OR)","330.00","87.45","Pf"
"ReliaStar Life Insurance of NY    (ING) ","A","TermSmart 10 - 10 Year Term  (NY)","330.00","87.45","Pf"
"Transamerica Life Insurance Company     ","A+","TransTerm UL 10","330.00","83.76","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Term Life - 10 Year","331.00","86.06","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Term Life - 10 Year","331.00","86.06","Pf"
"Midland National Life Insurance Company ","A+","Premier CS4 - 10 Year Term","332.00","89.29","Pf"
"North American Co for Life and Health   ","A+","ADDvantage 10","332.00","94.62","Pf"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","332.00","86.32","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","333.00","86.58","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","333.00","86.58","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term  (OR)","333.00","86.58","Pf"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) - 10 Year Term","333.00","88.25","P+"
"William Penn Life Insurance Co of NY    ","A+","Penn Term 10","333.00","86.58","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10","335.00","87.94","P+"
"Transamerica Life Insurance Co  (TIIG)  ","A+","Trendsetter Super 10","336.00","87.36","Pf"
"Transamerica Life Insurance Co  (TIIG)  ","A+","Trendsetter Super 10  (MD)","336.00","87.36","Pf"
"Transamerica Life Ins Co  (Family Mkt)  ","A+","Champion Term II 10","336.00","87.36","Pf"
"Western Reserve Life Assurance Co of OH ","A+","WRL TermPlus II 10","336.00","87.36","Pf"
"Household Life Insurance Company        ","A","10 Year Term","342.00","92.34","Pf"
"Ohio National Life Assurance Corporation","A+","Term 10","342.00","92.34","R+"
"American United Life Insurance Company  ","A","Term Protector Series III - LTP 10/10","343.00","N/A","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","343.00","89.18","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term  (NY)","343.00","89.18","Pf"
"Jackson National Life Insurance Company ","A+","Protector 10-Year Term","344.00","92.88","Pf"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","344.50","94.74","P+"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","344.50","94.74","P+"
"Gleaner Life Insurance Society          ","A-","Gleaner Term - 10-Year","345.00","89.70","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","345.15","89.74","Pf"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","345.15","89.74","Pf"
"Illinois Mutual Life Insurance Company  ","B+","10-Year Term","348.00","92.22","Pf"
"Transamerica Life Ins Co  (Family Mkt)  ","A+","Ultima Champion - 10 Year  (NJ,RI&VA)","348.00","90.48","Pf"
"Western Reserve Life Assurance Co of OH ","A+","WRL TermPlus - 10 Year  (MN & VA)","348.00","90.48","Pf"
