"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","174.00","46.11","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","190.00","50.35","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year  (NY)","190.00","50.35","P+"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","191.00","50.62","P+"
"Ohio National Life Assurance Corporation","A+","Term 10","194.00","52.38","P+"
"First Ameritas Life Insurance of NY     ","A","Keystone Term 10","199.00","51.54","P+"
"Union Central Life Insurance Company    ","A","Keystone Term 10","199.00","51.54","P+"
"Hartford Life and Annuity Insurance Co  ","A","Hartford Bicentennial Term 10","201.00","52.26","P+"
"Hartford Life Insurance Company         ","A","Hartford Bicentennial Term 10","201.00","52.26","P+"
"Ohio National Life Assurance Corporation","A+","Term 10 Plus","201.00","54.27","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term Guaranteed 10","206.00","53.56","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed 10","206.00","53.56","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed (OR)","206.00","53.56","P+"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Term Life - 10 Year","207.00","53.82","P+"
"Securian Life Insurance Company         ","A+","Advantage Elite Term Life - 10 Year","207.00","53.82","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term UL 10  (50K-199K)","207.58","52.53","P+"
"Genworth Life Insurance Company         ","A","Colony Term UL 10  (50K-199K)","207.58","52.53","P+"
"Genworth Life Insurance Company of NY   ","A","Colony Term UL 10  (50K-199K)","207.58","52.53","P+"
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","211.00","55.92","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","213.00","55.38","P+"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","219.00","58.04","Pf"
"Government Personnel Mutual Life        ","A-","Mark X - 10 Year Level Term","219.00","57.38","P+"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","220.00","57.20","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","221.70","57.64","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","221.70","57.64","P+"
"Jackson National Life Insurance Company ","A+","Protector 10-Year Term","222.00","59.94","P+"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","223.00","59.10","P+"
"American United Life Insurance Company  ","A","Term Protector Series III - LTP 10/10","223.00","N/A","P+"
"Ohio National Life Assurance Corporation","A+","Term 10","223.00","60.21","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term","223.00","59.10","P+"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term  (OR)","223.00","59.10","P+"
"ReliaStar Life Insurance of NY    (ING) ","A","TermSmart 10 - 10 Year Term  (NY)","223.00","59.10","P+"
"United States Life Ins in the City of NY","A","Select-a-Term - 10 Year","223.00","59.10","P+"
"Transamerica Life Insurance Company     ","A+","TransTerm UL 10","224.00","56.85","P+"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","225.00","58.50","P+"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term  (NY)","225.00","58.50","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","226.00","58.76","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term  (OR)","226.00","58.76","P+"
"Transamerica Life Ins Co  (Family Mkt)  ","A+","Ultima Champion - 10 Year  (NJ,RI&VA)","226.00","58.76","P+"
"Western Reserve Life Assurance Co of OH ","A+","WRL TermPlus - 10 Year  (MN & VA)","226.00","58.76","P+"
"William Penn Life Insurance Co of NY    ","A+","Penn Term 10","226.00","58.76","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term Guaranteed 10","228.00","59.28","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed 10","228.00","59.28","Pf"
