"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Liberty Life Insurance Company          ","A-","RBC LevelTERM - 10 Year Term","305.00","N/A","Pf"
"Woman's Life Insurance Society          ","A-","Ten Year Renewable and Convertible Term","322.50","90.30","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term UL 10  (200K+)","326.89","82.71","Pf"
"Genworth Life Insurance Company         ","A","Colony Term UL 10  (200K+)","326.89","82.71","Pf"
"Genworth Life Insurance Company of NY   ","A","Colony Term UL 10  (200K+)","326.89","82.71","Pf"
"Ohio National Life Assurance Corporation","A+","Term 10","327.50","88.43","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","332.50","88.11","Pf"
"Government Personnel Mutual Life        ","A-","Mark X - 10 Year Level Term","332.50","87.12","Pf"
"Baltimore Life Insurance Company        ","B++","Secure Solution Protector - 10 Year Term","335.00","90.45","Pf"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term Guaranteed 10","335.00","87.10","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed 10","335.00","87.10","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed (OR)","335.00","87.10","Pf"
"First MetLife Investors Insurance Co    ","A+","Guaranteed Level Term 10  (Rapid eUW)","336.50","90.86","Pf"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","336.50","90.86","Pf"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10  (Rapid eUW)","336.50","90.86","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term","338.00","89.57","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term  (OR)","338.00","89.57","Pf"
"ReliaStar Life Insurance of NY    (ING) ","A","TermSmart 10 - 10 Year Term  (NY)","338.00","89.57","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","340.00","88.40","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term  (OR)","340.00","88.40","Pf"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","340.00","88.40","Pf"
"William Penn Life Insurance Co of NY    ","A+","Penn Term 10","340.00","88.40","Pf"
"Transamerica Life Insurance Company     ","A+","TransTerm UL 10","342.50","86.87","Pf"
"Transamerica Life Ins Co  (Family Mkt)  ","A+","Ultima Champion - 10 Year  (NJ,RI&VA)","342.50","89.05","Pf"
"Western Reserve Life Assurance Co of OH ","A+","WRL TermPlus - 10 Year  (MN & VA)","342.50","89.05","Pf"
"Transamerica Life Insurance Co  (TIIG)  ","A+","Trendsetter Super 10","345.00","89.70","Pf"
"Transamerica Life Insurance Co  (TIIG)  ","A+","Trendsetter Super 10  (MD)","345.00","89.70","Pf"
"Transamerica Life Ins Co  (Family Mkt)  ","A+","Champion Term II 10","345.00","89.70","Pf"
"Western Reserve Life Assurance Co of OH ","A+","WRL TermPlus II 10","345.00","89.70","Pf"
"NYLIFE Insurance Company of Arizona     ","A++","Term to Age 90 - 10 Year Level Term","347.50","95.34","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Term Life - 10 Year","352.50","91.65","Pf"
"Ohio National Life Assurance Corporation","A+","Term 10 Plus","352.50","95.18","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Term Life - 10 Year","352.50","91.65","Pf"
"Sunset Life Insurance Company of America","A","Term 10 - 10 Year Term","355.00","95.85","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term","355.00","94.08","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","355.00","94.08","Pf"
"Gleaner Life Insurance Society          ","A-","Gleaner Term - 10-Year","357.50","92.95","Pf"
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","357.50","94.74","Pf"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","361.50","95.80","Pf"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year  (2009)","361.50","95.80","Pf"
"United States Life Ins in the City of NY","A","Select-a-Term - 10 Year","361.50","95.80","Pf"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","362.50","94.61","Pf"
"Hartford Life and Annuity Insurance Co  ","A","Hartford Bicentennial Term 10","365.00","94.90","Pf"
"Hartford Life Insurance Company         ","A","Hartford Bicentennial Term 10","365.00","94.90","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","367.50","95.55","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term  (NY)","367.50","95.55","Pf"
"Primerica Life Insurance Company        ","A+","Custom Advantage - 10 Year","367.50","97.39","Rg"
"Protective Life & Annuity Insurance Co  ","A+","Empire Term - 10 Year","367.50","97.39","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","370.00","96.20","Pf"
"Liberty Life Insurance Company          ","A-","RBC LevelTERM - 10 Year Term","370.00","N/A","R+"
"First Ameritas Life Insurance of NY     ","A","Keystone Term 10","380.00","98.60","Pf"
"Illinois Mutual Life Insurance Company  ","B+","10-Year Term","380.00","100.70","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","380.00","100.70","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year  (NY)","380.00","100.70","Pf"
