"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Genworth Life and Annuity Insurance Co  ","A","Colony Term UL 10  (200K+)","104.47","26.45","P+"
"Genworth Life Insurance Company         ","A","Colony Term UL 10  (200K+)","104.47","26.45","P+"
"Genworth Life Insurance Company of NY   ","A","Colony Term UL 10  (200K+)","104.47","26.45","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term Guaranteed 10","105.00","27.30","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed 10","105.00","27.30","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed (OR)","105.00","27.30","P+"
"Royal Neighbors of America              ","A-","Royal Advantage 10 - 10 Year Level Term","107.50","28.49","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","110.00","28.60","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term  (OR)","110.00","28.60","P+"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Term Life - 10 Year","110.00","28.60","P+"
"Securian Life Insurance Company         ","A+","Advantage Elite Term Life - 10 Year","110.00","28.60","P+"
"William Penn Life Insurance Co of NY    ","A+","Penn Term 10","110.00","28.60","P+"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term","113.00","29.95","P+"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term  (OR)","113.00","29.95","P+"
"ReliaStar Life Insurance of NY    (ING) ","A","TermSmart 10 - 10 Year Term  (NY)","113.00","29.95","P+"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year  (2009)","114.00","30.21","P+"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","115.00","29.90","P+"
"Transamerica Life Insurance Company     ","A+","TransTerm UL 10","115.03","29.27","P+"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","116.50","30.87","P+"
"United States Life Ins in the City of NY","A","Select-a-Term - 10 Year","116.50","30.87","P+"
"Transamerica Life Insurance Co  (TIIG)  ","A+","Trendsetter Super 10","117.50","30.55","P+"
"Transamerica Life Insurance Co  (TIIG)  ","A+","Trendsetter Super 10  (MD)","117.50","30.55","P+"
"Transamerica Life Ins Co  (Family Mkt)  ","A+","Champion Term II 10","117.50","30.55","P+"
"Western Reserve Life Assurance Co of OH ","A+","WRL TermPlus II 10","117.50","30.55","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term Guaranteed 10","120.00","31.20","Pf"
"Royal Neighbors of America              ","A-","Royal Advantage 10 - 10 Year Level Term","120.00","31.80","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed 10","120.00","31.20","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed (OR)","120.00","31.20","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","122.50","32.46","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year  (NY)","122.50","32.46","P+"
"Midland National Life Insurance Company ","A+","Premier CS4 - 10 Year Term","125.00","34.02","P+"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) - 10 Year Term","125.00","33.13","P+"
"North American Co for Life and Health   ","A+","ADDvantage 10","125.00","35.63","P+"
"Ohio National Life Assurance Corporation","A+","Term 10 Plus","125.00","33.75","P+"
"Ohio National Life Assurance Corporation","A+","Term 10","125.00","33.75","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term UL 10  (200K+)","129.39","32.74","Pf"
"Genworth Life Insurance Company         ","A","Colony Term UL 10  (200K+)","129.39","32.74","Pf"
"Genworth Life Insurance Company of NY   ","A","Colony Term UL 10  (200K+)","129.39","32.74","Pf"
"American United Life Insurance Company  ","A","Term Protector Series III - LTP 10/10","130.00","N/A","P+"
"Aviva Life and Annuity Company          ","A","10 Year Term 01-2010","130.00","33.80","P+"
"Aviva Life and Annuity of New York      ","A","Term 10 01-2010","130.00","33.80","P+"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","130.00","34.45","P+"
"EMC National Life Company               ","B++","EMCNL Term - 10 Year","130.00","34.45","P+"
"First Ameritas Life Insurance of NY     ","A","Keystone Term 10","130.00","33.60","P+"
"Protective Life & Annuity Insurance Co  ","A+","Empire Term - 10 Year","130.00","34.45","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","130.00","33.80","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","130.00","33.80","P+"
"Union Central Life Insurance Company    ","A","Keystone Term 10","130.00","33.60","P+"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term","130.50","34.58","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term  (OR)","130.50","34.58","Pf"
