"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","110.00","110.00","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","112.50","112.50","P+"
"Protective Life Insurance Company       ","A+","Custom Choice UL - 10 Year No Lapse","114.11","114.11","P+"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","120.00","120.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","125.00","125.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","125.00","125.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","125.00","125.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","125.00","125.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10","125.00","125.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","125.00","125.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","125.00","125.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","125.00","125.00","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","127.50","127.50","P+"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","127.50","127.50","P+"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","130.00","130.00","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","130.00","130.00","P+"
"American United Life Insurance Company  ","A+","American Protector Plus - LTP 10/10","132.50","132.50","P+"
"Midland National Life Insurance Company ","A+","Premier CS5 - 10 Year Term","132.50","132.50","P+"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","132.50","132.50","P+"
"North American Co for Life and Health   ","A+","ADDvantage 10","132.50","132.50","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","132.50","132.50","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","132.50","132.50","P+"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","132.50","132.50","P+"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","134.00","134.00","P+"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year  (CT)","134.00","134.00","P+"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","136.50","136.50","P+"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","136.50","136.50","P+"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","137.50","137.50","P+"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","137.50","137.50","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","137.50","137.50","P+"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","137.50","137.50","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","137.50","137.50","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","137.50","137.50","P+"
"Protective Life Insurance Company       ","A+","Custom Choice UL - 10 Year No Lapse","138.87","138.87","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","140.00","140.00","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","140.00","140.00","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","140.00","140.00","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","142.58","142.58","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","142.58","142.58","P+"
"Aviva Life and Annuity Company          ","B++","10 Year Term 01-2010","145.00","145.00","P+"
"Aviva Life and Annuity of New York      ","B++","Term 10 01-2010","145.00","145.00","P+"
"EMC National Life Company               ","A-","Term Select - 10 Year","145.00","145.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","145.00","145.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","145.00","145.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","145.00","145.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","145.00","145.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10","145.00","145.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","145.00","145.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","145.00","145.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","145.00","145.00","Pf"
"Gleaner Life Insurance Society          ","A-","Gleaner Term - 10-Year","145.00","145.00","P+"
"Principal Life Insurance Company        ","A+","10-Year Term (2014)","145.00","145.00","P+"
"Principal National Life Insurance Co    ","A+","10-Year Term (2014)","145.00","145.00","P+"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term","145.00","145.00","P+"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term  (OR)","145.00","145.00","P+"
"ReliaStar Life Insurance of NY    (ING) ","A","TermSmart 10 - 10 Year Term  (NY)","145.00","145.00","P+"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","145.00","145.00","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","147.50","147.50","Pf"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term  (CA)","147.50","147.50","P+"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","147.50","147.50","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","150.00","150.00","Pf"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","150.00","150.00","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term","150.00","150.00","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","150.00","150.00","Pf"
"Fidelity Life Association               ","A-","Loyalty Value Term - 10 Year","152.50","152.50","P+"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","152.50","152.50","P+"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","155.00","155.00","P+"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","155.00","155.00","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 10 Year","155.00","155.00","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","155.00","155.00","Pf"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","156.50","156.50","P+"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","156.50","156.50","P+"
"American United Life Insurance Company  ","A+","American Protector Plus - LTP 10/10","157.50","157.50","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term  (NY)","157.50","157.50","P+"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","157.50","157.50","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","157.50","157.50","Pf"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","160.00","160.00","Pf"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","160.00","160.00","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","160.00","160.00","Pf"
"Midland National Life Insurance Company ","A+","Premier CS5 - 10 Year Term","160.00","160.00","Pf"
"North American Co for Life and Health   ","A+","ADDvantage 10","160.00","160.00","Pf"
"Sagicor Life Insurance Company          ","A-","SI - Sage Term 10  (Simplified Issue)","160.00","160.00","Pf"
"Motorists Life Insurance Company        ","A-","Value Term Plus - 10-Year Plan","162.00","162.00","P+"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","162.50","162.50","Pf"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year","165.00","165.00","P+"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year  (OR)","165.00","165.00","P+"
"Fidelity Life Association               ","A-","Hybrid Term - 10 Year (with blood test)","165.00","165.00","Pf"
"Midland National Life Insurance Company ","A+","Executive CS3 - 10 Year Term","165.00","165.00","P+"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) GLT 10 Year Term","165.00","165.00","P+"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) GLT 10 Year Term","165.00","165.00","P+"
"Royal Neighbors of America              ","A-","Royal Advantage 10 - 10 Year Level Term","165.00","165.00","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","165.00","165.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","165.00","165.00","Pf"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","166.50","166.50","Pf"
"Grange Life Insurance Company           ","A-","Select Choice Level Term 10 year","167.50","167.50","P+"
"Principal Life Insurance Company        ","A+","10-Year Term (2014)","167.50","167.50","Pf"
"Principal National Life Insurance Co    ","A+","10-Year Term (2014)","167.50","167.50","Pf"
"Farmers New World Life Insurance Company","A","Value Term - 10 Year","168.50","168.50","P+"
"Gleaner Life Insurance Society          ","A-","Gleaner Term - 10-Year","170.00","170.00","P+"
"New York Life Insurance Company         ","A++","10 Year Level Term (10LCT)","170.00","170.00","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","170.00","170.00","R+"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term  (CA)","170.00","170.00","P+"
"Provident Life and Accident Assurance   ","A","Level Term I - 10 Year","170.00","170.00","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","172.50","172.50","Pf"
"Grange Life Insurance Company           ","A-","Select Choice Level Term 10 year","172.50","172.50","Pf"
"Lincoln Life & Annuity Company of NY    ","A+","LifeElement (SM) Level Term - 10 Year","172.50","172.50","P+"
"Lincoln National Life Insurance Company ","A+","LifeElement (SM) Level Term - 10 Year","172.50","172.50","P+"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term","172.50","172.50","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term  (OR)","172.50","172.50","Pf"
"ReliaStar Life Insurance of NY    (ING) ","A","TermSmart 10 - 10 Year Term  (NY)","172.50","172.50","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","172.50","172.50","Pf"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","172.50","172.50","Pf"
"Aviva Life and Annuity Company          ","B++","10 Year Term 01-2010","175.00","175.00","Pf"
"Aviva Life and Annuity of New York      ","B++","Term 10 01-2010","175.00","175.00","Pf"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","175.00","175.00","P+"
"EMC National Life Company               ","A-","Term Select - 10 Year","175.00","175.00","Pf"
