"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","737.50","737.50","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","742.50","742.50","Pf"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","742.50","742.50","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","757.50","757.50","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","760.00","760.00","Pf"
"Fidelity Life Association               ","A-","Hybrid Term - 10 Year (with blood test)","765.00","765.00","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","775.00","775.00","Pf"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","780.00","780.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","782.50","782.50","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","782.50","782.50","Pf"
"Midland National Life Insurance Company ","A+","Premier CS5 - 10 Year Term","785.00","785.00","Pf"
"North American Co for Life and Health   ","A+","ADDvantage 10","785.00","785.00","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term","790.00","790.00","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term  (OR)","790.00","790.00","Pf"
"ReliaStar Life Insurance of NY    (ING) ","A","TermSmart 10 - 10 Year Term  (NY)","790.00","790.00","Pf"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) GLT 10 Year Term","792.50","792.50","Pf"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) GLT 10 Year Term","792.50","792.50","Pf"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term  (CA)","800.00","800.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","820.00","820.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","820.00","820.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","820.00","820.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","820.00","820.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10","820.00","820.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","820.00","820.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","820.00","820.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","820.00","820.00","Pf"
"Western-Southern Life Assurance Company ","A+","10-Year Guaranteed Level Term","820.00","820.00","Pf"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","826.50","826.50","Pf"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","826.50","826.50","Pf"
"Fidelity Life Association               ","A-","Loyalty Value Term - 10 Year","835.00","835.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Express 10  (250K+)","837.50","837.50","Pf"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","842.50","842.50","Pf"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","842.50","842.50","Pf"
"Trustmark Insurance Company             ","A-","TermNet 10-Year Term","847.50","847.50","Pf"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 10","848.50","848.50","Pf"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","850.00","850.00","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","855.00","855.00","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 10 Year","855.00","855.00","Pf"
"Gleaner Life Insurance Society          ","A-","Gleaner Term - 10-Year","857.50","857.50","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term  (NY)","867.50","867.50","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","867.50","867.50","Pf"
"American United Life Insurance Company  ","A+","American Protector Plus - LTP 10/10","870.00","870.00","Pf"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","871.50","871.50","Pf"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year  (CT)","871.50","871.50","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","872.50","872.50","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress / WA)","872.50","872.50","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 10 (NY/<250K PruXpress)","872.50","872.50","Pf"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","872.50","872.50","Pf"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","875.00","875.00","Pf"
"EMC National Life Company               ","A-","Term Select - 10 Year","877.50","877.50","Pf"
"Sagicor Life Insurance Company          ","A-","SI - Sage Term 10  (Simplified Issue)","882.50","882.50","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter LB 10","885.00","885.00","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","890.00","890.00","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term","897.50","897.50","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","897.50","897.50","Pf"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","905.00","905.00","Pf"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","905.00","905.00","Pf"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) - 10 Year Term II  (VI)","907.50","907.50","Pf"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 10","915.00","915.00","Pf"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","920.00","920.00","Pf"
"National Benefit Life Insurance Company ","A+","Custom Advantage - 10 Year","932.50","932.50","Rg"
"Primerica Life Insurance Company        ","A+","Custom Advantage - 10 Year","932.50","932.50","Rg"
"Farmers New World Life Insurance Company","A","Value Term - 10 Year","933.50","933.50","Pf"
"Woman's Life Insurance Society          ","","Ten Year Renewable and Convertible Term","942.50","942.50","Pf"
"New York Life Insurance Company         ","A++","10 Year Level Term (10LCT)","947.50","947.50","Pf"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year","950.00","950.00","Pf"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year  (OR)","950.00","950.00","Pf"
"Baltimore Life Insurance Company        ","B++","Secure Solutions Protector - 10 Year","955.00","955.00","Pf"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","955.50","955.50","Rg"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","955.50","955.50","Rg"
"Grange Life Insurance Company           ","A-","Select Choice Level Term 10 year","957.50","957.50","Pf"
"Principal Life Insurance Company        ","A+","10-Year Term (2014)","957.50","957.50","Pf"
"Principal National Life Insurance Co    ","A+","10-Year Term (2014)","957.50","957.50","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY)","960.00","960.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY/WA)","960.00","960.00","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Elite 10  (NY/<250K PruXpress ONLY)","960.00","960.00","Pf"
"Aviva Life and Annuity Company          ","B++","10 Year Term 01-2010","962.50","962.50","Pf"
"Aviva Life and Annuity of New York      ","B++","Term 10 01-2010","962.50","962.50","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","975.00","975.00","Pf"
"National Western Life Insurance Company ","A","NWL Term 10","982.50","982.50","Pf"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","982.50","982.50","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10","985.00","985.00","Pf"
"Gleaner Life Insurance Society          ","A-","Gleaner Term - 10-Year","992.50","992.50","Rg"
"National Western Life Insurance Company ","A","NWL Secure Term 10","1,000.00","1,000.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","1,022.50","1,022.50","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","1,022.50","1,022.50","Pf"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","1,030.00","1,030.00","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","1,030.00","1,030.00","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","1,035.00","1,035.00","Rg"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","1,047.50","1,047.50","Rg"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","1,047.50","1,047.50","Rg"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","1,062.50","1,062.50","Rg"
"AAA Life Insurance Company              ","A-","10 Year Level Term","1,075.00","1,075.00","Rg"
"Allstate Life Insurance Co of New York  ","A+","TrueTerm (2012) - 10 Year","1,075.00","1,075.00","Pf"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) GLT 10 Year Term","1,080.00","1,080.00","Rg"
