"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year","212.00","212.00","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year Plus","219.00","219.00","P+"
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","229.00","229.00","P+"
"Protective Life Insurance Company       ","A+","Custom Choice UL - 10 Year No Lapse","230.27","230.27","P+"
"AAA Life Insurance Company              ","A-","10 Year Level Term","255.00","255.00","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","259.00","259.00","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","259.00","259.00","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year","261.00","261.00","Pf"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","263.00","263.00","P+"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","263.00","263.00","P+"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","263.00","263.00","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","264.45","264.45","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","264.45","264.45","P+"
"Securian Life Insurance Company         ","A+","Advantage Elite Term Life - 10 Year","267.00","267.00","P+"
"Hartford Life and Annuity Insurance Co  ","A","Hartford Bicentennial Term 10","268.00","268.00","P+"
"Hartford Life Insurance Company         ","A","Hartford Bicentennial Term 10","268.00","268.00","P+"
"Midland National Life Insurance Company ","A+","Premier CS4 - 10 Year Term","268.00","268.00","P+"
"North American Co for Life and Health   ","A+","ADDvantage 10","268.00","268.00","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","272.00","272.00","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year Plus","272.00","272.00","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","272.00","272.00","Pf"
"Protective Life Insurance Company       ","A+","Custom Choice UL - 10 Year No Lapse","272.28","272.28","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","276.00","276.00","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","276.00","276.00","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","276.00","276.00","P+"
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","276.00","276.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","277.00","277.00","P+"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","277.00","277.00","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","279.00","279.00","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term  (OR)","279.00","279.00","P+"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","279.00","279.00","P+"
"Illinois Mutual Life Insurance Company  ","B++","10-Year Term","285.00","285.00","P+"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term","286.00","286.00","P+"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term  (OR)","286.00","286.00","P+"
"ReliaStar Life Insurance of NY    (ING) ","A","TermSmart 10 - 10 Year Term  (NY)","286.00","286.00","P+"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","294.00","294.00","P+"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term  (NY)","294.00","294.00","P+"
"EMC National Life Company               ","B++","Term Select - 10 Year","297.00","297.00","P+"
"Sagicor Life Insurance Company          ","A-","Platinum Series 10","298.00","298.00","P+"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","300.00","300.00","P+"
"United States Life Ins in the City of NY","A","Select-a-Term - 10 Year","300.00","300.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","305.00","305.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10","305.00","305.00","P+"
"Gleaner Life Insurance Society          ","A-","Gleaner Term - 10-Year","305.00","305.00","P+"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","307.00","307.00","P+"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","309.00","309.00","P+"
"Protective Life & Annuity Insurance Co  ","A+","Empire Term - 10 Year","309.00","309.00","P+"
"Midland National Life Insurance Company ","A+","Executive CS3 - 10 Year Term","310.00","310.00","P+"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","311.00","311.00","Pf"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","311.00","311.00","Pf"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","311.00","311.00","P+"
"AAA Life Insurance Company              ","A-","10 Year Level Term","315.00","315.00","Pf"
