"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","82.00","82.00","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","84.00","84.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","85.00","85.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","85.00","85.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","85.00","85.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","85.00","85.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10","85.00","85.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","85.00","85.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","85.00","85.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","85.00","85.00","P+"
"Protective Life Insurance Company       ","A+","Custom Choice UL - 10 Year No Lapse","85.09","85.09","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","86.00","86.00","P+"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","86.00","86.00","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","87.00","87.00","P+"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","87.00","87.00","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","87.00","87.00","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","90.00","90.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","93.00","93.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","93.00","93.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","93.00","93.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","93.00","93.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10","93.00","93.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","93.00","93.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","93.00","93.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","93.00","93.00","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","93.00","93.00","Pf"
"Protective Life Insurance Company       ","A+","Custom Choice UL - 10 Year No Lapse","95.18","95.18","Pf"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","98.00","98.00","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","100.00","100.00","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","101.00","101.00","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","101.00","101.00","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","101.00","101.00","P+"
"Transamerica Life Insurance Company     ","A-","Trendsetter Super 10","101.00","101.00","P+"
"Transamerica Life Insurance Company     ","A-","Trendsetter Super 10  (MD)","101.00","101.00","P+"
"AAA Life Insurance Company              ","A-","10 Year Level Term","102.00","102.00","P+"
"American United Life Insurance Company  ","A+","American Protector Plus - 10-Year Level","102.00","102.00","P+"
"EMC National Life Company               ","A-","Term Select - 10 Year","103.00","103.00","P+"
"Midland National Life Insurance Company ","A+","Premier CS6 - 10 Year Term","103.00","103.00","P+"
"North American Co for Life and Health   ","A+","ADDvantage 10","103.00","103.00","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","103.00","103.00","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","103.00","103.00","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","104.00","104.00","Pf"
