"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","178.00","48.06","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","185.00","49.95","Pf"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","195.00","52.65","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term","203.00","53.80","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","203.00","53.80","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","205.00","53.30","Pf"
"Transamerica Life Insurance Company     ","A-","Trendsetter Super 10","206.00","53.56","Pf"
"Transamerica Life Insurance Company     ","A-","Trendsetter Super 10  (MD)","206.00","53.56","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","207.00","54.86","Pf"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","219.00","59.13","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","222.00","57.72","Pf"
"American United Life Insurance Company  ","A+","American Protector Plus - 10-Year Level","226.00","60.89","Pf"
"EMC National Life Company               ","A-","Term Select - 10 Year","228.00","60.42","Pf"
"Fidelity Life Association               ","A-","Hybrid Term - 10 Year (with blood test)","228.00","63.84","Pf"
"MetLife Insurance Company USA           ","A+","Guaranteed Level Term 10","228.00","61.56","Pf"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","228.00","61.56","Pf"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","228.00","59.28","Pf"
"Woman's Life Insurance Society          ","","Ten Year Renewable and Convertible Term","230.00","64.40","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","232.00","60.32","Pf"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","232.00","60.32","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","232.00","60.32","Pf"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","232.00","60.32","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term","235.00","62.28","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term  (OR)","235.00","62.28","Pf"
"ReliaStar Life Insurance of NY          ","A","TermSmart 10 - 10 Year Term  (NY)","235.00","62.28","Pf"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","237.00","61.42","Pf"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","237.00","61.42","Pf"
"New York Life Insurance Company         ","A++","10 Year Level Term (10LCT)","237.00","66.06","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","241.00","65.07","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","241.00","63.87","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","241.00","65.07","Pf"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","242.00","65.34","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","243.00","63.18","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","243.00","63.18","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","243.00","63.18","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","243.00","63.18","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10","243.00","63.18","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","243.00","63.18","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","243.00","63.18","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","243.00","63.18","Pf"
"National Western Life Insurance Company ","A","NWL Term 10","243.00","64.40","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","248.00","66.96","Rg"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","248.00","64.48","Pf"
"Sagicor Life Insurance Company          ","A-","SI - Sage Term 10  (Simplified Issue)","248.00","65.72","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 10 Year","248.00","66.96","Rg"
"National Western Life Insurance Company ","A","NWL Secure Term 10","249.00","65.99","Pf"
"Grange Life Insurance Company           ","A-","Select Choice Level Term 10 year","250.00","70.00","Pf"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","252.00","65.52","Rg"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","252.00","65.52","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (2005)","253.00","67.05","Pf"
"Midland National Life Insurance Company ","A+","Premier CS6 - 10 Year Term","255.00","69.87","Pf"
"North American Co for Life and Health   ","A+","ADDvantage 10","255.00","69.87","Pf"
"Motorists Life Insurance Company        ","A-","Your Term Life Plan - 10-Year","256.00","66.56","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","257.00","68.11","Rg"
