"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","145.00","39.15","P+"
"MetLife Insurance Company USA           ","A+","Guaranteed Level Term 10","149.00","40.23","P+"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","149.00","40.23","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","150.00","40.50","P+"
"Protective Life Insurance Company       ","A+","Custom Choice UL - 10 Year No Lapse","152.18","39.03","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","160.00","41.60","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","160.00","41.60","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","160.00","41.60","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","160.00","41.60","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","160.00","41.60","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","160.00","41.60","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10","160.00","41.60","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","160.00","41.60","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","160.00","41.60","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","160.00","41.60","P+"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","160.00","43.20","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","160.00","41.60","P+"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","160.00","41.60","P+"
"AAA Life Insurance Company              ","A-","10 Year Level Term","165.00","42.90","P+"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","165.00","43.07","P+"
"Symetra Life Insurance Company          ","A","10 Year Level Term","165.00","43.73","P+"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","165.00","43.73","P+"
"American National Insurance Company     ","A","ANICO Signature Term 10","170.00","45.05","P+"
"American National Life Ins Company of NY","A","ANICO Signature Term 10","170.00","45.05","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","170.00","45.05","P+"
"Standard Life and Accident Insurance Co ","A","Advantage Shield Term 10","170.00","45.05","P+"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","174.00","46.11","P+"
"MetLife Insurance Company USA           ","A+","Guaranteed Level Term 10","174.00","46.98","P+"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","174.00","46.98","P+"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","175.00","45.50","P+"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","175.00","47.25","P+"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","178.00","48.06","P+"
"American United Life Insurance Company  ","A+","American Protector Plus - 10-Year Level","180.00","48.70","P+"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","180.00","46.60","P+"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","180.00","46.60","P+"
"Midland National Life Insurance Company ","A+","Premier CS6 - 10 Year Term","180.00","49.32","P+"
"North American Co for Life and Health   ","A+","ADDvantage 10","180.00","49.32","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","180.00","48.60","Pf"
"Royal Neighbors of America              ","A-","Royal Advantage 10 - 10 Year Level Term","180.00","47.70","P+"
"Transamerica Life Insurance Company     ","A-","Trendsetter Super 10","180.00","46.80","P+"
"Transamerica Life Insurance Company     ","A-","Trendsetter Super 10  (MD)","180.00","46.80","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","180.50","46.93","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","180.50","46.93","P+"
"MetLife Insurance Company USA           ","A+","Guaranteed Level Term 10","184.00","49.68","Pf"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","184.00","49.68","Pf"
"Principal Life Insurance Company        ","A+","10-Year Term (2014)","185.00","48.56","P+"
"Principal National Life Insurance Co    ","A+","10-Year Term (2014)","185.00","48.56","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","185.00","49.95","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","185.00","49.95","P+"
"Protective Life Insurance Company       ","A+","Custom Choice UL - 10 Year No Lapse","186.48","47.83","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","190.00","50.35","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","190.00","51.30","Pf"
"AXA Equitable Life Insurance Company    ","A+","Equitable Term 10  (151X)","195.00","53.78","P+"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 10 Year","195.00","52.65","P+"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (2005)","195.00","51.68","P+"
"AAA Life Insurance Company              ","A-","10 Year Level Term","200.00","52.00","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","200.00","52.00","Pf"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","200.00","52.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","200.00","52.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","200.00","52.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","200.00","52.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","200.00","52.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10","200.00","52.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","200.00","52.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","200.00","52.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","200.00","52.00","Pf"
"John Hancock Life Insurance Company USA ","A+","10 Year Level Premium Term","200.00","53.54","P+"
"John Hancock Life Insurance Company NY  ","A+","10 Year Level Premium Term","200.00","53.54","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","200.00","52.00","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term","200.00","53.00","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","200.00","53.00","Pf"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","200.00","52.00","P+"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","200.00","52.00","Pf"
"EMC National Life Company               ","A-","Term Select - 10 Year","205.00","54.33","P+"
"Fidelity Life Association               ","A-","Loyalty Value Term - 10 Year","205.00","57.40","P+"
"Illinois Mutual Life Insurance Company  ","B++","Protector Term Life 10-Year","205.00","54.33","P+"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","205.00","55.35","Pf"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","205.00","53.51","P+"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term","205.00","54.33","P+"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term  (OR)","205.00","54.33","P+"
"ReliaStar Life Insurance of NY          ","A","TermSmart 10 - 10 Year Term  (NY)","205.00","54.33","P+"
"American National Insurance Company     ","A","ANICO Signature Term 10","210.00","55.65","Pf"
"American National Life Ins Company of NY","A","ANICO Signature Term 10","210.00","55.65","Pf"
