"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","590.00","156.35","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","610.00","164.70","P+"
"MetLife Insurance Company USA           ","A+","Guaranteed Level Term 10","619.00","167.13","P+"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","619.00","167.13","P+"
"Protective Life Insurance Company       ","A+","Custom Choice UL - 10 Year No Lapse","622.62","159.69","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","625.00","162.50","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","625.00","162.50","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","625.00","162.50","P+"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","625.00","162.50","P+"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","628.00","169.56","P+"
"AAA Life Insurance Company              ","A-","10 Year Level Term","630.00","163.80","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","635.00","165.10","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","635.00","165.10","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","635.00","165.10","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","635.00","165.10","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10","635.00","165.10","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","635.00","165.10","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","635.00","165.10","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","635.00","165.10","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","635.00","171.45","P+"
"Lincoln Life & Annuity Company of NY    ","A+","LifeElement (SM) Level Term - 10 Year","640.00","167.68","P+"
"Lincoln National Life Insurance Company ","A+","LifeElement (SM) Level Term 10 (2014)","640.00","167.68","P+"
"Lincoln National Life Insurance Company ","A+","LifeElement (SM) Level Term - 10 Year","640.00","167.68","P+"
"Midland National Life Insurance Company ","A+","Premier CS6 - 10 Year Term","640.00","175.36","P+"
"North American Co for Life and Health   ","A+","ADDvantage 10","640.00","175.36","P+"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 10 Year","645.00","174.15","P+"
"American National Insurance Company     ","A","ANICO Signature Term 10","650.00","172.25","P+"
"American National Life Ins Company of NY","A","ANICO Signature Term 10","650.00","172.25","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","650.00","175.50","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","650.00","175.50","P+"
"Standard Life and Accident Insurance Co ","A","Advantage Shield Term 10","650.00","172.25","P+"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","660.00","174.90","P+"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","665.00","173.57","P+"
"Principal Life Insurance Company        ","A+","10-Year Term (2014)","665.00","174.56","P+"
"Principal National Life Insurance Co    ","A+","10-Year Term (2014)","665.00","174.56","P+"
"Motorists Life Insurance Company        ","A-","Your Term Life Plan - 10-Year","667.00","173.42","P+"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","670.00","174.00","P+"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","670.00","174.00","P+"
"AXA Equitable Life Insurance Company    ","A+","Equitable Term 10  (151X)","670.00","175.61","P+"
"Symetra Life Insurance Company          ","A","10 Year Level Term","670.00","177.55","P+"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","670.00","177.55","P+"
"Transamerica Life Insurance Company     ","A-","Trendsetter Super 10","680.00","176.80","P+"
"Transamerica Life Insurance Company     ","A-","Trendsetter Super 10  (MD)","680.00","176.80","P+"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term","690.00","182.85","P+"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term  (OR)","690.00","182.85","P+"
"ReliaStar Life Insurance of NY          ","A","TermSmart 10 - 10 Year Term  (NY)","690.00","182.85","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","690.00","179.40","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","690.00","179.40","P+"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","700.00","185.50","P+"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress / WA)","700.00","185.50","P+"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 10 (NY/<250K PruXpress)","700.00","185.50","P+"
"MetLife Insurance Company USA           ","A+","Guaranteed Level Term 10","709.00","191.43","P+"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","709.00","191.43","P+"
"Fidelity Life Association               ","A-","Loyalty Value Term - 10 Year","710.00","198.80","P+"
"John Hancock Life Insurance Company USA ","A+","10 Year Level Premium Term","710.00","188.80","P+"
"John Hancock Life Insurance Company NY  ","A+","10 Year Level Premium Term","710.00","188.80","P+"
"Guardian Life Insurance Co of America   ","A++","Level Term Gold 10","715.00","187.79","P+"
"Illinois Mutual Life Insurance Company  ","B++","Protector Term Life 10-Year","715.00","189.48","P+"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","715.00","193.05","P+"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","720.00","187.20","P+"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","720.00","194.40","P+"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","734.00","194.51","P+"
"EMC National Life Company               ","A-","Term Select - 10 Year","740.00","196.10","P+"
"Independent Order of Foresters          ","A","Foresters Lifefirst - 10 Year","740.00","192.40","P+"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","745.00","201.15","P+"
"MetLife Insurance Company USA           ","A+","Guaranteed Level Term 10","749.00","202.23","Pf"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","749.00","202.23","Pf"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","750.00","195.00","P+"
"Protective Life Insurance Company       ","A+","Custom Choice UL - 10 Year No Lapse","750.04","192.37","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","755.00","196.30","Pf"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","755.00","196.30","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","755.00","196.30","Pf"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","755.00","196.30","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","760.00","205.20","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (2005)","760.00","201.40","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","765.00","198.90","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","765.00","198.90","Pf"
