"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","155.00","41.85","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","160.00","43.20","P+"
"MetLife Insurance Company USA           ","A+","Guaranteed Level Term 10","164.00","44.28","P+"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","164.00","44.28","P+"
"Protective Life Insurance Company       ","A+","Custom Choice UL - 10 Year No Lapse","166.88","42.80","P+"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","170.00","45.90","P+"
"AAA Life Insurance Company              ","A-","10 Year Level Term","180.00","46.80","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","180.00","46.80","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","180.00","46.80","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","180.00","46.80","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","180.00","46.80","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10","180.00","46.80","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","180.00","46.80","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","180.00","46.80","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","180.00","46.80","P+"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","180.00","46.98","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","185.00","49.03","P+"
"Symetra Life Insurance Company          ","A","10 Year Level Term","185.00","49.03","P+"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","185.00","49.03","P+"
"American National Insurance Company     ","A","ANICO Signature Term 10","190.00","50.35","P+"
"American National Life Ins Company of NY","A","ANICO Signature Term 10","190.00","50.35","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","190.00","49.40","P+"
"Midland National Life Insurance Company ","A+","Premier CS6 - 10 Year Term","190.00","52.06","P+"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","190.00","49.40","P+"
"North American Co for Life and Health   ","A+","ADDvantage 10","190.00","52.06","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","190.00","49.40","P+"
"Standard Life and Accident Insurance Co ","A","Advantage Shield Term 10","190.00","50.35","P+"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","194.00","51.41","P+"
"MetLife Insurance Company USA           ","A+","Guaranteed Level Term 10","194.00","52.38","P+"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","194.00","52.38","P+"
"American United Life Insurance Company  ","A+","American Protector Plus - 10-Year Level","195.00","52.68","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","195.00","50.70","P+"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","195.00","52.65","P+"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","195.00","50.70","P+"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","198.00","53.46","P+"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","200.00","51.80","P+"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","200.00","51.80","P+"
"MTL Insurance Company                   ","A-","SelecTerm-10","200.00","54.00","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","200.50","52.13","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","200.50","52.13","P+"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","205.00","54.33","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","205.00","55.35","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","205.00","55.35","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","205.00","55.35","P+"
"Transamerica Life Insurance Company     ","A-","Trendsetter Super 10","205.00","53.30","P+"
"Transamerica Life Insurance Company     ","A-","Trendsetter Super 10  (MD)","205.00","53.30","P+"
"MetLife Insurance Company USA           ","A+","Guaranteed Level Term 10","209.00","56.43","Pf"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","209.00","56.43","Pf"
"John Hancock Life Insurance Company USA ","A+","10 Year Level Premium Term","210.00","56.19","P+"
"John Hancock Life Insurance Company NY  ","A+","10 Year Level Premium Term","210.00","56.19","P+"
"Protective Life Insurance Company       ","A+","Custom Choice UL - 10 Year No Lapse","210.98","54.11","Pf"
"Fidelity Life Association               ","A-","Loyalty Value Term - 10 Year","215.00","60.20","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","215.00","58.05","Pf"
"Principal Life Insurance Company        ","A+","10-Year Term (2014)","215.00","56.44","P+"
"Principal National Life Insurance Co    ","A+","10-Year Term (2014)","215.00","56.44","P+"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term","215.00","56.98","P+"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term  (OR)","215.00","56.98","P+"
"ReliaStar Life Insurance of NY          ","A","TermSmart 10 - 10 Year Term  (NY)","215.00","56.98","P+"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 10 Year","215.00","58.05","P+"
"AAA Life Insurance Company              ","A-","10 Year Level Term","220.00","57.20","Pf"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","225.00","58.50","Pf"
"EMC National Life Company               ","A-","Term Select - 10 Year","225.00","59.63","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","225.00","58.50","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","225.00","58.50","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","225.00","58.50","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","225.00","58.50","Pf"
