          AAA Life Insurance Company              
AAAL,10 Year Level Term,3
AAAP,10 Year Level Term  (Super Pfd/Std Plus),3
AAAL,15 Year Level Term,4
AAAP,15 Year Level Term  (Super Pfd/Std Plus),4
AAAL,20 Year Level Term,5
AAAP,20 Year Level Term  (Super Pfd/Std Plus),5
AAAL,25 Year Level Term,6
AAAP,25 Year Level Term  (Super Pfd/Std Plus),6
AAAL,30 Year Level Term,7
AAAP,30 Year Level Term  (Super Pfd/Std Plus),7
AAAL,15 Year Level Term  (with ROP),J
AAAP,15 Year Level Term  (Super Pfd/Std Plus),J
AAAL,20 Year Level Term  (with ROP),K
AAAP,20 Year Level Term  (Super Pfd/Std Plus),K
AAAL,25 Year Level Term  (with ROP),L
AAAP,25 Year Level Term  (Super Pfd/Std Plus),L
AAAL,30 Year Level Term  (with ROP),M
AAAP,30 Year Level Term  (Super Pfd/Std Plus),M
          Allianz Life Insurance Company of NA    
ALSI,Term Life 2009 - 10 Year,3
ALSU,Term Life 2009 - 10 Year  (Ultra),3
ALSS,Term Life 2009 - 10 Year  (Super),3
ALSP,Term Life 2009 - 10 Year  (Pfd Plus),3
ALSI,Term Life 2009 - 20 Year,5
ALSU,Term Life 2009 - 20 Year  (Ultra),5
ALSS,Term Life 2009 - 20 Year  (Super),5
ALSP,Term Life 2009 - 20 Year  (Pfd Plus),5
ALSI,Term Life 2009 - 30 Year,7
ALSU,Term Life 2009 - 30 Year  (Ultra),7
ALSS,Term Life 2009 - 30 Year  (Super),7
ALSP,Term Life 2009 - 30 Year  (Pfd Plus),7
ALWI,Generation Planner II - U/L no lapse,8
ALWS,Generation Planner II  (P+ Super/R+ Sel),8
ALUI,Generation Planner II  (1980 CSO),8
ALUS,Generation Planner II  (P+ Super/R+ Sel),8
          American-Amicable Life Insurance of TX  
AMAM,Easy Term 10  (Simplified Issue),3
AMAM,Easy Term 20  (Simplified Issue),5
AMAM,Easy Term 30  (Simplified Issue),7
AMAM,Easy Term 20 w/ROP  (Simplified 06-9691),K
AMBM,Easy Term 20 w/ROP  (Simplified 07-9734),K
AMAM,Easy Term 30 w/ROP  (Simplified 06-9691),M
AMBM,Easy Term 30 w/ROP  (Simplified 07-9734),M
          American Community Mutual Insurance     
AMCO,Term 10 Level Term Life,3
AMCO,Term 15 Level Term Life,4
AMCO,Term 20 Level Term Life,5
          American Fidelity Assurance Company     
AMFI,T2 EZ 20 Year,5
AMFI,T2 EZ 25 Year,6
AMFI,T2 EZ 30 Year,7
          American General Life Insurance Company 
ARRG,Select-a-Term - 10 Year,3
ARRH,Select-a-Term - 10 Year  (Plus),3
ARRG,Select-a-Term - 15 Year,4
ARRH,Select-a-Term - 15 Year  (Plus),4
ARRG,Select-a-Term - 20 Year,5
ARRH,Select-a-Term - 20 Year  (Plus),5
ARRG,Select-a-Term - 25 Year,6
ARRH,Select-a-Term - 25 Year  (Plus),6
ARRG,Select-a-Term - 30 Year,7
ARRH,Select-a-Term - 30 Year  (Plus),7
ARRG,Select-a-Term - Level to 65,T
ARRH,Select-a-Term - Level to 65 (Plus),T
ARRG,Select-a-Term - Level to 70,U
ARRH,Select-a-Term - Level to 70 (Plus),U
ARRG,Select-a-Term - Level to 75,V
