"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Woman's Life Insurance Society          ","","Ten Year Renewable and Convertible Term","400.00","112.00","Pf"
"Assurity Life Insurance Company         ","A-","Term 350 Plus - 10-year Term","405.00","106.92","Pf"
"Assurity Life Insurance Company         ","A-","Term 350 Plus - 10-year Term  (WA)","405.00","106.92","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year","420.00","113.40","Pf"
"Assurity Life Insurance Company         ","A-","Term 350 Plus - 10-year Term","440.00","116.16","Rg"
"Assurity Life Insurance Company         ","A-","Term 350 Plus - 10-year Term  (WA)","440.00","116.16","Rg"
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","445.00","117.92","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year Plus","450.00","121.50","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","455.00","118.30","Pf"
"AXA Equitable Life Insurance Company    ","A+","Equitable Term 10  (151X)","460.00","121.75","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","460.00","124.20","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","460.00","121.90","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","460.00","124.20","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","470.00","124.55","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","475.00","123.50","Pf"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","475.00","123.50","Pf"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term  (CA)","475.00","123.98","Pf"
"Transamerica Life Insurance Company     ","A-","Trendsetter Super 10","475.00","123.50","Pf"
"Transamerica Life Insurance Company     ","A-","Trendsetter Super 10  (MD)","475.00","123.50","Pf"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","475.00","123.50","Pf"
"American United Life Insurance Company  ","A+","American Protector Plus - LTP 10/10","485.00","N/A","Pf"
"Sagicor Life Insurance Company          ","A-","10 Year Term","490.00","129.85","Pf"
"Woman's Life Insurance Society          ","","Ten Year Renewable and Convertible Term","490.00","137.20","Rg"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","495.00","133.65","Pf"
"National Western Life Insurance Company ","A","NWL Term 10","495.00","131.17","Pf"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","500.00","130.00","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","500.00","130.00","Pf"
"Trustmark Insurance Company             ","A-","TermNet 10-Year Term","500.00","130.00","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10","505.00","136.35","Pf"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","505.00","136.35","Pf"
"National Western Life Insurance Company ","A","NWL Secure Term 10","510.00","135.15","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term","510.00","135.15","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","510.00","135.15","Pf"
"Transamerica Life Insurance Company     ","A-","Trendsetter Express 10  (250K+)","515.00","133.90","Pf"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 10","519.00","135.54","Pf"
"American National Insurance Company     ","A","ANICO Signature Term 10","525.00","139.12","Pf"
"American National Life Ins Company of NY","A","ANICO Signature Term 10","525.00","139.12","Pf"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","525.00","136.30","Pf"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","525.00","136.30","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year","525.00","141.75","Rg"
"Standard Life and Accident Insurance Co ","A","Advantage Shield Term 10","525.00","139.12","Pf"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","525.00","136.50","Pf"
"Baltimore Life Insurance Company        ","B++","Secure Solutions Protector - 10 Year","530.00","143.10","Pf"
"Illinois Mutual Life Insurance Company  ","B++","Protector Term Life 10-Year","530.00","140.45","Pf"
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","530.00","140.45","Rg"
"Aurora National Life Assurance Company  ","","10-Year Term","535.00","141.77","Rg"
"Grange Life Insurance Company           ","A-","Select Choice Level Term 10 year","540.00","151.20","Pf"
"Lincoln Life & Annuity Company of NY    ","A+","LifeElement (SM) Level Term - 10 Year","540.00","141.48","Pf"
"Lincoln National Life Insurance Company ","A+","LifeElement (SM) Level Term - 10 Year","540.00","141.48","Pf"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","545.00","142.25","Pf"
"Fidelity Life Association               ","A-","Hybrid Term - 10 Year (with blood test)","550.00","154.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","550.00","143.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA & TX)","550.00","143.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","550.00","143.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10","550.00","143.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA & TX)","550.00","143.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","550.00","143.00","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","550.00","148.50","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","550.00","143.00","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year Plus","550.00","148.50","Rg"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 10 Year","550.00","148.50","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","550.00","148.50","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","550.00","145.75","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","550.00","148.50","Rg"
"Motorists Life Insurance Company        ","A-","Value Term Plus - 10-Year Plan","552.00","143.52","Pf"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","554.00","146.81","Pf"
"United States Life Ins in the City of NY","A","Select-a-Term - 10 Year","554.00","146.81","Pf"
"EMC National Life Company               ","A-","Term Select - 10 Year","555.00","147.07","Pf"
"Protective Life & Annuity Insurance Co  ","A+","Empire Term - 10 Year","555.00","147.07","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","555.00","147.07","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress / WA)","555.00","147.07","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 10 (NY/<250K PruXpress)","555.00","147.07","Pf"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","555.00","149.85","Pf"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","555.00","144.30","Rg"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","555.00","144.30","Rg"
"Transamerica Life Insurance Company     ","A-","Trendsetter LB 10","555.00","144.30","Pf"
"Farmers New World Life Insurance Company","A","Value Term - 10 Year","556.00","141.00","Pf"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","559.00","150.93","Pf"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10  (MN,OH,VA,WA)","559.00","150.93","Pf"
"Guardian Life Insurance Co of America   ","A++","Level Term Gold 10","560.00","147.08","Rg"
"Hartford Life and Annuity Insurance Co  ","A-","Hartford Bicentennial Term 10","560.00","145.60","Pf"
"Hartford Life Insurance Company         ","A-","Hartford Bicentennial Term 10","560.00","145.60","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term","560.00","148.40","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term  (OR)","560.00","148.40","Pf"
"ReliaStar Life Insurance of NY    (ING) ","A","TermSmart 10 - 10 Year Term  (NY)","560.00","148.40","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","565.00","149.72","Rg"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","565.00","152.55","Rg"
"Midland National Life Insurance Company ","A+","Premier CS5 - 10 Year Term","570.00","152.84","Pf"
"North American Co for Life and Health   ","A+","ADDvantage 10 Gen 6","570.00","162.45","Pf"
