"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year","212.00","57.24","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year Plus","219.00","59.13","P+"
"Protective Life Insurance Company       ","A+","Custom Choice UL - 10 Year No Lapse","227.96","58.47","P+"
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","229.00","60.68","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","230.00","59.80","P+"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","230.00","59.80","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","236.00","61.36","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA & TX)","236.00","61.36","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","236.00","61.36","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10","236.00","61.36","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA & TX)","236.00","61.36","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","236.00","61.36","P+"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","254.00","66.04","P+"
"AAA Life Insurance Company              ","A-","10 Year Level Term","255.00","66.30","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","259.00","67.34","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","259.00","67.34","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year","261.00","70.47","Pf"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","263.00","68.18","P+"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","263.00","68.18","P+"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","263.00","69.69","P+"
"Motorists Life Insurance Company        ","A-","Value Term Plus - 10-Year Plan","263.00","68.38","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","264.45","68.76","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","264.45","68.76","P+"
"Midland National Life Insurance Company ","A+","Premier CS5 - 10 Year Term","266.00","71.67","P+"
"North American Co for Life and Health   ","A+","ADDvantage 10 Gen 6","266.00","75.81","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","268.00","69.68","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA & TX)","268.00","69.68","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","268.00","69.68","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10","268.00","69.68","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA & TX)","268.00","69.68","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","268.00","69.68","Pf"
"Hartford Life and Annuity Insurance Co  ","A-","Hartford Bicentennial Term 10","268.00","69.68","P+"
"Hartford Life Insurance Company         ","A-","Hartford Bicentennial Term 10","268.00","69.68","P+"
"Protective Life Insurance Company       ","A+","Custom Choice UL - 10 Year No Lapse","269.54","69.14","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","272.00","70.72","Pf"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","272.00","70.72","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year Plus","272.00","73.44","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","272.00","70.72","Pf"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","272.00","70.72","Pf"
"American United Life Insurance Company  ","A+","American Protector Plus - LTP 10/10","273.00","N/A","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","273.00","70.98","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","273.00","70.98","P+"
