"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year","480.00","129.60","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year Plus","505.00","136.35","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","525.00","136.50","Pf"
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","540.00","143.10","Pf"
"AXA Equitable Life Insurance Company    ","A+","Equitable Term 10  (151X)","555.00","146.12","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","560.00","151.20","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","560.00","148.40","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","560.00","151.20","Pf"
"American United Life Insurance Company  ","A+","American Protector Plus - LTP 10/10","570.00","N/A","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","570.00","148.20","Pf"
"Lincoln Life & Annuity Company of NY    ","A+","LifeElement (SM) Level Term - 10 Year","570.00","149.34","Pf"
"Lincoln National Life Insurance Company ","A+","LifeElement (SM) Level Term - 10 Year","570.00","149.34","Pf"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","570.00","148.20","Pf"
"Woman's Life Insurance Society          ","","Ten Year Renewable and Convertible Term","570.00","159.60","Pf"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term  (CA)","575.00","150.08","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","580.00","153.70","Pf"
"Fidelity Life Association               ","A-","Hybrid Term - 10 Year (with blood test)","580.00","162.40","Pf"
"National Western Life Insurance Company ","A","NWL Term 10","580.00","153.70","Pf"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","580.00","156.60","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term","585.00","155.02","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","585.00","155.02","Pf"
"Illinois Mutual Life Insurance Company  ","B++","Protector Term Life 10-Year","590.00","156.35","Pf"
"Sagicor Life Insurance Company          ","A-","10 Year Term","590.00","156.35","Pf"
"Transamerica Life Insurance Company     ","A-","Trendsetter Super 10","590.00","153.40","Pf"
"Transamerica Life Insurance Company     ","A-","Trendsetter Super 10  (MD)","590.00","153.40","Pf"
"American National Insurance Company     ","A","ANICO Signature Term 10","595.00","157.67","Pf"
"American National Life Ins Company of NY","A","ANICO Signature Term 10","595.00","157.67","Pf"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","595.00","154.70","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","595.00","154.70","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA & TX)","595.00","154.70","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","595.00","154.70","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10","595.00","154.70","Pf"
