"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year","83.00","22.41","P+"
"Protective Life Insurance Company       ","A+","Custom Choice UL - 10 Year No Lapse","83.42","21.40","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year Plus","84.00","22.68","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","88.00","22.88","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","88.00","22.88","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","89.00","23.14","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA & TX)","89.00","23.14","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","89.00","23.14","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10","89.00","23.14","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA & TX)","89.00","23.14","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","89.00","23.14","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","91.00","23.66","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","91.00","23.66","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","93.00","24.18","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA & TX)","93.00","24.18","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","93.00","24.18","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10","93.00","24.18","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA & TX)","93.00","24.18","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","93.00","24.18","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year","93.00","25.11","Pf"
"Protective Life Insurance Company       ","A+","Custom Choice UL - 10 Year No Lapse","94.31","24.19","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year Plus","95.00","25.65","Pf"
"Gleaner Life Insurance Society          ","A-","Gleaner Term - 10-Year","100.00","26.00","P+"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","101.00","26.26","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","101.00","27.27","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","101.00","26.76","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","101.00","27.27","P+"
"AAA Life Insurance Company              ","A-","10 Year Level Term","102.00","26.52","P+"
"American United Life Insurance Company  ","A+","American Protector Plus - LTP 10/10","102.00","N/A","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","102.00","26.52","P+"
"Transamerica Life Insurance Company     ","A-","Trendsetter Super 10","102.00","26.52","P+"
"Transamerica Life Insurance Company     ","A-","Trendsetter Super 10  (MD)","102.00","26.52","P+"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","102.00","26.52","P+"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","103.00","26.58","P+"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","103.00","26.58","P+"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","103.00","27.29","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","104.00","27.04","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","104.00","27.04","P+"
"Midland National Life Insurance Company ","A+","Premier CS5 - 10 Year Term","105.00","28.68","P+"
"North American Co for Life and Health   ","A+","ADDvantage 10 Gen 6","105.00","29.92","P+"
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","105.00","27.82","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","107.00","27.82","R+"
"EMC National Life Company               ","A-","Term Select - 10 Year","107.00","28.35","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year","107.00","28.89","R+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","107.00","27.82","R+"
"Hartford Life and Annuity Insurance Co  ","A-","Hartford Bicentennial Term 10","108.00","28.08","P+"
"Hartford Life Insurance Company         ","A-","Hartford Bicentennial Term 10","108.00","28.08","P+"
"Motorists Life Insurance Company        ","A-","Value Term Plus - 10-Year Plan","108.00","28.08","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","108.00","28.08","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","108.00","28.08","P+"
"New York Life Insurance Company         ","A++","10 Year Level Term (10LCT)","109.00","32.14","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year Plus","109.00","29.43","R+"
"Gleaner Life Insurance Society          ","A-","Gleaner Term - 10-Year","110.00","28.60","P+"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","110.00","28.60","P+"
"AAA Life Insurance Company              ","A-","10 Year Level Term","111.00","28.86","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term  (NY)","111.00","28.86","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","111.00","29.97","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","111.00","29.41","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","111.00","29.97","Pf"
