"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year","115.00","31.05","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year Plus","119.00","32.13","P+"
"Protective Life Insurance Company       ","A+","Custom Choice UL - 10 Year No Lapse","126.98","32.57","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","133.00","34.58","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","133.00","34.58","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","136.00","35.36","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA & TX)","136.00","35.36","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","136.00","35.36","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","136.00","35.36","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10","136.00","35.36","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA & TX)","136.00","35.36","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","136.00","35.36","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","136.00","35.36","P+"
"AAA Life Insurance Company              ","A-","10 Year Level Term","139.00","36.14","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year","139.00","37.53","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","140.00","36.40","P+"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","142.00","36.72","P+"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","142.00","36.72","P+"
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","143.00","37.89","P+"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","144.00","38.16","P+"
"Transamerica Life Insurance Company     ","A-","Trendsetter Super 10","145.00","37.70","P+"
"Transamerica Life Insurance Company     ","A-","Trendsetter Super 10  (MD)","145.00","37.70","P+"
"Protective Life Insurance Company       ","A+","Custom Choice UL - 10 Year No Lapse","146.78","37.65","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","147.00","38.22","P+"
"Midland National Life Insurance Company ","A+","Premier CS5 - 10 Year Term","147.00","39.90","P+"
"North American Co for Life and Health   ","A+","ADDvantage 10 Gen 6","147.00","41.89","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year Plus","147.00","39.69","Pf"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","147.00","38.22","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","148.00","38.48","Pf"
"Motorists Life Insurance Company        ","A-","Value Term Plus - 10-Year Plan","148.00","38.48","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","148.00","38.48","Pf"
"Hartford Life and Annuity Insurance Co  ","A-","Hartford Bicentennial Term 10","149.00","38.74","P+"
"Hartford Life Insurance Company         ","A-","Hartford Bicentennial Term 10","149.00","38.74","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","149.00","38.74","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","149.00","38.74","P+"
"American United Life Insurance Company  ","A+","American Protector Plus - LTP 10/10","150.00","N/A","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","152.00","39.52","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA & TX)","152.00","39.52","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","152.00","39.52","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10","152.00","39.52","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA & TX)","152.00","39.52","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","152.00","39.52","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","153.00","41.31","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","153.00","40.54","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","153.00","41.31","P+"
"EMC National Life Company               ","A-","Term Select - 10 Year","156.00","41.34","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","158.00","41.08","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","158.00","41.08","Pf"
"Gleaner Life Insurance Society          ","A-","Gleaner Term - 10-Year","158.00","41.08","P+"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term  (NY)","158.00","41.08","P+"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","158.00","41.08","P+"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","162.00","42.93","P+"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","162.00","41.92","Pf"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","162.00","41.92","Pf"
"United States Life Ins in the City of NY","A","Select-a-Term - 10 Year","162.00","42.93","P+"
"Aviva Life and Annuity Company          ","A-","10 Year Term 01-2010","163.00","42.38","P+"
"Aviva Life and Annuity of New York      ","A-","Term 10 01-2010","163.00","42.38","P+"
"New York Life Insurance Company         ","A++","10 Year Level Term (10LCT)","163.00","46.45","P+"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term","163.00","43.19","P+"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term  (OR)","163.00","43.19","P+"
"ReliaStar Life Insurance of NY    (ING) ","A","TermSmart 10 - 10 Year Term  (NY)","163.00","43.19","P+"
"Fidelity Life Association               ","A-","Hybrid Term - 10 Year (with blood test)","164.00","45.92","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year","164.00","44.28","R+"
"Protective Life & Annuity Insurance Co  ","A+","Empire Term - 10 Year","164.00","43.46","P+"
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","164.00","43.46","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","165.00","42.90","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","166.00","43.99","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","166.00","43.16","R+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA & TX)","166.00","43.16","R+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","166.00","43.16","R+"
"Genworth Life Insurance Company         ","A","Colony Term 10","166.00","43.16","R+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA & TX)","166.00","43.16","R+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","166.00","43.16","R+"
"Midland National Life Insurance Company ","A+","Executive CS3 - 10 Year Term","166.00","46.30","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","170.00","44.20","R+"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","170.00","44.20","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year Plus","170.00","45.90","R+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","170.00","44.20","R+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","171.00","44.46","Pf"
"Sagicor Life Insurance Company          ","A-","10 Year Term  (Simplified Issue)","171.00","45.31","Pf"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","171.00","46.17","P+"
"Transamerica Life Insurance Company     ","A-","Trendsetter Super 10","171.00","44.46","Pf"
"Transamerica Life Insurance Company     ","A-","Trendsetter Super 10  (MD)","171.00","44.46","Pf"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","171.00","44.46","Pf"
"First MetLife Investors Insurance Co    ","A+","Guaranteed Level Term 10","172.00","46.44","R+"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","172.00","46.44","R+"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10  (MN,OH,VA,WA)","172.00","46.44","R+"
"Motorists Life Insurance Company        ","A-","Value Term Plus - 10-Year Plan","172.00","44.72","P+"
"Midland National Life Insurance Company ","A+","Premier CS5 - 10 Year Term","173.00","46.84","Pf"
"North American Co for Life and Health   ","A+","ADDvantage 10 Gen 6","173.00","49.30","Pf"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","175.50","48.26","P+"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","175.50","48.26","P+"
"Gleaner Life Insurance Society          ","A-","Gleaner Term - 10-Year","176.00","45.76","P+"
"American United Life Insurance Company  ","A+","American Protector Plus - LTP 10/10","177.00","N/A","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","177.00","47.79","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","177.00","46.90","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","177.00","47.79","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term","178.00","47.17","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term  (OR)","178.00","47.17","Pf"
"ReliaStar Life Insurance of NY    (ING) ","A","TermSmart 10 - 10 Year Term  (NY)","178.00","47.17","Pf"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","180.50","49.64","Pf"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","180.50","49.64","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year","181.00","48.87","Rg"
"EMC National Life Company               ","A-","Term Select - 10 Year","182.00","48.23","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term  (NY)","182.00","47.32","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term","182.00","48.23","R+"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","182.00","48.23","R+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","182.15","47.36","Pf"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","182.15","47.36","Pf"
"Grange Life Insurance Company           ","A-","Select Choice Level Term 10 year","184.00","51.52","P+"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","184.00","47.84","P+"
"Protective Life & Annuity Insurance Co  ","A+","Empire Term - 10 Year","186.00","49.29","Pf"
"Aviva Life and Annuity Company          ","A-","10 Year Term 01-2010","187.00","48.62","Pf"
"Aviva Life and Annuity of New York      ","A-","Term 10 01-2010","187.00","48.62","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year Plus","187.00","50.49","Rg"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","187.00","48.62","Pf"
"Illinois Mutual Life Insurance Company  ","B++","Protector Term Life 10-Year","189.00","50.08","Pf"
"National Western Life Insurance Company ","A","NWL Term 10","189.00","50.08","P+"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 10","190.00","49.19","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","191.00","49.66","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA & TX)","191.00","49.66","Rg"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","191.00","49.66","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10","191.00","49.66","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA & TX)","191.00","49.66","Rg"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","191.00","49.66","Rg"
