"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Ohio National Life Assurance Corporation","A+","Term 10","165.00","44.55","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term Guaranteed 10","170.00","44.20","P+"
"Ohio National Life Assurance Corporation","A+","Term 10 Plus","170.00","45.90","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed 10","170.00","44.20","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed (OR)","170.00","44.20","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","175.00","45.50","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term  (OR)","175.00","45.50","P+"
"William Penn Life Insurance Co of NY    ","A+","Penn Term 10","175.00","45.50","P+"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term","178.00","47.17","P+"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term  (OR)","178.00","47.17","P+"
"ReliaStar Life Insurance of NY    (ING) ","A","TermSmart 10 - 10 Year Term  (NY)","178.00","47.17","P+"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Term Life - 10 Year","180.00","46.80","P+"
"Securian Life Insurance Company         ","A+","Advantage Elite Term Life - 10 Year","180.00","46.80","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term UL 10  (200K+)","180.87","45.76","P+"
"Genworth Life Insurance Company         ","A","Colony Term UL 10  (200K+)","180.87","45.76","P+"
"Genworth Life Insurance Company of NY   ","A","Colony Term UL 10  (200K+)","180.87","45.76","P+"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","184.00","48.76","P+"
"United States Life Ins in the City of NY","A","Select-a-Term - 10 Year","184.00","48.76","P+"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","185.00","48.29","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","185.00","49.03","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","185.00","49.03","P+"
"Symetra Life Insurance Company          ","A","10 Year Level Term","185.00","49.03","P+"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","185.00","49.03","P+"
"First Ameritas Life Insurance of NY     ","A","Keystone Term 10","190.00","49.20","P+"
"Midland National Life Insurance Company ","A+","Premier CS4 - 10 Year Term","190.00","51.38","P+"
"North American Co for Life and Health   ","A+","ADDvantage 10","190.00","54.15","P+"
"Union Central Life Insurance Company    ","A","Keystone Term 10","190.00","49.20","P+"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","195.00","51.68","P+"
"MTL Insurance Company                   ","A-","SelecTerm-10","195.00","51.19","P+"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","199.00","53.73","P+"
"Aviva Life and Annuity Company          ","A","10 Year Term 01-2010","200.00","52.00","P+"
"Aviva Life and Annuity of New York      ","A","Term 10 01-2010","200.00","52.00","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term Guaranteed 10","200.00","52.00","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed 10","200.00","52.00","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed (OR)","200.00","52.00","Pf"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","200.00","52.00","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","200.00","52.00","P+"
"Transamerica Life Insurance Company     ","A+","TransTerm UL 10","200.00","50.79","P+"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","205.00","53.30","P+"
"Transamerica Life Insurance Co  (TIIG)  ","A+","Trendsetter Super 10","205.00","53.30","P+"
"Transamerica Life Insurance Co  (TIIG)  ","A+","Trendsetter Super 10  (MD)","205.00","53.30","P+"
"Transamerica Life Ins Co  (Family Mkt)  ","A+","Champion Term II 10","205.00","53.30","P+"
"Transamerica Life Ins Co  (Family Mkt)  ","A+","Ultima Champion - 10 Year  (NJ,RI&VA)","205.00","53.30","P+"
"Western Reserve Life Assurance Co of OH ","A+","WRL TermPlus II 10","205.00","53.30","P+"
"Western Reserve Life Assurance Co of OH ","A+","WRL TermPlus - 10 Year  (MN & VA)","205.00","53.30","P+"
"Ohio National Life Assurance Corporation","A+","Term 10","210.00","56.70","Pf"
"Protective Life & Annuity Insurance Co  ","A+","Empire Term - 10 Year","210.00","55.65","P+"
"Royal Neighbors of America              ","A-","Royal Advantage 10 - 10 Year Level Term","210.00","55.65","P+"
"AAA Life Insurance Company              ","A-","10 Year Level Term","215.00","55.90","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","215.00","55.90","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term  (OR)","215.00","55.90","Pf"
"Principal Life Insurance Company        ","A+","10-Year Term","215.00","56.44","P+"
"Principal National Life Insurance Co    ","A+","10-Year Term","215.00","56.44","P+"
"William Penn Life Insurance Co of NY    ","A+","Penn Term 10","215.00","55.90","Pf"
"Protective Life Insurance Company       ","A+","Secure-T - 10 Year No Lapse UL  (OR)","215.28","54.39","P+"
"West Coast Life Insurance Company       ","A+","Secure-T - 10 Year No Lapse UL  (OR)","215.28","54.39","P+"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term","218.00","57.77","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term  (OR)","218.00","57.77","Pf"
"ReliaStar Life Insurance of NY    (ING) ","A","TermSmart 10 - 10 Year Term  (NY)","218.00","57.77","Pf"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year","220.00","57.20","P+"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year  (OR)","220.00","57.20","P+"
"Hartford Life and Annuity Insurance Co  ","A","Hartford Bicentennial Term 10","220.00","57.20","P+"
"Hartford Life Insurance Company         ","A","Hartford Bicentennial Term 10","220.00","57.20","P+"
"Ohio National Life Assurance Corporation","A+","Term 10 Plus","220.00","59.40","Pf"
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","220.00","58.30","P+"
"Allianz Life Insurance Company of NA    ","A","Term Life 2009 - 10 Year","223.25","60.28","P+"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","224.00","59.36","Pf"
"United States Life Ins in the City of NY","A","Select-a-Term - 10 Year","224.00","59.36","Pf"
"Illinois Mutual Life Insurance Company  ","B+","10-Year Term","225.00","59.63","P+"
"Primerica Life Insurance Company        ","A+","Custom Advantage - 10 Year","225.00","59.63","P+"
"Symetra Life Insurance Company          ","A","10 Year Level Term","225.00","59.63","P+"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (2005)","225.00","59.63","P+"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","225.00","59.63","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term UL 10  (200K+)","225.86","57.13","Pf"
"Genworth Life Insurance Company         ","A","Colony Term UL 10  (200K+)","225.86","57.13","Pf"
"Genworth Life Insurance Company of NY   ","A","Colony Term UL 10  (200K+)","225.86","57.13","Pf"
"Protective Life Insurance Company       ","A+","Secure-T - 10 Year No Lapse UL","229.34","60.85","P+"
"West Coast Life Insurance Company       ","A+","Secure-T - 10 Year No Lapse UL","229.34","60.85","P+"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","230.00","60.95","Pf"
"First Ameritas Life Insurance of NY     ","A","Keystone Term 10","230.00","59.60","Pf"
