"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Ohio National Life Assurance Corporation","A+","Term 10","1,065.00","287.55","Pf"
"NYLIFE Insurance Company of Arizona     ","A++","Term to Age 90 - 10 Year Level Term","1,095.00","293.43","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","1,100.00","286.00","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term  (OR)","1,100.00","286.00","Pf"
"William Penn Life Insurance Co of NY    ","A+","Penn Term 10","1,100.00","286.00","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term","1,103.00","292.30","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term  (OR)","1,103.00","292.30","Pf"
"ReliaStar Life Insurance of NY    (ING) ","A","TermSmart 10 - 10 Year Term  (NY)","1,103.00","292.30","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term UL 10  (200K+)","1,107.03","280.09","Pf"
"Genworth Life Insurance Company         ","A","Colony Term UL 10  (200K+)","1,107.03","280.09","Pf"
"Genworth Life Insurance Company of NY   ","A","Colony Term UL 10  (200K+)","1,107.03","280.09","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","1,110.00","294.15","Pf"
"Ohio National Life Assurance Corporation","A+","Term 10 Plus","1,115.00","301.05","Pf"
"Woman's Life Insurance Society          ","A-","Ten Year Renewable and Convertible Term","1,120.00","313.60","Pf"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","1,125.00","292.50","Pf"
"Transamerica Life Insurance Company     ","A+","TransTerm UL 10","1,135.00","287.94","Pf"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","1,155.00","301.46","Pf"
"Transamerica Life Insurance Co  (TIIG)  ","A+","Trendsetter Super 10","1,160.00","301.60","Pf"
"Transamerica Life Insurance Co  (TIIG)  ","A+","Trendsetter Super 10  (MD)","1,160.00","301.60","Pf"
"Transamerica Life Ins Co  (Family Mkt)  ","A+","Champion Term II 10","1,160.00","301.60","Pf"
"Western Reserve Life Assurance Co of OH ","A+","WRL TermPlus II 10","1,160.00","301.60","Pf"
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","1,175.00","311.38","Pf"
"Lincoln Life & Annuity Company of NY    ","A+","LifeElement (SM) Level Term - 10 Year","1,180.00","309.16","Pf"
"Lincoln National Life Insurance Company ","A+","LifeElement (SM) Level Term - 10 Year","1,180.00","309.16","Pf"
"Trustmark Insurance Company             ","A-","TermNet 10-Year Term","1,185.00","308.10","Pf"
"Hartford Life and Annuity Insurance Co  ","A","Hartford Bicentennial Term 10","1,190.00","309.40","Pf"
"Hartford Life Insurance Company         ","A","Hartford Bicentennial Term 10","1,190.00","309.40","Pf"
"Transamerica Life Ins Co  (Family Mkt)  ","A+","Ultima Champion - 10 Year  (NJ,RI&VA)","1,200.00","312.00","Pf"
"Western Reserve Life Assurance Co of OH ","A+","WRL TermPlus - 10 Year  (MN & VA)","1,200.00","312.00","Pf"
"Midland National Life Insurance Company ","A+","Premier CS4 - 10 Year Term","1,210.00","323.72","Pf"
"North American Co for Life and Health   ","A+","ADDvantage 10","1,210.00","344.85","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","1,220.00","323.30","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","1,220.00","323.30","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","1,225.00","318.50","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Term Life - 10 Year","1,225.00","318.50","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Term Life - 10 Year","1,225.00","318.50","Pf"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) - 10 Year Term II","1,240.00","328.60","Pf"
"Illinois Mutual Life Insurance Company  ","B+","10-Year Term","1,275.00","337.88","Pf"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term Guaranteed 10","1,300.00","338.00","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10","1,300.00","341.25","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed 10","1,300.00","338.00","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed (OR)","1,300.00","338.00","Pf"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","1,305.00","352.35","Pf"
"Household Life Insurance Company        ","A","10 Year Term","1,310.00","353.70","Rg"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 10","1,310.00","339.06","Pf"
"Assurity Life Insurance Company         ","A-","Term 350 Plus - 10-year Term","1,315.00","347.16","Pf"
"Assurity Life Insurance Company         ","A-","Term 350 Plus - 10-year Term  (WA)","1,315.00","347.16","Pf"
"Protective Life & Annuity Insurance Co  ","A+","Empire Term - 10 Year","1,315.00","348.48","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term","1,315.00","348.48","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","1,315.00","348.48","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","1,320.00","343.20","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term  (NY)","1,320.00","343.20","Pf"
"First Ameritas Life Insurance of NY     ","A","Keystone Term 10","1,330.00","345.60","Pf"
"Stonebridge Life Insurance Company      ","A+","Stonebridge Term - 10 Year","1,330.00","345.80","Pf"
"Union Central Life Insurance Company    ","A","Keystone Term 10","1,330.00","345.60","Pf"
"Motorists Life Insurance Company        ","A-","Value Term Plus - 10-Year Plan","1,337.00","347.62","Pf"
"Allianz Life Insurance Company of NA    ","A","Term Life 2009 - 10 Year","1,341.50","362.21","Pf"
"Western-Southern Life Assurance Company ","A+","10-Year Guaranteed Level Term","1,345.00","376.60","Pf"
"Independent Order of Foresters          ","A","Foresters Lifefirst - 10 Year","1,352.50","361.84","Pf"
"Gleaner Life Insurance Society          ","A-","Gleaner Term - 10-Year","1,360.00","353.60","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","1,375.00","360.94","Pf"
"Government Personnel Mutual Life        ","A-","Mark X - 10 Year Level Term","1,390.00","364.18","Pf"
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","1,400.00","371.00","Rg"
"Principal Life Insurance Company        ","A+","10-Year Term","1,410.00","370.13","Pf"
"Principal National Life Insurance Co    ","A+","10-Year Term","1,410.00","370.13","Pf"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","1,414.00","374.71","Pf"
"United States Life Ins in the City of NY","A","Select-a-Term - 10 Year","1,414.00","374.71","Pf"
"Massachusetts Mutual Life Insurance     ","A++","Vantage Term 10","1,415.00","366.34","Pf"
"First MetLife Investors Insurance Co    ","A+","Guaranteed Level Term 10","1,419.00","383.13","Pf"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","1,419.00","383.13","Pf"
"","","","1,419.00","383.13","Pf"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","1,419.25","369.01","Rg"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","1,419.25","369.01","Rg"
"Pacific Life & Annuity Company          ","A+","Pacific-10-NY - 10 Year Renewable","1,425.00","377.63","Pf"
"Pacific Life Insurance Company          ","A+","Pacific-10 - 10 Year Renewable","1,425.00","377.63","Pf"
"Pacific Life Insurance Company          ","A+","Pacific-10 - 10 Year Renewable  (WA)","1,425.00","377.63","Pf"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year","1,435.00","373.10","Pf"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year  (OR)","1,435.00","373.10","Pf"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","1,440.00","374.40","Pf"
"American National Insurance Company     ","A","ANICO Select 10","1,445.00","382.93","Pf"
"EMC National Life Company               ","B++","EMCNL Term - 10 Year","1,445.00","382.93","Pf"
"Illinois Mutual Life Insurance Company  ","B+","10-Year Term","1,450.00","384.25","Rg"
"Protective Life & Annuity Insurance Co  ","A+","Empire Term - 10 Year","1,455.00","385.58","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","1,455.00","385.58","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","1,455.00","385.58","Rg"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","1,460.00","386.90","Rg"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","1,465.00","388.23","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress / WA)","1,465.00","388.23","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 10 (NY/<250K PruXpress)","1,465.00","388.23","Pf"
"Allstate Life Insurance Co of New York  ","A+","TrueTerm - 10 Year","1,470.00","396.90","Pf"
"Lincoln Benefit Life Company            ","A+","TrueTerm - 10 Year","1,470.00","396.90","Pf"
"Lincoln Benefit Life Company            ","A+","TrueTerm - 10 Year  (WA)","1,470.00","396.90","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term UL 10  (200K+)","1,484.61","375.62","Rg"
"Genworth Life Insurance Company         ","A","Colony Term UL 10  (200K+)","1,484.61","375.62","Rg"
"Genworth Life Insurance Company of NY   ","A","Colony Term UL 10  (200K+)","1,484.61","375.62","Rg"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","1,495.00","388.70","Rg"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term  (OR)","1,495.00","388.70","Rg"
"William Penn Life Insurance Co of NY    ","A+","Penn Term 10","1,495.00","388.70","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (2005)","1,510.00","400.15","Pf"
"Aurora National Life Assurance Company  ","","10-Year Term","1,515.00","401.48","Rg"
"Aviva Life and Annuity Company          ","A","10 Year Term 01-2010","1,530.00","397.80","Pf"
"Aviva Life and Annuity of New York      ","A","Term 10 01-2010","1,530.00","397.80","Pf"
"Trustmark Insurance Company             ","A-","TermNet 10-Year Term","1,535.00","399.10","Rg"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Term Life - 10 Year","1,545.00","401.70","Rg"
"Securian Life Insurance Company         ","A+","Advantage Elite Term Life - 10 Year","1,545.00","401.70","Rg"
"Woman's Life Insurance Society          ","A-","Ten Year Renewable and Convertible Term","1,555.00","435.40","Rg"
"Assurity Life Insurance Company         ","A-","Term 350 Plus - 10-year Term","1,575.00","415.80","Rg"
"Assurity Life Insurance Company         ","A-","Term 350 Plus - 10-year Term  (WA)","1,575.00","415.80","Rg"
"Baltimore Life Insurance Company        ","B++","Secure Solution Protector - 10 Year Term","1,580.00","426.60","Pf"
"Jackson National Life Insurance Company ","A+","Protector 10-Year Term","1,580.00","426.60","Pf"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","1,580.00","412.38","Rg"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year","1,600.00","416.00","Rg"
"Columbus Life Insurance Company         ","A+","Nautical Term - 10 Year  (OR)","1,600.00","416.00","Rg"
"Transamerica Life Insurance Company     ","A+","TransTerm UL 10","1,605.00","407.18","Rg"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term","1,618.00","428.77","Rg"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term  (OR)","1,618.00","428.77","Rg"
"ReliaStar Life Insurance of NY    (ING) ","A","TermSmart 10 - 10 Year Term  (NY)","1,618.00","428.77","Rg"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY)","1,620.00","429.30","Pf"
"Pruco Life Insurance Company            ","A+","Term Elite 10  (<250K PruXpress ONLY/WA)","1,620.00","429.30","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Elite 10  (NY/<250K PruXpress ONLY)","1,620.00","429.30","Pf"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","1,620.00","421.20","Rg"
"Transamerica Life Insurance Co  (TIIG)  ","A+","Trendsetter Super 10","1,620.00","421.20","Rg"
"Transamerica Life Insurance Co  (TIIG)  ","A+","Trendsetter Super 10  (MD)","1,620.00","421.20","Rg"
"Transamerica Life Ins Co  (Family Mkt)  ","A+","Champion Term II 10","1,620.00","421.20","Rg"
"Western Reserve Life Assurance Co of OH ","A+","WRL TermPlus II 10","1,620.00","421.20","Rg"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) - 10 Year Term II","1,625.00","430.63","Rg"
"Protective Life Insurance Company       ","A+","Secure-T - 10 Year No Lapse UL  (OR)","1,630.12","411.88","Rg"
"West Coast Life Insurance Company       ","A+","Secure-T - 10 Year No Lapse UL  (OR)","1,630.12","411.88","Rg"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","1,637.50","450.31","R+"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","1,637.50","450.31","R+"
"Guardian Life Insurance Co of America   ","A++","Level Term Gold 10","1,640.00","430.75","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term","1,655.00","438.58","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","1,655.00","438.58","Rg"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 10","1,656.00","428.09","Rg"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term Guaranteed 10","1,660.00","431.60","Rg"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed 10","1,660.00","431.60","Rg"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term Guaranteed (OR)","1,660.00","431.60","Rg"
"Midland National Life Insurance Company ","A+","Premier CS4 - 10 Year Term","1,675.00","447.87","Rg"
"North American Co for Life and Health   ","A+","ADDvantage 10","1,675.00","477.38","Rg"
"Hartford Life and Annuity Insurance Co  ","A","Hartford Bicentennial Term 10","1,680.00","436.80","Rg"
"Hartford Life Insurance Company         ","A","Hartford Bicentennial Term 10","1,680.00","436.80","Rg"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","1,685.00","442.31","Rg"
"Gleaner Life Insurance Society          ","A-","Gleaner Term - 10-Year","1,690.00","439.40","Rg"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","1,694.00","448.91","Rg"
"United States Life Ins in the City of NY","A","Select-a-Term - 10 Year","1,694.00","448.91","Rg"
"Lincoln Life & Annuity Company of NY    ","A+","LifeElement (SM) Level Term - 10 Year","1,695.00","444.09","Rg"
"Lincoln National Life Insurance Company ","A+","LifeElement (SM) Level Term - 10 Year","1,695.00","444.09","Rg"
"Midland National Life Insurance Company ","A+","Executive CS3 - 10 Year Term","1,695.00","454.55","Pf"
"Ohio National Life Assurance Corporation","A+","Term 10","1,705.00","460.35","Rg"
"Primerica Life Insurance Company        ","A+","Custom Advantage - 10 Year","1,705.00","451.83","Rg"
"NYLIFE Insurance Company of Arizona     ","A++","Term to Age 90 - 10 Year Level Term","1,710.00","456.40","Rg"
"Protective Life Insurance Company       ","A+","Secure-T - 10 Year No Lapse UL","1,714.94","455.04","Rg"
"West Coast Life Insurance Company       ","A+","Secure-T - 10 Year No Lapse UL","1,714.94","455.04","Rg"
