"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year","580.00","156.60","Pf"
"Woman's Life Insurance Society          ","","Ten Year Renewable and Convertible Term","585.00","163.80","Pf"
"Fidelity Life Association               ","A-","Hybrid Term - 10 Year (with blood test)","590.00","165.20","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","597.50","155.35","Pf"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","597.50","155.35","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","605.00","157.30","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year Plus","605.00","163.35","Pf"
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","625.00","165.62","Pf"
"Hartford Life and Annuity Insurance Co  ","A-","Hartford Bicentennial Term 10","630.00","163.80","Pf"
"Hartford Life Insurance Company         ","A-","Hartford Bicentennial Term 10","630.00","163.80","Pf"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term  (CA & NY)","632.50","165.08","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","635.00","165.10","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","635.00","165.10","Pf"
"Illinois Mutual Life Insurance Company  ","B++","10-Year Term","640.00","169.60","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Term Life - 10 Year","642.50","167.05","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","647.50","174.83","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","647.50","171.59","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","647.50","174.83","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","650.00","172.25","Pf"
"Trustmark Insurance Company             ","A-","TermNet 10-Year Term","652.50","169.65","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term","655.00","173.57","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term  (OR)","655.00","173.57","Pf"
"ReliaStar Life Insurance of NY    (ING) ","A","TermSmart 10 - 10 Year Term  (NY)","655.00","173.57","Pf"
"American United Life Insurance Company  ","A+","American Protector Plus - LTP 10/10","657.50","N/A","Pf"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) - 10 Year Term II","665.00","176.22","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","677.50","182.93","Pf"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","677.50","176.83","Pf"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","680.00","176.80","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","680.00","176.80","Pf"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","687.50","185.63","Pf"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","690.00","189.75","Pf"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","690.00","189.75","Pf"
"Protective Life & Annuity Insurance Co  ","A+","Empire Term - 10 Year","695.00","184.17","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","697.50","181.35","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term  (NY)","697.50","181.35","Pf"
"Western-Southern Life Assurance Company ","A+","10-Year Guaranteed Level Term","697.50","195.30","Pf"
"Midland National Life Insurance Company ","A+","Premier CS5 - 10 Year Term","700.00","187.55","Pf"
"North American Co for Life and Health   ","A+","ADDvantage 10 Gen 6","700.00","199.50","Pf"
"Sagicor Life Insurance Company          ","A-","10 Year Term  (Simplified Issue)","700.00","185.50","Pf"
"Farmers New World Life Insurance Company","A","Value Term - 10 Year","703.50","177.88","Pf"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","705.00","183.10","Pf"
