"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year","3,265.00","881.55","Pf"
"Primerica Life Insurance Company        ","A+","Custom Advantage - 10 Year","3,290.00","871.85","Rg"
"Midland National Life Insurance Company ","A+","Premier CS5 - 10 Year Term","3,330.00","889.76","Pf"
"North American Co for Life and Health   ","A+","ADDvantage 10 Gen 6","3,330.00","949.05","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","3,340.00","868.40","Pf"
"Fidelity Life Association               ","A-","Hybrid Term - 10 Year (with blood test)","3,340.00","935.20","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series VIII - 10 Year Plus","3,340.00","901.80","Pf"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","3,340.00","868.40","Pf"
"First MetLife Investors Insurance Co    ","A+","Guaranteed Level Term 10","3,344.00","902.88","Pf"
"MetLife Investors USA Insurance Company ","A+","Guaranteed Level Term 10","3,344.00","902.88","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","3,345.00","869.70","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10  (MD)","3,345.00","869.70","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term","3,350.00","887.75","Pf"
"ReliaStar Life Insurance Company  (ING) ","A","TermSmart 10 - 10 Year Term  (OR)","3,350.00","887.75","Pf"
"ReliaStar Life Insurance of NY    (ING) ","A","TermSmart 10 - 10 Year Term  (NY)","3,350.00","887.75","Pf"
"American National Insurance Company     ","A","ANICO Signature Term 10","3,360.00","890.40","Pf"
"American National Life Ins Company of NY","A","ANICO Signature Term 10","3,360.00","890.40","Pf"
"Standard Life and Accident Insurance Co ","A","Advantage Shield Term 10","3,360.00","890.40","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","3,380.00","878.80","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","3,395.00","899.67","Pf"
"AXA Equitable Life Insurance Company    ","A+","Equitable Term 10  (151X)","3,410.00","878.43","Pf"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","3,410.00","886.60","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","3,410.00","886.60","Pf"
"Security Mutual Life Insurance Co of NY ","A-","Premier LT Suite 10-Year  (4/2007)","3,425.00","907.62","Pf"
"Western-Southern Life Assurance Company ","A+","10-Year Guaranteed Level Term","3,465.00","970.20","Pf"
"Trustmark Insurance Company             ","A-","TermNet 10-Year Term","3,505.00","911.30","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Express 10  (250K+)","3,510.00","912.60","Pf"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term  (CA & NY)","3,530.00","921.33","Pf"
"Illinois Mutual Life Insurance Company  ","B++","10-Year Term","3,570.00","946.05","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","3,590.00","969.30","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Term Life - 10 Year","3,605.00","937.30","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","3,640.00","982.80","Pf"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","3,655.00","950.30","Pf"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","3,665.00","956.57","Pf"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","3,667.50","1,008.56","Pf"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","3,667.50","1,008.56","Pf"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) - 10 Year Term II","3,680.00","975.20","Pf"
"Gleaner Life Insurance Society          ","A-","Gleaner Term - 10-Year","3,685.00","958.10","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","3,700.00","962.00","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term  (NY)","3,700.00","962.00","Pf"
"American United Life Insurance Company  ","A+","American Protector Plus - LTP 10/10","3,720.00","N/A","Pf"
"Lincoln Life & Annuity Company of NY    ","A+","LifeElement (SM) Level Term - 10 Year","3,725.00","975.95","Pf"
"Lincoln National Life Insurance Company ","A+","LifeElement (SM) Level Term - 10 Year","3,725.00","975.95","Pf"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","3,725.00","968.50","Pf"
"Assurity Life Insurance Company         ","A-","Term 350 Plus - 10-year Term","3,745.00","988.68","Pf"
"Assurity Life Insurance Company         ","A-","Term 350 Plus - 10-year Term  (WA)","3,745.00","988.68","Pf"
"MTL Insurance Company                   ","A-","SelecTerm-10","3,775.00","1,019.25","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter LB 10","3,775.00","981.50","Pf"
"Motorists Life Insurance Company        ","A-","Value Term Plus - 10-Year Plan","3,777.00","982.02","Pf"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","3,780.00","982.60","Pf"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","3,780.00","982.60","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term","3,780.00","1,001.70","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","3,780.00","1,001.70","Pf"
"Hartford Life and Annuity Insurance Co  ","A-","Hartford Bicentennial Term 10","3,790.00","985.40","Pf"
