"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Polish Roman Catholic Union of America  ","","10 Year Renewable Level Term","195.00","195.00","Pf"
"","","","212.50","212.50","Rg"
"Woman's Life Insurance Society          ","","Ten Year Renewable and Convertible Term","225.00","225.00","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","247.50","247.50","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","260.00","260.00","Pf"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","260.00","260.00","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","262.50","262.50","Pf"
"Baltimore Life Insurance Company        ","B++","Secure Solutions Protector - 10 Year","265.00","265.00","Pf"
"Assurity Life Insurance Company         ","A-","SI - Non Med Term 350 - 10 Year Level","267.50","267.50","P+"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","267.50","267.50","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","267.50","267.50","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","270.00","270.00","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","270.00","270.00","Pf"
"Woman's Life Insurance Society          ","","Ten Year Renewable and Convertible Term","270.00","270.00","Rg"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","275.00","275.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","275.00","275.00","Pf"
"National Western Life Insurance Company ","A","NWL Term 10","282.50","282.50","Pf"
"Pacific Life & Annuity Company          ","A+","Pacific PRIME Term 10 NY","285.00","285.00","Pf"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","285.00","285.00","Pf"
"Sagicor Life Insurance Company          ","A-","SI - Sage Term 10  (Simplified Issue)","285.00","285.00","Pf"
"National Western Life Insurance Company ","A","NWL Secure Term 10","290.00","290.00","Pf"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","290.00","290.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter LB 10","290.00","290.00","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Express 10  (250K+)","292.50","292.50","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 10 Year","295.00","295.00","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","297.50","297.50","Rg"
"Symetra Life Insurance Company          ","A","10 Year Level Term","297.50","297.50","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","297.50","297.50","Pf"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","300.00","300.00","Pf"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","302.50","302.50","Pf"
"EMC National Life Company               ","A-","Term Select - 10 Year","302.50","302.50","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","302.50","302.50","Pf"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","302.50","302.50","Pf"
"Aurora National Life Assurance Company  ","","10-Year Term","305.00","305.00","Rg"
"Baltimore Life Insurance Company        ","B++","Secure Solutions Protector - 10 Year","305.00","305.00","Rg"
"American United Life Insurance Company  ","A+","American Protector Plus - 10-Year Level","307.50","307.50","Pf"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","307.50","307.50","Pf"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","307.50","307.50","Pf"
"Grange Life Insurance Company           ","A-","Select Choice Level Term 10 year","307.50","307.50","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","310.00","310.00","Rg"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","310.00","310.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","310.00","310.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","312.50","312.50","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","312.50","312.50","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","312.50","312.50","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","312.50","312.50","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10","312.50","312.50","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","312.50","312.50","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","312.50","312.50","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","312.50","312.50","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","312.50","312.50","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","312.50","312.50","Rg"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","312.50","312.50","Pf"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","314.00","314.00","Pf"
"MetLife Insurance Company USA           ","A+","Guaranteed Level Term 10","314.00","314.00","Pf"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","314.00","314.00","Pf"
"United States Life Ins in the City of NY","A","Select-a-Term - 10 Year","314.00","314.00","Pf"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","316.38","316.38","Rg"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","316.38","316.38","Rg"
"Northwestern Mutual Life Insurance      ","A++","TT Level Term 10","316.50","316.50","Pf"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) GLT 10 Year Term","320.00","320.00","Pf"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) GLT 10 Year Term","320.00","320.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","320.00","320.00","Pf"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress / WA)","320.00","320.00","Pf"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 10 (NY/<250K PruXpress)","320.00","320.00","Pf"
"Motorists Life Insurance Company        ","A-","Your Term Life Plan - 10-Year","322.00","322.00","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","325.00","325.00","Rg"
"John Hancock Life Insurance Company USA ","A+","10 Year Level Premium Term","325.00","325.00","Pf"
"John Hancock Life Insurance Company NY  ","A+","10 Year Level Premium Term","325.00","325.00","Pf"
"Farmers New World Life Insurance Company","A","Value Term - 10 Year","328.50","328.50","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term","330.00","330.00","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term  (OR)","330.00","330.00","Pf"
"ReliaStar Life Insurance of NY          ","A","TermSmart 10 - 10 Year Term  (NY)","330.00","330.00","Pf"
"Western-Southern Life Assurance Company ","A+","10-Year Guaranteed Level Term","330.00","330.00","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","332.50","332.50","Rg"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","332.50","332.50","Rg"
"New York Life Insurance Company         ","A++","10 Year Level Term (10LCT)","335.00","335.00","Pf"
"MetLife Insurance Company USA           ","A+","Guaranteed Level Term 10","339.00","339.00","Rg"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","339.00","339.00","Rg"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","340.00","340.00","Rg"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","342.50","342.50","Rg"
"MTL Insurance Company                   ","A-","SelecTerm-10  (NV, NJ, OR)","345.00","345.00","Pf"
