"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","580.00","580.00","Pf"
"Woman's Life Insurance Society          ","","Ten Year Renewable and Convertible Term","585.00","585.00","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","602.50","602.50","Pf"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","602.50","602.50","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","605.00","605.00","Pf"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","605.00","605.00","Pf"
"Pacific Life & Annuity Company          ","A+","Pacific PRIME Term 10 NY","617.50","617.50","Pf"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","617.50","617.50","Pf"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","625.00","625.00","Pf"
"Fidelity Life Association               ","A-","Hybrid Term - 10 Year (with blood test)","632.50","632.50","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","635.00","635.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","647.50","647.50","Pf"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","650.00","650.00","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 10 Year","650.00","650.00","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term","655.00","655.00","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term  (OR)","655.00","655.00","Pf"
"ReliaStar Life Insurance of NY          ","A","TermSmart 10 - 10 Year Term  (NY)","655.00","655.00","Pf"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) GLT 10 Year Term","657.50","657.50","Pf"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) GLT 10 Year Term","657.50","657.50","Pf"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","670.00","670.00","Pf"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","675.00","675.00","Pf"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","677.50","677.50","Pf"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","677.50","677.50","Pf"
"American United Life Insurance Company  ","A+","American Protector Plus - 10-Year Level","685.00","685.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","687.50","687.50","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","687.50","687.50","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","687.50","687.50","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","687.50","687.50","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10","687.50","687.50","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","687.50","687.50","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","687.50","687.50","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","687.50","687.50","Pf"
"Sunset Life Insurance Company of America","A-","Term 10 - 10 Year Term","687.50","687.50","Pf"
"EMC National Life Company               ","A-","Term Select - 10 Year","692.50","692.50","Pf"
"Fidelity Life Association               ","A-","Loyalty Value Term - 10 Year","692.50","692.50","Pf"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","697.50","697.50","Pf"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","697.50","697.50","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","697.50","697.50","Pf"
"Western-Southern Life Assurance Company ","A+","10-Year Guaranteed Level Term","697.50","697.50","Pf"
"Midland National Life Insurance Company ","A+","Premier CS6 - 10 Year Term","700.00","700.00","Pf"
