"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","590.00","590.00","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","610.00","610.00","P+"
"MetLife Insurance Company USA           ","A+","Guaranteed Level Term 10","619.00","619.00","P+"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","619.00","619.00","P+"
"Protective Life Insurance Company       ","A+","Custom Choice UL - 10 Year No Lapse","622.62","622.62","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","625.00","625.00","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","625.00","625.00","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","625.00","625.00","P+"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","625.00","625.00","P+"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","628.00","628.00","P+"
"AAA Life Insurance Company              ","A-","10 Year Level Term","630.00","630.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","635.00","635.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","635.00","635.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","635.00","635.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","635.00","635.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10","635.00","635.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","635.00","635.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","635.00","635.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","635.00","635.00","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","635.00","635.00","P+"
"Lincoln National Life Insurance Company ","A+","LifeElement (SM) Level Term 10 (2014)","640.00","640.00","P+"
"Lincoln National Life Insurance Company ","A+","LifeElement (SM) Level Term - 10 Year","640.00","640.00","P+"
"Midland National Life Insurance Company ","A+","Premier CS6 - 10 Year Term","640.00","640.00","P+"
"North American Co for Life and Health   ","A+","ADDvantage 10","640.00","640.00","P+"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 10 Year","645.00","645.00","P+"
"American National Insurance Company     ","A","ANICO Signature Term 10","650.00","650.00","P+"
"American National Life Ins Company of NY","A","ANICO Signature Term 10","650.00","650.00","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","650.00","650.00","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","650.00","650.00","P+"
"Standard Life and Accident Insurance Co ","A","Advantage Shield Term 10","650.00","650.00","P+"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","652.50","652.50","P+"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","652.50","652.50","P+"
"John Hancock Life Insurance Company USA ","A+","10 Year Level Premium Term","655.00","655.00","P+"
"John Hancock Life Insurance Company NY  ","A+","10 Year Level Premium Term","655.00","655.00","P+"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","660.00","660.00","P+"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","665.00","665.00","P+"
"Principal Life Insurance Company        ","A+","10-Year Term (2015)","665.00","665.00","P+"
"Principal National Life Insurance Co    ","A+","10-Year Term (2015)","665.00","665.00","P+"
"Motorists Life Insurance Company        ","A-","Your Term Life Plan - 10-Year","667.00","667.00","P+"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","670.00","670.00","P+"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","670.00","670.00","P+"
"AXA Equitable Life Insurance Company    ","A+","Equitable Term 10  (151X)","670.00","670.00","P+"
"Symetra Life Insurance Company          ","A","10 Year Level Term","670.00","670.00","P+"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","670.00","670.00","P+"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term","690.00","690.00","P+"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term  (OR)","690.00","690.00","P+"
"ReliaStar Life Insurance of NY          ","A","TermSmart 10 - 10 Year Term  (NY)","690.00","690.00","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","690.00","690.00","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","690.00","690.00","P+"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","699.00","699.00","P+"
"United States Life Ins in the City of NY","A","Select-a-Term - 10 Year","699.00","699.00","P+"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress ONLY)","700.00","700.00","P+"
"Pruco Life Insurance Company            ","A+","Term Essential 10 (<250K PruXpress / WA)","700.00","700.00","P+"
"Pruco Life Insurance Co of New Jersey   ","A+","Term Essential 10 (NY/<250K PruXpress)","700.00","700.00","P+"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","700.00","700.00","P+"
"MetLife Insurance Company USA           ","A+","Guaranteed Level Term 10","709.00","709.00","P+"
