"Company Name (Click to sort V)","AMB","Product Name (Click to sort V)"," Annual"," Quarterly",""
"10 Year Level Term Guaranteed","","","","",""
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","102.50","102.50","P+"
"Protective Life Insurance Company       ","A+","Custom Choice UL - 10 Year No Lapse","104.21","104.21","P+"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","105.00","105.00","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","105.00","105.00","P+"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","105.00","105.00","P+"
"MetLife Insurance Company USA           ","A+","Guaranteed Level Term 10","106.50","106.50","P+"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","106.50","106.50","P+"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","107.50","107.50","P+"
"Royal Neighbors of America              ","A-","Royal Advantage 10 - 10 Year Level Term","107.50","107.50","P+"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","107.50","107.50","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","110.00","110.00","P+"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","110.00","110.00","P+"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","110.00","110.00","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","110.00","110.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","115.00","115.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","115.00","115.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","115.00","115.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","115.00","115.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10","115.00","115.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","115.00","115.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","115.00","115.00","P+"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","115.00","115.00","P+"
"Pacific Life & Annuity Company          ","A+","Pacific PRIME Term 10 NY","117.50","117.50","P+"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","117.50","117.50","P+"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","119.00","119.00","P+"
"MetLife Insurance Company USA           ","A+","Guaranteed Level Term 10","119.00","119.00","P+"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","119.00","119.00","P+"
"United States Life Ins in the City of NY","A","Select-a-Term - 10 Year","119.00","119.00","P+"
"Companion Life Insurance Company of NY  ","A+","Term Life Answers 10","120.00","120.00","Pf"
"John Hancock Life Insurance Company USA ","A+","10 Year Level Premium Term","120.00","120.00","P+"
"John Hancock Life Insurance Company NY  ","A+","10 Year Level Premium Term","120.00","120.00","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","120.00","120.00","Pf"
"Royal Neighbors of America              ","A-","Royal Advantage 10 - 10 Year Level Term","120.00","120.00","Pf"
"United of Omaha Life Insurance Company  ","A+","Term Life Answers 10","120.00","120.00","Pf"
"Banner Life Insurance Company           ","A+","OPTerm 10 - 10 Year Term","122.50","122.50","Pf"
"EMC National Life Company               ","A-","Term Select - 10 Year","122.50","122.50","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","122.50","122.50","P+"
"William Penn Life Insurance Co of NY    ","A+","OpTerm 10","122.50","122.50","Pf"
"MetLife Insurance Company USA           ","A+","Guaranteed Level Term 10","124.00","124.00","Pf"
"Metropolitan Life Insurance Company     ","A+","Guaranteed Level Term 10","124.00","124.00","Pf"
"Protective Life Insurance Company       ","A+","Custom Choice UL - 10 Year No Lapse","124.01","124.01","Pf"
"AAA Life Insurance Company              ","A-","10 Year Level Term","125.00","125.00","P+"
"American United Life Insurance Company  ","A+","American Protector Plus - 10-Year Level","125.00","125.00","P+"
"Midland National Life Insurance Company ","A+","Premier CS6 - 10 Year Term","125.00","125.00","P+"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","125.00","125.00","P+"
"North American Co for Life and Health   ","A+","ADDvantage 10","125.00","125.00","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year Plus","125.00","125.00","Pf"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","125.00","125.00","P+"
"Minnesota Life Insurance Company        ","A+","Advantage Elite Select Life - 10 Year","127.50","127.50","Pf"
"Transamerica Financial Life Insurance Co","A+","Trendsetter Super 10","127.50","127.50","P+"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","130.00","130.00","P+"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","130.00","130.00","P+"
"Centrian Life Insurance                 ","A+","T-10/10 - 10 Year Term","130.00","130.00","Pf"
"Principal Life Insurance Company        ","A+","10-Year Term (2015)","130.00","130.00","P+"
"Principal National Life Insurance Co    ","A+","10-Year Term (2015)","130.00","130.00","P+"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term","130.00","130.00","P+"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term  (OR)","130.00","130.00","P+"
"ReliaStar Life Insurance of NY          ","A","TermSmart 10 - 10 Year Term  (NY)","130.00","130.00","P+"
"Savings Bank Life Insurance Co of MA    ","A+","T-10/10 - 10 Year Term","130.00","130.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","130.00","130.00","P+"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year  (NY)","130.00","130.00","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","130.00","130.00","P+"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","130.00","130.00","P+"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","130.00","130.00","P+"
"Sagicor Life Insurance Company          ","A-","SI - Sage Term 10  (Simplified Issue)","130.36","130.36","Pf"
"Ohio National Life Assurance Corporation","A+","Recap Term - 10 Year","132.50","132.50","Pf"
"Farmers New World Life Insurance Company","A","Value Term - 10 Year","133.50","133.50","P+"
"Fidelity Life Association               ","A-","Loyalty Value Term - 10 Year","135.00","135.00","P+"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10","135.00","135.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MS, PA, TX & VT)","135.00","135.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (MD)","135.00","135.00","Pf"
"Genworth Life and Annuity Insurance Co  ","A","Colony Term 10  (OR)","135.00","135.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10","135.00","135.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MS, PA, TX & VT)","135.00","135.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (MD)","135.00","135.00","Pf"
"Genworth Life Insurance Company         ","A","Colony Term 10  (OR)","135.00","135.00","Pf"
"National Western Life Insurance Company ","A","NWL Term 10","135.00","135.00","P+"
"Polish Roman Catholic Union of America  ","","10 Year Renewable Level Term","135.00","135.00","Pf"
"Securian Life Insurance Company         ","A+","Advantage Elite Select Life - 10 Year","135.00","135.00","P+"
"Symetra Life Insurance Company          ","A","10 Year Level Term","135.00","135.00","Pf"
"Symetra Life Insurance Company          ","A","10 Year Level Term  (WA)","135.00","135.00","Pf"
"American General Life Insurance Company ","A","Select-a-Term - 10 Year","136.50","136.50","Pf"
"United States Life Ins in the City of NY","A","Select-a-Term - 10 Year","136.50","136.50","Pf"
"Assurity Life Insurance Company         ","A-","SI - Non Med Term 350 - 10 Year Level","137.50","137.50","P+"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","137.50","137.50","P+"
"National Western Life Insurance Company ","A","NWL Secure Term 10","137.50","137.50","P+"
"Transamerica Life Insurance Company     ","A+","Trendsetter Super 10","137.50","137.50","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter LB 10","137.50","137.50","P+"
"EMC National Life Company               ","A-","Term Select - 10 Year","140.00","140.00","Pf"
"Fidelity Life Association               ","A-","Hybrid Term - 10 Year (with blood test)","140.00","140.00","Pf"
"Pacific Life & Annuity Company          ","A+","Pacific PRIME Term 10 NY","140.00","140.00","Pf"
"Pacific Life Insurance Company          ","A+","Pacific PRIME Term 10","140.00","140.00","Pf"
"Provident Life and Accident Assurance   ","A","Level Term I - 10 Year","140.00","140.00","P+"
"Farmers New World Life Insurance Company","A","Value Term - 10 Year","141.00","141.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Protector 10-Year","142.50","142.50","Pf"
"Sagicor Life Insurance Company          ","A-","SI - Sage Term 10  (Simplified Issue)","142.87","142.87","Rg"
"AAA Life Insurance Company              ","A-","10 Year Level Term","145.00","145.00","Pf"
"John Hancock Life Insurance Company USA ","A+","10 Year Level Premium Term","145.00","145.00","Pf"
"John Hancock Life Insurance Company NY  ","A+","10 Year Level Premium Term","145.00","145.00","Pf"
"Pan-American Life Insurance Company     ","A","Sentinel Series 10 - 10-Year Term","145.00","145.00","P+"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term","145.00","145.00","Pf"
"ReliaStar Life Insurance Company        ","A","TermSmart 10 - 10 Year Term  (OR)","145.00","145.00","Pf"
"ReliaStar Life Insurance of NY          ","A","TermSmart 10 - 10 Year Term  (NY)","145.00","145.00","Pf"
"Royal Neighbors of America              ","A-","Royal Advantage 10 - 10 Year Level Term","145.00","145.00","Rg"
"Cincinnati Life Insurance Company       ","A","LifeHorizons Termsetter 10","147.50","147.50","Pf"
"Grange Life Insurance Company           ","A-","Select Choice Level Term 10 year","147.50","147.50","P+"
"Midland National Life Insurance Company ","A+","Premier CS6 - 10 Year Term","147.50","147.50","Pf"
"National Life Insurance Co of Vermont   ","A","GL-10 - 10 Year Level Term","147.50","147.50","Pf"
"New York Life Insurance Company         ","A++","10 Year Level Term (10LCT)","147.50","147.50","P+"
"North American Co for Life and Health   ","A+","ADDvantage 10","147.50","147.50","Pf"
"The Penn Mutual Life Insurance Company  ","A+","Guaranteed 10 Year Term","147.50","147.50","P+"
"Polish Roman Catholic Union of America  ","","10 Year Renewable Level Term","147.50","147.50","Rg"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term","147.50","147.50","Pf"
"TIAA-CREF Life Insurance Company        ","A++","10-Year Level Term  (NY)","147.50","147.50","Pf"
"Transamerica Life Insurance Company     ","A+","Trendsetter LB 10","147.50","147.50","Pf"
"American United Life Insurance Company  ","A+","American Protector Plus - 10-Year Level","150.00","150.00","Pf"
"Ameritas Life Insurance Corp            ","A","Keystone Term 10","150.00","150.00","Pf"
"Ameritas Life Insurance Corp of New York","A","Keystone Term 10","150.00","150.00","Pf"
"Baltimore Life Insurance Company        ","B++","Secure Solutions Protector - 10 Year","150.00","150.00","P+"
"Fidelity Life Association               ","A-","Loyalty Value Term - 10 Year","150.00","150.00","Pf"
"Nationwide Life and Annuity Insurance Co","A+","YourLife(SM) GLT 10 Year Term","150.00","150.00","P+"
"Nationwide Life Insurance Company       ","A+","YourLife(SM) GLT 10 Year Term","150.00","150.00","P+"
"Ohio National Life Assurance Corporation","A+","FlexTerm Series IX - 10 Year","150.00","150.00","R+"
"Principal Life Insurance Company        ","A+","10-Year Term (2015)","150.00","150.00","Pf"
"Principal National Life Insurance Co    ","A+","10-Year Term (2015)","150.00","150.00","Pf"
"Security Mutual Life Insurance Co of NY ","A-","LT Security Plus 10-Year","150.00","150.00","Pf"
